StateCounty,Unknown,No,Yes
FLCitrus County,0.0000000000000000000,0.0000000000000000000,0.0948929009213084000
FLClay County,0.0000000000000000000,0.0000000000000000000,0.0918463077322165000
FLCollier County,0.0000000000000000000,0.0000000000000000000,0.0923865018391412000
FLColumbia County,0.0000000000000000000,0.0000000000000000000,0.0968612734760814000
FLDesoto County,0.0000000000000000000,0.0000000000000000000,0.0947939065985777000
FLDixie County,0.0000000000000000000,0.0000000000000000000,0.0962476973339115000
FLDuval County,0.0000000000000000000,0.0000000000000000000,0.0894836053252470000
FLEscambia County,0.0000000000000000000,0.0000000000000000000,0.0886338827268991000
FLFlagler County,0.0000000000000000000,0.0000000000000000000,0.0912914810326784000
FLFranklin County,0.0000000000000000000,0.0000000000000000000,0.0945611327161131000
FLGadsden County,0.0000000000000000000,0.0000000000000000000,0.0959827723115569000
FLGilchrist County,0.0000000000000000000,0.0000000000000000000,0.0963119786857978000
FLGlades County,0.0000000000000000000,0.0000000000000000000,0.0927612219767056000
FLGulf County,0.0000000000000000000,0.0000000000000000000,0.0947240974662860000
FLHamilton County,0.0000000000000000000,0.0000000000000000000,0.0973253435575556000
FLHardee County,0.0000000000000000000,0.0000000000000000000,0.0961714133081548000
FLHendry County,0.0000000000000000000,0.0000000000000000000,0.0928005248314669000
FLHernando County,0.0000000000000000000,0.0000000000000000000,0.0944164103149996000
FLHighlands County,0.0000000000000000000,0.0000000000000000000,0.0957283370336597000
FLHillsborough County,0.0000000000000000000,0.0000000000000000000,0.0895300878075911000
FLHolmes County,0.0000000000000000000,0.0000000000000000000,0.0968149187853227000
FLIndian River County,0.0000000000000000000,0.0000000000000000000,0.0919435063140537000
FLJackson County,0.0000000000000000000,0.0000000000000000000,0.0976950300034090000
FLJefferson County,0.0000000000000000000,0.0000000000000000000,0.0964150865946576000
FLLafayette County,0.0000000000000000000,0.0000000000000000000,0.0971360582551477000
FLLake County,0.0000000000000000000,0.0000000000000000000,0.0936695947134945000
FLLee County,0.0000000000000000000,0.0000000000000000000,0.0928816665059049000
FLLeon County,0.0000000000000000000,0.0000000000000000000,0.0960937222446410000
FLLevy County,0.0000000000000000000,0.0000000000000000000,0.0950807517317258000
FLLiberty County,0.0000000000000000000,0.0000000000000000000,0.0973261337191720000
FLMadison County,0.0000000000000000000,0.0000000000000000000,0.0974750975511682000
FLManatee County,0.0000000000000000000,0.0000000000000000000,0.0929014442591773000
FLMarion County,0.0000000000000000000,0.0000000000000000000,0.0946888558740462000
FLMartin County,0.0000000000000000000,0.0000000000000000000,0.0897238601662265000
FLMiami-Dade County,0.0000000000000000000,0.0000000000000000000,0.0873724740338102000
FLMonroe County,0.0000000000000000000,0.0000000000000000000,0.0916457786256630000
FLNassau County,0.0000000000000000000,0.0000000000000000000,0.0951773168170853000
