Location and Nationality,Sex,Age Attained,q(Natural only),q(Non-natural only),"Pure risk rate",Code
Cyprus,F,74,7.784814545,0.418362004,8.203176549,CyprusF74
Cyprus,F,75,8.696597609,0.467361937,9.163959546,CyprusF75
Estonia,F,17,0.036896374,0.066265538,0.103161912,EstoniaF17
Estonia,F,18,0.040390692,0.066546729,0.106937421,EstoniaF18
Estonia,F,19,0.044056553,0.066794553,0.110851106,EstoniaF19
Estonia,F,20,0.047900558,0.067007464,0.114908023,EstoniaF20
Estonia,F,21,0.051929518,0.067183897,0.119113415,EstoniaF21
Estonia,F,22,0.056150452,0.067322263,0.123472715,EstoniaF22
Estonia,F,23,0.06055016,0.067398213,0.127948372,EstoniaF23
Estonia,F,24,0.06515342,0.067432843,0.132586264,EstoniaF24
Estonia,F,25,0.0699677,0.067424569,0.13739227,EstoniaF25
Estonia,F,26,0.075000686,0.067371799,0.142372485,EstoniaF26
Estonia,F,27,0.080260287,0.067272937,0.147533224,EstoniaF27
Estonia,F,28,0.086963706,0.068072816,0.155036523,EstoniaF28
Estonia,F,29,0.09409022,0.068831207,0.162921427,EstoniaF29
Estonia,F,30,0.101662921,0.069544424,0.171207345,EstoniaF30
Estonia,F,31,0.109706029,0.070208642,0.179914671,EstoniaF31
Estonia,F,32,0.118244931,0.070819907,0.189064838,EstoniaF32
Estonia,F,33,0.129307504,0.072496145,0.201803649,EstoniaF33
Estonia,F,34,0.141256382,0.074144393,0.215400776,EstoniaF34
Estonia,F,35,0.154156221,0.075757829,0.22991405,EstoniaF35
Estonia,F,36,0.168076058,0.077329142,0.245405199,EstoniaF36
Estonia,F,37,0.18308959,0.078850522,0.261940112,EstoniaF37
Estonia,F,38,0.205172809,0.082690448,0.287863256,EstoniaF38
Estonia,F,39,0.22973444,0.086617469,0.316351909,EstoniaF39
Estonia,F,40,0.25703892,0.090621047,0.347659967,EstoniaF40
Estonia,F,41,0.28737778,0.094688676,0.382066456,EstoniaF41
Estonia,F,42,0.32107232,0.098805694,0.419878014,EstoniaF42
Estonia,F,43,0.363599611,0.104426441,0.468026052,EstoniaF43
Estonia,F,44,0.411494469,0.110200828,0.521695297,EstoniaF44
Estonia,F,45,0.465409908,0.116108966,0.581518874,EstoniaF45
Estonia,F,46,0.526075971,0.122126538,0.64820251,EstoniaF46
Estonia,F,47,0.594308564,0.128224294,0.722532858,EstoniaF47
Estonia,F,48,0.671348394,0.134433414,0.805781808,EstoniaF48
Estonia,F,49,0.757969253,0.140653301,0.898622554,EstoniaF49
Estonia,F,50,0.855323726,0.146836519,1.002160245,EstoniaF50
Estonia,F,51,0.96469906,0.152928305,1.117627365,EstoniaF51
Estonia,F,52,1.087532461,0.15886594,1.246398402,EstoniaF52
Estonia,F,53,1.227602156,0.164870109,1.392472265,EstoniaF53
Estonia,F,54,1.385077456,0.170588058,1.555665513,EstoniaF54
Estonia,F,55,1.562057003,0.175927479,1.737984482,EstoniaF55
Estonia,F,56,1.760885575,0.18078507,1.941670645,EstoniaF56
Estonia,F,57,1.984182159,0.185046009,2.169228168,EstoniaF57
Estonia,F,58,2.22265915,0.187553074,2.410212225,EstoniaF58
Estonia,F,59,2.488793383,0.189174316,2.6779677,EstoniaF59
Estonia,F,60,2.785693293,0.189775393,2.975468686,EstoniaF60
Estonia,F,61,3.116806249,0.189213424,3.306019673,EstoniaF61
Estonia,F,62,3.48595435,0.187337905,3.673292255,EstoniaF62
Estonia,F,63,3.850639493,0.206936369,4.057575862,EstoniaF63
Estonia,F,64,4.253476384,0.228585138,4.482061522,EstoniaF64
Estonia,F,65,4.698456291,0.252498705,4.950954996,EstoniaF65
Estonia,F,66,5.189988029,0.278914004,5.468902033,EstoniaF66
Estonia,F,67,5.732941647,0.308092754,6.041034401,EstoniaF67
Estonia,F,68,6.366826436,0.342158217,6.708984654,EstoniaF68
Estonia,F,69,7.070799141,0.379990259,7.4507894,EstoniaF69
Estonia,F,70,7.8526093,0.422005347,8.274614647,EstoniaF70
Estonia,F,71,8.720863314,0.468665995,9.189529308,EstoniaF71
Estonia,F,72,9.685119179,0.520485857,10.20560504,EstoniaF72
Estonia,F,73,10.78397501,0.579539226,11.36351424,EstoniaF73
Estonia,F,74,12.00750501,0.645292682,12.6527977,EstoniaF74
Estonia,F,75,13.36985448,0.718506405,14.08836088,EstoniaF75
Greece,F,17,0.037361573,0.067101032,0.104462606,GreeceF17
Greece,F,18,0.039340323,0.064816168,0.104156491,GreeceF18
Greece,F,19,0.041274546,0.062576727,0.103851274,GreeceF19
Greece,F,20,0.043164582,0.060382369,0.103546951,GreeceF20
Greece,F,21,0.045010767,0.058232752,0.103243519,GreeceF21
Greece,F,22,0.046813439,0.056127539,0.102940977,GreeceF22
Greece,F,23,0.050011435,0.055667587,0.105679022,GreeceF23
Greece,F,24,0.053312367,0.055177526,0.108489893,GreeceF24
Greece,F,25,0.056718545,0.054656984,0.111375529,GreeceF25
Greece,F,26,0.0602323,0.054105617,0.114337917,GreeceF26
Greece,F,27,0.063855991,0.053523108,0.117379099,GreeceF27
Greece,F,28,0.068811001,0.053863374,0.122674375,GreeceF28
Greece,F,29,0.074042865,0.05416567,0.128208535,GreeceF29
Greece,F,30,0.079564661,0.054427695,0.133992355,GreeceF30
Greece,F,31,0.085390001,0.054647097,0.140037099,GreeceF31
Greece,F,32,0.091533054,0.054821482,0.146354536,GreeceF32
Greece,F,33,0.099659027,0.05587375,0.155532777,GreeceF33
Greece,F,34,0.108392313,0.056894295,0.165286608,GreeceF34
Greece,F,35,0.117773871,0.057878253,0.175652125,GreeceF35
Greece,F,36,0.127847206,0.058820482,0.186667687,GreeceF36
Greece,F,37,0.13865851,0.059715552,0.198374062,GreeceF37
Greece,F,38,0.154883335,0.062422367,0.217305702,GreeceF38
Greece,F,39,0.172867362,0.065176703,0.238044065,GreeceF39
Greece,F,40,0.192791461,0.067970112,0.260761573,GreeceF40
Greece,F,41,0.214854326,0.070792779,0.285647105,GreeceF41
Greece,F,42,0.239274156,0.073633408,0.312907564,GreeceF42
Greece,F,43,0.268911183,0.07723176,0.346142943,GreeceF43
Greece,F,44,0.302024366,0.08088404,0.382908406,GreeceF44
Greece,F,45,0.339005021,0.084573881,0.423578902,GreeceF45
Greece,F,46,0.380287016,0.088282186,0.468569202,GreeceF46
Greece,F,47,0.426351255,0.091986877,0.518338132,GreeceF47
Greece,F,48,0.478657314,0.095848202,0.574505516,GreeceF48
Greece,F,49,0.537093036,0.099666191,0.636759227,GreeceF49
Greece,F,50,0.602351005,0.103407777,0.705758782,GreeceF50
Greece,F,51,0.675199579,0.107035584,0.782235163,GreeceF51
Greece,F,52,0.756490927,0.110507637,0.866998564,GreeceF52
Greece,F,53,0.850988151,0.114289885,0.965278035,GreeceF53
Greece,F,54,0.95685098,0.117847092,1.074698072,GreeceF54
Greece,F,55,1.075403632,0.121117891,1.196521524,GreeceF55
Greece,F,56,1.208120161,0.124034231,1.332154392,GreeceF56
Greece,F,57,1.356640918,0.126521139,1.483162057,GreeceF57
Greece,F,58,1.518377045,0.128124136,1.646501181,GreeceF58
Greece,F,59,1.69870903,0.129119645,1.827828676,GreeceF59
Greece,F,60,1.899707953,0.12941763,2.029125583,GreeceF60
Greece,F,61,2.123668565,0.128922547,2.252591112,GreeceF61
Greece,F,62,2.373132673,0.127534,2.500666673,GreeceF62
Greece,F,63,2.597720031,0.1396035,2.737323531,GreeceF63
Greece,F,64,2.843561776,0.152815227,2.996377003,GreeceF64
Greece,F,65,3.112669371,0.167277279,3.27994665,GreeceF65
Greece,F,66,3.407244638,0.183107984,3.590352621,GreeceF66
Greece,F,67,3.729697773,0.200436867,3.930134639,GreeceF67
Greece,F,68,4.130311342,0.221966152,4.352277495,GreeceF68
Greece,F,69,4.573955538,0.245807937,4.819763476,GreeceF69
Greece,F,70,5.065252358,0.272210611,5.33746297,GreeceF70
Greece,F,71,5.609320256,0.301449245,5.910769501,GreeceF71
Greece,F,72,6.211827469,0.333828452,6.545655921,GreeceF72
Greece,F,73,6.899746032,0.370797732,7.270543763,GreeceF73
Greece,F,74,7.663846998,0.411861114,8.075708112,GreeceF74
Greece,F,75,8.512567062,0.457471992,8.970039054,GreeceF75
Hungary,F,17,0.053551401,0.096177809,0.14972921,HungaryF17
Hungary,F,18,0.059594018,0.098185667,0.157779685,HungaryF18
Hungary,F,19,0.066079404,0.100183605,0.166263008,HungaryF19
Hungary,F,20,0.073034895,0.102167559,0.175202454,HungaryF20
Hungary,F,21,0.080489338,0.104133209,0.184622546,HungaryF21
Hungary,F,22,0.088473161,0.106075966,0.194549127,HungaryF22
Hungary,F,23,0.095715675,0.106540849,0.202256524,HungaryF23
Hungary,F,24,0.103327157,0.106942106,0.210269263,HungaryF24
Hungary,F,25,0.111322858,0.107276583,0.218599441,HungaryF25
Hungary,F,26,0.119718556,0.107541076,0.227259632,HungaryF26
Hungary,F,27,0.128530568,0.107732344,0.236262912,HungaryF27
Hungary,F,28,0.139385687,0.109107312,0.248492999,HungaryF28
Hungary,F,29,0.150938155,0.110418017,0.261356173,HungaryF29
Hungary,F,30,0.163226835,0.11165837,0.274885205,HungaryF30
Hungary,F,31,0.176292521,0.112822044,0.289114564,HungaryF31
Hungary,F,32,0.190178028,0.113902475,0.304080503,HungaryF32
Hungary,F,33,0.207881561,0.116548624,0.324430185,HungaryF33
Hungary,F,34,0.226994194,0.119147514,0.346141709,HungaryF34
Hungary,F,35,0.247617969,0.121688243,0.369306212,HungaryF35
Hungary,F,36,0.269861783,0.124159147,0.39402093,HungaryF36
Hungary,F,37,0.293841826,0.126547782,0.420389608,HungaryF37
Hungary,F,38,0.327468627,0.131979123,0.45944775,HungaryF38
Hungary,F,39,0.364649761,0.137485,0.502134761,HungaryF39
Hungary,F,40,0.405740769,0.143047027,0.548787796,HungaryF40
Hungary,F,41,0.451131215,0.148644121,0.599775335,HungaryF41
Hungary,F,42,0.501247814,0.154252283,0.655500097,HungaryF42
Hungary,F,43,0.565106335,0.162299522,0.727405857,HungaryF43
Hungary,F,44,0.636689824,0.170509571,0.807199395,HungaryF44
Hungary,F,45,0.716896849,0.178849119,0.895745967,HungaryF45
Hungary,F,46,0.806727113,0.187278635,0.994005748,HungaryF46
Hungary,F,47,0.90729249,0.195751745,1.103044236,HungaryF47
Hungary,F,48,1.0203228,0.204313406,1.224636206,HungaryF48
Hungary,F,49,1.146820732,0.212810903,1.359631635,HungaryF49
Hungary,F,50,1.28833491,0.221173116,1.509508026,HungaryF50
Hungary,F,51,1.446586542,0.229319212,1.675905754,HungaryF51
Hungary,F,52,1.623488076,0.237157941,1.860646018,HungaryF52
Hungary,F,53,1.823247343,0.24486678,2.068114123,HungaryF53
Hungary,F,54,2.046647641,0.252067958,2.298715599,HungaryF54
Hungary,F,55,2.296396991,0.258632901,2.555029892,HungaryF55
Hungary,F,56,2.575504416,0.26441965,2.839924066,HungaryF56
Hungary,F,57,2.887312398,0.269272472,3.156584871,HungaryF57
Hungary,F,58,3.221448432,0.271833204,3.493281636,HungaryF58
Hungary,F,59,3.592801638,0.273090486,3.865892124,HungaryF59
Hungary,F,60,4.005380469,0.272866598,4.278247067,HungaryF60
Hungary,F,61,4.463611253,0.270974549,4.734585802,HungaryF61
Hungary,F,62,4.972380265,0.267219593,5.239599857,HungaryF62
Hungary,F,63,5.486863294,0.294868312,5.781731606,HungaryF63
Hungary,F,64,6.054578935,0.325377793,6.379956728,HungaryF64
Hungary,F,65,6.681035068,0.359044034,7.040079102,HungaryF65
Hungary,F,66,7.372309463,0.396193659,7.768503123,HungaryF66
Hungary,F,67,8.135108748,0.437187088,8.572295835,HungaryF67
Hungary,F,68,8.997362717,0.483525288,9.480888006,HungaryF68
Hungary,F,69,9.951008447,0.534774953,10.4857834,HungaryF69
Hungary,F,70,11.0057327,0.591456657,11.59718936,HungaryF70
Hungary,F,71,12.17224898,0.654146151,12.82639513,HungaryF71
Hungary,F,72,13.46240628,0.723480211,14.18588649,HungaryF72
Hungary,F,73,14.88369138,0.79986118,15.68355256,HungaryF73
Hungary,F,74,16.45502775,0.884306022,17.33933377,HungaryF74
Hungary,F,75,18.19225698,0.977666076,19.16992305,HungaryF75
Israel,F,17,0.034104764,0.061251833,0.095356596,IsraelF17
Israel,F,18,0.035988544,0.059293857,0.095282402,IsraelF18
Israel,F,19,0.037839477,0.057368787,0.095208265,IsraelF19
Israel,F,20,0.039657636,0.055476549,0.095134185,IsraelF20
Israel,F,21,0.041443094,0.053617069,0.095060163,IsraelF21
Israel,F,22,0.043195924,0.051790275,0.094986199,IsraelF22
Israel,F,23,0.046164957,0.051386084,0.097551042,IsraelF23
Israel,F,24,0.049231379,0.050953762,0.100185141,IsraelF24
Israel,F,25,0.052397433,0.050492933,0.102890366,IsraelF25
Israel,F,26,0.055665394,0.050003245,0.105668639,IsraelF26
Israel,F,27,0.059037559,0.049484373,0.108521932,IsraelF27
Israel,F,28,0.06365148,0.049824642,0.113476122,IsraelF28
Israel,F,29,0.06852637,0.050130107,0.118656478,IsraelF29
Israel,F,30,0.07367474,0.050398585,0.124073325,IsraelF30
Israel,F,31,0.079109621,0.050627838,0.129737459,IsraelF31
Israel,F,32,0.084844584,0.050815586,0.13566017,IsraelF32
Israel,F,33,0.092443417,0.051828325,0.144271742,IsraelF33
Israel,F,34,0.100616919,0.05281305,0.153429969,IsraelF34
Israel,F,35,0.109404368,0.053765183,0.16316955,IsraelF35
Israel,F,36,0.118847522,0.054679869,0.173527391,IsraelF36
Israel,F,37,0.128990759,0.055551977,0.184542736,IsraelF37
Israel,F,38,0.144368652,0.058184652,0.202553303,IsraelF38
Israel,F,39,0.161449741,0.060871883,0.222321624,IsraelF39
Israel,F,40,0.180413189,0.063606057,0.244019246,IsraelF40
Israel,F,41,0.201456243,0.066378218,0.267834461,IsraelF41
Israel,F,42,0.224795991,0.069177947,0.293973937,IsraelF42
Israel,F,43,0.253221645,0.072725697,0.325947341,IsraelF43
Israel,F,44,0.285057937,0.076340323,0.361398259,IsraelF44
Israel,F,45,0.320698168,0.080006747,0.400704915,IsraelF45
Israel,F,46,0.360579507,0.083707163,0.44428667,IsraelF46
Israel,F,47,0.405187728,0.087420767,0.492608495,IsraelF47
Israel,F,48,0.455766295,0.091264416,0.547030711,IsraelF48
Israel,F,49,0.512384278,0.095081086,0.607465364,IsraelF49
Israel,F,50,0.575737716,0.098838977,0.674576694,IsraelF50
Israel,F,51,0.646600405,0.102501918,0.749102324,IsraelF51
Israel,F,52,0.725832318,0.10602905,0.831861368,IsraelF52
Israel,F,53,0.817740269,0.109824609,0.927564878,IsraelF53
Israel,F,54,0.920863951,0.113414879,1.034278831,IsraelF54
Israel,F,55,1.036530198,0.116739751,1.153269949,IsraelF55
Israel,F,56,1.166218392,0.119732297,1.285950689,IsraelF56
Israel,F,57,1.311577508,0.122318499,1.433896007,IsraelF57
Israel,F,58,1.469011146,0.123958528,1.592969674,IsraelF58
Israel,F,59,1.64467795,0.125012718,1.769690668,IsraelF59
Israel,F,60,1.840624201,0.125392548,1.96601675,IsraelF60
Israel,F,61,2.059118965,0.125003904,2.184122869,IsraelF61
Israel,F,62,2.302677574,0.123747688,2.426425263,IsraelF62
Israel,F,63,2.523810839,0.135631562,2.659442402,IsraelF63
Israel,F,64,2.766180218,0.148656682,2.914836899,IsraelF64
Israel,F,65,3.031825078,0.162932644,3.194757722,IsraelF65
Israel,F,66,3.322980638,0.178579571,3.501560209,IsraelF66
Israel,F,67,3.642096769,0.19572912,3.83782589,IsraelF67
Israel,F,68,4.036399204,0.216919241,4.253318444,IsraelF68
Israel,F,69,4.473389798,0.240403456,4.713793254,IsraelF69
Israel,F,70,4.957690078,0.266430131,5.224120209,IsraelF70
Israel,F,71,5.494421909,0.295274518,5.789696426,IsraelF71
Israel,F,72,6.089261659,0.32724167,6.416503329,IsraelF72
Israel,F,73,6.771894699,0.363926902,7.135821601,IsraelF73
Israel,F,74,7.531053908,0.40472471,7.935778618,IsraelF74
Israel,F,75,8.375318207,0.450096131,8.825414338,IsraelF75
Latvia,F,17,0.06125468,0.110012827,0.171267507,LatviaF17
Latvia,F,18,0.067395775,0.111039653,0.178435427,LatviaF18
Latvia,F,19,0.073885238,0.112018103,0.18590334,LatviaF19
Latvia,F,20,0.08073903,0.112944772,0.193683802,LatviaF20
Latvia,F,21,0.087973734,0.113816158,0.201789892,LatviaF21
Latvia,F,22,0.095606578,0.114628663,0.210235241,LatviaF22
Latvia,F,23,0.102955246,0.114599194,0.21755444,LatviaF23
Latvia,F,24,0.110629022,0.11449943,0.225128452,LatviaF24
Latvia,F,25,0.118639176,0.114326972,0.232966148,LatviaF25
Latvia,F,26,0.126997282,0.114079427,0.241076709,LatviaF26
Latvia,F,27,0.135715222,0.113754411,0.249469633,LatviaF27
Latvia,F,28,0.146610737,0.114762884,0.261373622,LatviaF28
Latvia,F,29,0.158151058,0.115694578,0.273845636,LatviaF29
Latvia,F,30,0.170368808,0.116543971,0.286912779,LatviaF30
Latvia,F,31,0.183298064,0.117305386,0.30060345,LatviaF31
Latvia,F,32,0.196974404,0.117972998,0.314947401,LatviaF32
Latvia,F,33,0.214520216,0.120270581,0.334790797,LatviaF33
Latvia,F,34,0.233383318,0.122501117,0.355884435,LatviaF34
Latvia,F,35,0.25365301,0.124654076,0.378307086,LatviaF35
Latvia,F,36,0.275424172,0.126718315,0.402142486,LatviaF36
Latvia,F,37,0.298797586,0.128682061,0.427479646,LatviaF37
Latvia,F,38,0.331256588,0.133505778,0.464762366,LatviaF38
Latvia,F,39,0.366945962,0.138350743,0.505296705,LatviaF39
Latvia,F,40,0.406168447,0.143197808,0.549366255,LatviaF40
Latvia,F,41,0.449253808,0.14802553,0.597279338,LatviaF41
Latvia,F,42,0.496561147,0.152810024,0.649371171,LatviaF42
Latvia,F,43,0.556215,0.159745915,0.715960915,LatviaF43
Latvia,F,44,0.622633818,0.166745284,0.789379103,LatviaF44
Latvia,F,45,0.696552324,0.173773632,0.870325955,LatviaF45
Latvia,F,46,0.778782176,0.180791324,0.959573501,LatviaF46
Latvia,F,47,0.870219766,0.187753166,1.057972932,LatviaF47
Latvia,F,48,0.973529009,0.194943235,1.168472244,LatviaF48
Latvia,F,49,1.088520266,0.201992321,1.290512587,LatviaF49
Latvia,F,50,1.216464494,0.208834862,1.425299355,LatviaF50
Latvia,F,51,1.358766282,0.215397561,1.574163843,LatviaF51
Latvia,F,52,1.516977441,0.221598946,1.738576387,LatviaF52
Latvia,F,53,1.697661358,0.228000261,1.92566162,LatviaF53
Latvia,F,54,1.898995819,0.233882955,2.132878774,LatviaF54
Latvia,F,55,2.123260858,0.239133354,2.362394213,LatviaF55
Latvia,F,56,2.372980332,0.243627083,2.616607415,LatviaF56
Latvia,F,57,2.650947156,0.247228909,2.898176065,LatviaF57
Latvia,F,58,2.954442218,0.249302607,3.203744825,LatviaF58
Latvia,F,59,3.291353877,0.250177304,3.541531181,LatviaF59
Latvia,F,60,3.665237629,0.249694362,3.914931991,LatviaF60
Latvia,F,61,4.080014877,0.247687383,4.32770226,LatviaF61
Latvia,F,62,4.540009262,0.243983638,4.7839929,LatviaF62
Latvia,F,63,4.990349997,0.2681853,5.258535297,LatviaF63
Latvia,F,64,5.485361736,0.294787617,5.780149353,LatviaF64
Latvia,F,65,6.029475568,0.324028719,6.353504286,LatviaF65
Latvia,F,66,6.627562113,0.356170356,6.983732469,LatviaF66
Latvia,F,67,7.284975131,0.391500244,7.676475375,LatviaF67
Latvia,F,68,8.049687289,0.432596472,8.48228376,LatviaF68
Latvia,F,69,8.894672155,0.478006617,9.372678772,LatviaF69
Latvia,F,70,9.828356048,0.528183518,10.35653957,LatviaF70
Latvia,F,71,10.8600498,0.583627545,11.44367735,LatviaF71
Latvia,F,72,12.00004163,0.644891595,12.64493323,LatviaF72
Latvia,F,73,13.25944985,0.712573174,13.97202302,LatviaF73
Latvia,F,74,14.65103335,0.787357957,15.43839131,LatviaF74
Latvia,F,75,16.188664,0.869991427,17.05865542,LatviaF75
Lithuania,F,17,0.054487226,0.097858542,0.152345768,LithuaniaF17
Lithuania,F,18,0.060336553,0.099409049,0.159745601,LithuaniaF18
Lithuania,F,19,0.066572966,0.100931898,0.167504864,LithuaniaF19
Lithuania,F,20,0.073217713,0.102423301,0.175641014,LithuaniaF20
Lithuania,F,21,0.080293071,0.103879288,0.184172359,LithuaniaF21
Lithuania,F,22,0.087822384,0.105295709,0.193118093,LithuaniaF22
Lithuania,F,23,0.094835717,0.10556137,0.200397087,LithuaniaF23
Lithuania,F,24,0.102187678,0.105762762,0.20795044,LithuaniaF24
Lithuania,F,25,0.10989137,0.105897125,0.215788494,LithuaniaF25
Lithuania,F,26,0.117960307,0.105961672,0.22392198,LithuaniaF26
Lithuania,F,27,0.126408431,0.105953601,0.232362032,LithuaniaF27
Lithuania,F,28,0.136892646,0.107155828,0.244048474,LithuaniaF28
Lithuania,F,29,0.148031216,0.108291461,0.256322676,LithuaniaF29
Lithuania,F,30,0.159859391,0.109354807,0.269214199,LithuaniaF30
Lithuania,F,31,0.172414112,0.110339976,0.282754089,LithuaniaF31
Lithuania,F,32,0.185734076,0.111240879,0.296974955,LithuaniaF32
Lithuania,F,33,0.202775362,0.113685838,0.3164612,LithuaniaF33
Lithuania,F,34,0.221147448,0.116078602,0.337226051,LithuaniaF34
Lithuania,F,35,0.24094466,0.118408743,0.359353403,LithuaniaF35
Lithuania,F,36,0.262267515,0.120665144,0.382932659,LithuaniaF36
Lithuania,F,37,0.2852231,0.122835987,0.408059087,LithuaniaF37
Lithuania,F,38,0.317454461,0.127943131,0.445397592,LithuaniaF38
Lithuania,F,39,0.353043584,0.133109088,0.486152671,LithuaniaF39
Lithuania,F,40,0.392321123,0.138315827,0.53063695,LithuaniaF40
Lithuania,F,41,0.435648854,0.143542807,0.57919166,LithuaniaF41
Lithuania,F,42,0.483422481,0.148766776,0.632189257,LithuaniaF42
Lithuania,F,43,0.544052994,0.156252966,0.700305961,LithuaniaF43
Lithuania,F,44,0.611893183,0.163868874,0.775762057,LithuaniaF44
Lithuania,F,45,0.687766558,0.171581787,0.859348346,LithuaniaF45
Lithuania,F,46,0.772587565,0.179353269,0.951940834,LithuaniaF46
Lithuania,F,47,0.867371313,0.187138602,1.054509915,LithuaniaF47
Lithuania,F,48,0.974078855,0.195053339,1.169132193,LithuaniaF48
Lithuania,F,49,1.093328944,0.202884648,1.296213592,LithuaniaF49
Lithuania,F,50,1.226543263,0.21056512,1.437108383,LithuaniaF50
Lithuania,F,51,1.375299556,0.218018488,1.593318044,LithuaniaF51
Lithuania,F,52,1.541348243,0.225159015,1.766507258,LithuaniaF52
Lithuania,F,53,1.729642724,0.232295441,1.961938165,LithuaniaF53
Lithuania,F,54,1.940050528,0.23893931,2.178989837,LithuaniaF54
Lithuania,F,55,2.17508422,0.244969987,2.420054208,LithuaniaF55
Lithuania,F,56,2.437533282,0.250254549,2.687787831,LithuaniaF56
Lithuania,F,57,2.730493693,0.254647467,2.98514116,LithuaniaF57
Lithuania,F,58,3.046221745,0.257047174,3.303268919,LithuaniaF58
Lithuania,F,59,3.397085664,0.258214025,3.655299689,LithuaniaF59
Lithuania,F,60,3.786866216,0.257980312,4.044846528,LithuaniaF60
Lithuania,F,61,4.219737922,0.256169616,4.475907538,LithuaniaF61
Lithuania,F,62,4.700308651,0.252598252,4.952906903,LithuaniaF62
Lithuania,F,63,5.180747837,0.278417429,5.459165265,LithuaniaF63
Lithuania,F,64,5.710294821,0.306875696,6.017170517,LithuaniaF64
Lithuania,F,65,6.293969127,0.338242809,6.632211936,LithuaniaF65
Lithuania,F,66,6.937303348,0.372816091,7.310119439,LithuaniaF66
Lithuania,F,67,7.646395583,0.410923261,8.057318844,LithuaniaF67
Lithuania,F,68,8.45758249,0.454517078,8.912099568,LithuaniaF68
Lithuania,F,69,9.354826179,0.502735653,9.857561833,LithuaniaF69
Lithuania,F,70,10.3472562,0.556069617,10.90332581,LithuaniaF70
Lithuania,F,71,11.44497063,0.615061646,12.06003227,LithuaniaF71
Lithuania,F,72,12.65913882,0.680311991,13.33945081,LithuaniaF72
Lithuania,F,73,14.00242676,0.752501333,14.75492809,LithuaniaF73
Lithuania,F,74,15.48825382,0.832350838,16.32060466,LithuaniaF74
Lithuania,F,75,17.13174513,0.920673342,18.05241847,LithuaniaF75
Malta,F,17,0.039545518,0.071023377,0.110568895,MaltaF17
Malta,F,18,0.041104533,0.067722837,0.108827369,MaltaF18
