Sex and Country,Age,SCA,Value
MGuam,20,MGuam20,0.628298616
MGuatemala,20,MGuatemala20,0.839891418
MGuernsey,20,MGuernsey20,1
MGuinea,20,MGuinea20,0.479376418
MGuinea-Bissau,20,MGuinea-Bissau20,0.479376418
MGuyana,20,MGuyana20,0.837789646
MHaiti,20,MHaiti20,0.710296977
MHeard and McDonald Islands,20,MHeard and McDonald Islands20,0.160835752
MHoly See (Vatican City State),20,MHoly See (Vatican City State)20,1.348405654
MHonduras,20,MHonduras20,0.839891418
MHong Kong,20,MHong Kong20,0.45906118
MHungary,20,MHungary20,0.968968531
MIceland,20,MIceland20,1.422704603
MIndia,20,MIndia20,0.372180358
MIndonesia,20,MIndonesia20,0.578985235
MIran (Islamic Republic Of),20,MIran (Islamic Republic Of)20,0.747889139
MIraq,20,MIraq20,0.747889139
MIreland,20,MIreland20,1.06254284
MIsle of Man,20,MIsle of Man20,1
MIsrael,20,MIsrael20,1.043381877
MItaly,20,MItaly20,1.348405654
MJamaica,20,MJamaica20,0.201754883
MJapan,20,MJapan20,0.447136639
MJersey,20,MJersey20,1
MJordan,20,MJordan20,0.497112917
MKazakhstan,20,MKazakhstan20,0.372180358
MKenya,20,MKenya20,0.666982042
MKiribati,20,MKiribati20,0.628298616
"MKorea, Democratic People's Republic Of",20,"MKorea, Democratic People's Republic Of20",0.568882785
"MKorea, Republic of",20,"MKorea, Republic of20",0.568882785
MKuwait,20,MKuwait20,0.426374105
MKyrgyzstan,20,MKyrgyzstan20,0.372180358
MLao People's Democratic Republic,20,MLao People's Democratic Republic20,0.578985235
MLatvia,20,MLatvia20,0.566395263
MLebanon,20,MLebanon20,0.747889139
MLesotho,20,MLesotho20,0.160835752
MLiberia,20,MLiberia20,0.479376418
MLibyan Arab Jamahiriya,20,MLibyan Arab Jamahiriya20,0.374850846
MLiechtenstein,20,MLiechtenstein20,1.102873483
MLithuania,20,MLithuania20,0.7224925
MLuxembourg,20,MLuxembourg20,1.102873483
MMacao,20,MMacao20,0.45906118
"MMacedonia, the Former Yugoslav Republic Of",20,"MMacedonia, the Former Yugoslav Republic Of20",1.090497547
MMadagascar,20,MMadagascar20,0.666982042
MMalawi,20,MMalawi20,1.643116519
MMalaysia,20,MMalaysia20,0.628298616
MMaldives,20,MMaldives20,0.372180358
MMali,20,MMali20,0.479376418
MMalta,20,MMalta20,1.16595049
MMarshall Islands,20,MMarshall Islands20,0.628298616
MMartinique,20,MMartinique20,0.710296977
MMauritania,20,MMauritania20,0.479376418
MMauritius,20,MMauritius20,0.666982042
MMayotte,20,MMayotte20,0.666982042
MMexico,20,MMexico20,0.839891418
"MMicronesia, Federated States Of",20,"MMicronesia, Federated States Of20",0.628298616
MMoldova,20,MMoldova20,0.968968531
MMonaco,20,MMonaco20,1.102873483
MMongolia,20,MMongolia20,0.45906118
MMontenegro,20,MMontenegro20,1.090497547
MMontserrat,20,MMontserrat20,0.710296977
MMorocco,20,MMorocco20,0.479376418
MMozambique,20,MMozambique20,0.666982042
MMyanmar,20,MMyanmar20,0.578985235
MNamibia,20,MNamibia20,0.160835752
MNauru,20,MNauru20,0.628298616
MNepal,20,MNepal20,0.372180358
MNetherlands,20,MNetherlands20,1.244884417
MNetherlands Antilles,20,MNetherlands Antilles20,0.710296977
MNew Caledonia,20,MNew Caledonia20,0.628298616
MNew Zealand,20,MNew Zealand20,1.115168161
MNicaragua,20,MNicaragua20,0.839891418
MNiger,20,MNiger20,0.479376418
MNigeria,20,MNigeria20,0.479376418
MNiue,20,MNiue20,0.628298616
MNorfolk Island,20,MNorfolk Island20,1.383828916
MNorthern Mariana Islands,20,MNorthern Mariana Islands20,0.628298616
MNorway,20,MNorway20,1.33223966
MOman,20,MOman20,0.497112917
MPakistan,20,MPakistan20,0.372180358
MPalau,20,MPalau20,0.578985235
"MPalestinian Territory, Occupied",20,"MPalestinian Territory, Occupied20",0.747889139
MPanama,20,MPanama20,0.839891418
MPapua New Guinea,20,MPapua New Guinea20,0.628298616
MParaguay,20,MParaguay20,0.876593297
MPeru,20,MPeru20,0.790315158
MPhilippines,20,MPhilippines20,0.520250136
MPitcairn,20,MPitcairn20,0.628298616
MPoland,20,MPoland20,0.7428762
MPortugal,20,MPortugal20,1.024240068
MPuerto Rico,20,MPuerto Rico20,0.710296977
MQatar,20,MQatar20,0.501808197
MRomania,20,MRomania20,0.968968531
MRussian Federation,20,MRussian Federation20,0.554283068
MRwanda,20,MRwanda20,0.666982042
MRéunion,20,MRéunion20,0.666982042
MSaint Barthélemy,20,MSaint Barthélemy20,0.710296977
MSaint Helena,20,MSaint Helena20,0.479376418
MSaint Kitts And Nevis,20,MSaint Kitts And Nevis20,0.710296977
MSaint Lucia,20,MSaint Lucia20,0.710296977
MSaint Martin,20,MSaint Martin20,0.710296977
MSaint Pierre And Miquelon,20,MSaint Pierre And Miquelon20,1.041584532
MSaint Vincent And The Grenadines,20,MSaint Vincent And The Grenadines20,0.710296977
MSamoa,20,MSamoa20,0.628298616
MSan Marino,20,MSan Marino20,1.348405654
MSao Tome and Principe,20,MSao Tome and Principe20,0.479376418
MSaudi Arabia,20,MSaudi Arabia20,0.497112917
MSenegal,20,MSenegal20,0.479376418
MSerbia,20,MSerbia20,1.090497547
MSeychelles,20,MSeychelles20,0.666982042
MSierra Leone,20,MSierra Leone20,0.479376418
MSingapore,20,MSingapore20,0.578985235
MSlovakia,20,MSlovakia20,1.028301892
MSlovenia,20,MSlovenia20,1.377334824
MSolomon Islands,20,MSolomon Islands20,0.628298616
MSomalia,20,MSomalia20,0.666982042
MSouth Africa,20,MSouth Africa20,0.160835752
MSouth Georgia and the South Sandwich Islands,20,MSouth Georgia and the South Sandwich Islands20,0.160835752
MSpain,20,MSpain20,1.016088274
MSri Lanka,20,MSri Lanka20,0.372180358
MSudan,20,MSudan20,0.479376418
MSuriname,20,MSuriname20,0.837789646
MSvalbard And Jan Mayen,20,MSvalbard And Jan Mayen20,1.33223966
MSwaziland,20,MSwaziland20,0.160835752
MSweden,20,MSweden20,1.014148697
MSwitzerland,20,MSwitzerland20,1.434322043
MSyrian Arab Republic,20,MSyrian Arab Republic20,0.747889139
"MTaiwan, Province Of China",20,"MTaiwan, Province Of China20",0.45906118
MTajikistan,20,MTajikistan20,0.372180358
"MTanzania, United Republic of",20,"MTanzania, United Republic of20",0.666982042
MThailand,20,MThailand20,0.443713019
MTimor-Leste,20,MTimor-Leste20,0.578985235
MTogo,20,MTogo20,0.479376418
MTokelau,20,MTokelau20,0.628298616
MTonga,20,MTonga20,0.628298616
MTrinidad and Tobago,20,MTrinidad and Tobago20,0.710296977
MTunisia,20,MTunisia20,0.350501219
MTurkey,20,MTurkey20,0.673863529
MTurkmenistan,20,MTurkmenistan20,0.372180358
MTurks and Caicos Islands,20,MTurks and Caicos Islands20,0.710296977
MTuvalu,20,MTuvalu20,0.628298616
MUganda,20,MUganda20,0.666982042
MUkraine,20,MUkraine20,0.687080264
MUnited Arab Emirates,20,MUnited Arab Emirates20,0.497112917
MUnited Kingdom,20,MUnited Kingdom20,1
MUnited States,20,MUnited States20,1.035539244
MUnited States Minor Outlying Islands,20,MUnited States Minor Outlying Islands20,1.035539244
MUruguay,20,MUruguay20,0.876593297
MUzbekistan,20,MUzbekistan20,0.372180358
MVanuatu,20,MVanuatu20,0.628298616
MVenezuela,20,MVenezuela20,0.837789646
Mvietnam,20,Mvietnam20,0.578985235
"MVirgin Islands, British",20,"MVirgin Islands, British20",0.710296977
"MVirgin Islands, U.S.",20,"MVirgin Islands, U.S.20",0.710296977
MWallis and Futuna,20,MWallis and Futuna20,0.628298616
MWestern Sahara,20,MWestern Sahara20,0.479376418
MYemen,20,MYemen20,0.497112917
MZambia,20,MZambia20,0.666982042
MZimbabwe,20,MZimbabwe20,0.47441144
MÅland Islands,20,MÅland Islands20,1.014148697
FAfghanistan,20,FAfghanistan20,0.820988585
FAlbania,20,FAlbania20,0.934169711
FAlgeria,20,FAlgeria20,0.700137005
FAmerican Samoa,20,FAmerican Samoa20,0.701076625
FAndorra,20,FAndorra20,0.897548478
FAngola,20,FAngola20,0.559636639
FAnguilla,20,FAnguilla20,0.783595207
FAntarctica,20,FAntarctica20,0.586093031
FAntigua and Barbuda,20,FAntigua and Barbuda20,0.783595207
FArgentina,20,FArgentina20,0.896493704
FArmenia,20,FArmenia20,0.829665814
FAruba,20,FAruba20,0.783595207
FAustralia,20,FAustralia20,1.266736674
FAustria,20,FAustria20,1.063622607
FAzerbaijan,20,FAzerbaijan20,0.829665814
FBahamas,20,FBahamas20,0.783595207
FBahrain,20,FBahrain20,0.761580254
FBangladesh,20,FBangladesh20,0.441108064
FBarbados,20,FBarbados20,0.783595207
FBelarus,20,FBelarus20,1.115759525
FBelgium,20,FBelgium20,1.273649895
FBelize,20,FBelize20,0.759371779
FBenin,20,FBenin20,0.559636639
FBermuda,20,FBermuda20,1.206355538
FBhutan,20,FBhutan20,0.441108064
FBolivia,20,FBolivia20,0.795992077
FBosnia and Herzegovina,20,FBosnia and Herzegovina20,0.934169711
FBotswana,20,FBotswana20,0.410541808
FBouvet Island,20,FBouvet Island20,0.896493704
FBrazil,20,FBrazil20,1.126012871
FBritish Indian Ocean Territory,20,FBritish Indian Ocean Territory20,0.85111641
FBrunei Darussalam,20,FBrunei Darussalam20,0.815593808
FBulgaria,20,FBulgaria20,0.735220037
FBurkina Faso,20,FBurkina Faso20,0.559636639
FBurundi,20,FBurundi20,0.85111641
FCambodia,20,FCambodia20,0.815593808
FCameroon,20,FCameroon20,0.559636639
FCanada,20,FCanada20,1.128648963
FCape Verde,20,FCape Verde20,0.559636639
FCayman Islands,20,FCayman Islands20,0.783595207
FCentral African Republic,20,FCentral African Republic20,0.559636639
FChad,20,FChad20,0.559636639
FChile,20,FChile20,0.586093031
FChina,20,FChina20,0.611285744
FChristmas Island,20,FChristmas Island20,0.815593808
FCocos (Keeling) Islands,20,FCocos (Keeling) Islands20,0.815593808
FColombia,20,FColombia20,0.838623116
FComoros,20,FComoros20,0.85111641
FCongo,20,FCongo20,0.559636639
"FCongo, The Democratic Republic Of The",20,"FCongo, The Democratic Republic Of The20",0.559636639
FCook Islands,20,FCook Islands20,0.701076625
FCosta Rica,20,FCosta Rica20,0.759371779
FCroatia,20,FCroatia20,1.018661723
FCuba,20,FCuba20,0.992785153
FCyprus,20,FCyprus20,0.91713988
FCzech Republic,20,FCzech Republic20,0.87586444
FCôte D'Ivoire,20,FCôte D'Ivoire20,0.559636639
FDenmark,20,FDenmark20,1.38693553
FDjibouti,20,FDjibouti20,0.85111641
FDominica,20,FDominica20,0.783595207
FDominican Republic,20,FDominican Republic20,0.783595207
FEcuador,20,FEcuador20,0.795992077
FEgypt,20,FEgypt20,0.559636639
FEl Salvador,20,FEl Salvador20,0.759371779
FEquatorial Guinea,20,FEquatorial Guinea20,0.559636639
FEritrea,20,FEritrea20,0.85111641
FEstonia,20,FEstonia20,1.078813604
FEthiopia,20,FEthiopia20,0.85111641
FFalkland Islands (Malvinas),20,FFalkland Islands (Malvinas)20,0.896493704
FFaroe Islands,20,FFaroe Islands20,1
FFiji,20,FFiji20,0.701076625
FFinland,20,FFinland20,1.035980268
FFrance,20,FFrance20,1.043417955
FFrench Guiana,20,FFrench Guiana20,0.838623116
FFrench Polynesia,20,FFrench Polynesia20,0.701076625
FFrench Southern Territories,20,FFrench Southern Territories20,0.410541808
FGabon,20,FGabon20,0.559636639
FGambia,20,FGambia20,0.559636639
FGeorgia,20,FGeorgia20,0.829665814
FGermany,20,FGermany20,0.897548478
FGhana,20,FGhana20,0.559636639
FGibraltar,20,FGibraltar20,0.90140208
FGreece,20,FGreece20,0.829665814
FGreenland,20,FGreenland20,1.128648963
FGrenada,20,FGrenada20,0.783595207
FGuadeloupe,20,FGuadeloupe20,0.783595207
FGuam,20,FGuam20,0.701076625
FGuatemala,20,FGuatemala20,0.759371779
FGuernsey,20,FGuernsey20,1
FGuinea,20,FGuinea20,0.559636639
FGuinea-Bissau,20,FGuinea-Bissau20,0.559636639
FGuyana,20,FGuyana20,0.838623116
FHaiti,20,FHaiti20,0.783595207
FHeard and McDonald Islands,20,FHeard and McDonald Islands20,0.410541808
FHoly See (Vatican City State),20,FHoly See (Vatican City State)20,1.368711991
FHonduras,20,FHonduras20,0.759371779
FHong Kong,20,FHong Kong20,0.611285744
FHungary,20,FHungary20,0.87586444
FIceland,20,FIceland20,1.649151338
FIndia,20,FIndia20,0.441108064
FIndonesia,20,FIndonesia20,0.815593808
FIran (Islamic Republic Of),20,FIran (Islamic Republic Of)20,0.820988585
FIraq,20,FIraq20,0.820988585
FIreland,20,FIreland20,0.879649759
FIsle of Man,20,FIsle of Man20,1
FIsrael,20,FIsrael20,1.084459699
FItaly,20,FItaly20,1.368711991
FJamaica,20,FJamaica20,0.565920969
FJapan,20,FJapan20,0.535679296
FJersey,20,FJersey20,1
FJordan,20,FJordan20,0.666798126
FKazakhstan,20,FKazakhstan20,0.441108064
FKenya,20,FKenya20,0.85111641
FKiribati,20,FKiribati20,0.701076625
"FKorea, Democratic People's Republic Of",20,"FKorea, Democratic People's Republic Of20",1.054537857
"FKorea, Republic of",20,"FKorea, Republic of20",1.054537857
FKuwait,20,FKuwait20,0.52007344
FKyrgyzstan,20,FKyrgyzstan20,0.441108064
FLao People's Democratic Republic,20,FLao People's Democratic Republic20,0.815593808
FLatvia,20,FLatvia20,0.662869281
FLebanon,20,FLebanon20,0.820988585
FLesotho,20,FLesotho20,0.410541808
FLiberia,20,FLiberia20,0.559636639
FLibyan Arab Jamahiriya,20,FLibyan Arab Jamahiriya20,0.548850716
FLiechtenstein,20,FLiechtenstein20,0.897548478
FLithuania,20,FLithuania20,0.762221583
FLuxembourg,20,FLuxembourg20,0.897548478
FMacao,20,FMacao20,0.611285744
"FMacedonia, the Former Yugoslav Republic Of",20,"FMacedonia, the Former Yugoslav Republic Of20",0.934169711
FMadagascar,20,FMadagascar20,0.85111641
FMalawi,20,FMalawi20,2.44085009
FMalaysia,20,FMalaysia20,0.701076625
FMaldives,20,FMaldives20,0.441108064
FMali,20,FMali20,0.559636639
FMalta,20,FMalta20,0.424089568
FMarshall Islands,20,FMarshall Islands20,0.701076625
FMartinique,20,FMartinique20,0.783595207
FMauritania,20,FMauritania20,0.559636639
FMauritius,20,FMauritius20,0.85111641
FMayotte,20,FMayotte20,0.85111641
FMexico,20,FMexico20,0.759371779
"FMicronesia, Federated States Of",20,"FMicronesia, Federated States Of20",0.701076625
FMoldova,20,FMoldova20,0.87586444
FMonaco,20,FMonaco20,0.897548478
FMongolia,20,FMongolia20,0.611285744
FMontenegro,20,FMontenegro20,0.934169711
FMontserrat,20,FMontserrat20,0.783595207
FMorocco,20,FMorocco20,0.559636639
FMozambique,20,FMozambique20,0.85111641
FMyanmar,20,FMyanmar20,0.815593808
FNamibia,20,FNamibia20,0.410541808
FNauru,20,FNauru20,0.701076625
FNepal,20,FNepal20,0.441108064
FNetherlands,20,FNetherlands20,1.002392946
FNetherlands Antilles,20,FNetherlands Antilles20,0.783595207
FNew Caledonia,20,FNew Caledonia20,0.701076625
FNew Zealand,20,FNew Zealand20,1.050719576
FNicaragua,20,FNicaragua20,0.759371779
FNiger,20,FNiger20,0.559636639
FNigeria,20,FNigeria20,0.559636639
FNiue,20,FNiue20,0.701076625
FNorfolk Island,20,FNorfolk Island20,1.266736674
FNorthern Mariana Islands,20,FNorthern Mariana Islands20,0.701076625
FNorway,20,FNorway20,1.085058715
FOman,20,FOman20,0.666798126
FPakistan,20,FPakistan20,0.441108064
FPalau,20,FPalau20,0.815593808
"FPalestinian Territory, Occupied",20,"FPalestinian Territory, Occupied20",0.820988585
FPanama,20,FPanama20,0.759371779
FPapua New Guinea,20,FPapua New Guinea20,0.701076625
FParaguay,20,FParaguay20,0.946708066
FPeru,20,FPeru20,0.795992077
FPhilippines,20,FPhilippines20,0.752755788
FPitcairn,20,FPitcairn20,0.701076625
FPoland,20,FPoland20,0.67673733
FPortugal,20,FPortugal20,0.979073555
FPuerto Rico,20,FPuerto Rico20,0.783595207
FQatar,20,FQatar20,1.001227899
FRomania,20,FRomania20,0.87586444
FRussian Federation,20,FRussian Federation20,0.738032542
FRwanda,20,FRwanda20,0.85111641
FRéunion,20,FRéunion20,0.85111641
FSaint Barthélemy,20,FSaint Barthélemy20,0.783595207
FSaint Helena,20,FSaint Helena20,0.559636639
FSaint Kitts And Nevis,20,FSaint Kitts And Nevis20,0.783595207
FSaint Lucia,20,FSaint Lucia20,0.783595207
FSaint Martin,20,FSaint Martin20,0.783595207
FSaint Pierre And Miquelon,20,FSaint Pierre And Miquelon20,1.128648963
FSaint Vincent And The Grenadines,20,FSaint Vincent And The Grenadines20,0.783595207
FSamoa,20,FSamoa20,0.701076625
FSan Marino,20,FSan Marino20,1.368711991
FSao Tome and Principe,20,FSao Tome and Principe20,0.559636639
FSaudi Arabia,20,FSaudi Arabia20,0.666798126
FSenegal,20,FSenegal20,0.559636639
FSerbia,20,FSerbia20,0.934169711
FSeychelles,20,FSeychelles20,0.85111641
FSierra Leone,20,FSierra Leone20,0.559636639
FSingapore,20,FSingapore20,0.815593808
FSlovakia,20,FSlovakia20,0.727839984
FSlovenia,20,FSlovenia20,1.025736533
FSolomon Islands,20,FSolomon Islands20,0.701076625
FSomalia,20,FSomalia20,0.85111641
FSouth Africa,20,FSouth Africa20,0.410541808
FSouth Georgia and the South Sandwich Islands,20,FSouth Georgia and the South Sandwich Islands20,0.410541808
FSpain,20,FSpain20,0.90140208
FSri Lanka,20,FSri Lanka20,0.441108064
FSudan,20,FSudan20,0.559636639
FSuriname,20,FSuriname20,0.838623116
FSvalbard And Jan Mayen,20,FSvalbard And Jan Mayen20,1.085058715
FSwaziland,20,FSwaziland20,0.410541808
FSweden,20,FSweden20,0.968924824
FSwitzerland,20,FSwitzerland20,1.082800987
FSyrian Arab Republic,20,FSyrian Arab Republic20,0.820988585
"FTaiwan, Province Of China",20,"FTaiwan, Province Of China20",0.611285744
FTajikistan,20,FTajikistan20,0.441108064
"FTanzania, United Republic of",20,"FTanzania, United Republic of20",0.85111641
FThailand,20,FThailand20,0.521818786
FTimor-Leste,20,FTimor-Leste20,0.815593808
FTogo,20,FTogo20,0.559636639
FTokelau,20,FTokelau20,0.701076625
FTonga,20,FTonga20,0.701076625
FTrinidad and Tobago,20,FTrinidad and Tobago20,0.783595207
FTunisia,20,FTunisia20,0.496396399
FTurkey,20,FTurkey20,0.829665814
FTurkmenistan,20,FTurkmenistan20,0.441108064
FTurks and Caicos Islands,20,FTurks and Caicos Islands20,0.783595207
FTuvalu,20,FTuvalu20,0.701076625
FUganda,20,FUganda20,0.85111641
FUkraine,20,FUkraine20,0.896437467
FUnited Arab Emirates,20,FUnited Arab Emirates20,0.666798126
FUnited Kingdom,20,FUnited Kingdom20,1
FUnited States,20,FUnited States20,1.206355538
FUnited States Minor Outlying Islands,20,FUnited States Minor Outlying Islands20,1.206355538
FUruguay,20,FUruguay20,0.946708066
FUzbekistan,20,FUzbekistan20,0.441108064
FVanuatu,20,FVanuatu20,0.701076625
FVenezuela,20,FVenezuela20,0.838623116
Fvietnam,20,Fvietnam20,0.815593808
"FVirgin Islands, British",20,"FVirgin Islands, British20",0.783595207
"FVirgin Islands, U.S.",20,"FVirgin Islands, U.S.20",0.783595207
FWallis and Futuna,20,FWallis and Futuna20,0.701076625
FWestern Sahara,20,FWestern Sahara20,0.559636639
FYemen,20,FYemen20,0.666798126
FZambia,20,FZambia20,0.85111641
FZimbabwe,20,FZimbabwe20,0.640359544
FÅland Islands,20,FÅland Islands20,0.968924824
MAfghanistan,25,MAfghanistan25,0.624855606
MAlbania,25,MAlbania25,0.987538932
MAlgeria,25,MAlgeria25,0.49822563
MAmerican Samoa,25,MAmerican Samoa25,0.43834976
MAndorra,25,MAndorra25,1.118742442
MAngola,25,MAngola25,0.480045444
MAnguilla,25,MAnguilla25,0.657501033
MAntarctica,25,MAntarctica25,0.879458792
MAntigua and Barbuda,25,MAntigua and Barbuda25,0.657501033
MArgentina,25,MArgentina25,0.977510906
MArmenia,25,MArmenia25,0.720872195
MAruba,25,MAruba25,0.657501033
MAustralia,25,MAustralia25,1.216688523
MAustria,25,MAustria25,1.058339744
MAzerbaijan,25,MAzerbaijan25,0.720872195
MBahamas,25,MBahamas25,0.657501033
MBahrain,25,MBahrain25,0.670956882
MBangladesh,25,MBangladesh25,0.334251569
MBarbados,25,MBarbados25,0.657501033
MBelarus,25,MBelarus25,0.669947762
MBelgium,25,MBelgium25,1.125521667
MBelize,25,MBelize25,0.660044427
MBenin,25,MBenin25,0.480045444
MBermuda,25,MBermuda25,1.019339483
MBhutan,25,MBhutan25,0.334251569
MBolivia,25,MBolivia25,0.921508567
MBosnia and Herzegovina,25,MBosnia and Herzegovina25,0.987538932
MBotswana,25,MBotswana25,0.272942874
MBouvet Island,25,MBouvet Island25,0.977510906
MBrazil,25,MBrazil25,0.815454826
MBritish Indian Ocean Territory,25,MBritish Indian Ocean Territory25,0.907649395
MBrunei Darussalam,25,MBrunei Darussalam25,0.55545805
MBulgaria,25,MBulgaria25,0.717062933
MBurkina Faso,25,MBurkina Faso25,0.480045444
MBurundi,25,MBurundi25,0.907649395
MCambodia,25,MCambodia25,0.55545805
MCameroon,25,MCameroon25,0.480045444
MCanada,25,MCanada25,0.967612329
MCape Verde,25,MCape Verde25,0.480045444
MCayman Islands,25,MCayman Islands25,0.657501033
MCentral African Republic,25,MCentral African Republic25,0.480045444
MChad,25,MChad25,0.480045444
MChile,25,MChile25,0.879458792
MChina,25,MChina25,0.482424694
MChristmas Island,25,MChristmas Island25,0.55545805
MCocos (Keeling) Islands,25,MCocos (Keeling) Islands25,0.55545805
MColombia,25,MColombia25,0.792185466
MComoros,25,MComoros25,0.907649395
MCongo,25,MCongo25,0.480045444
"MCongo, The Democratic Republic Of The",25,"MCongo, The Democratic Republic Of The25",0.480045444
MCook Islands,25,MCook Islands25,0.43834976
MCosta Rica,25,MCosta Rica25,0.660044427
MCroatia,25,MCroatia25,1.069611028
MCuba,25,MCuba25,0.369759106
MCyprus,25,MCyprus25,1.279636913
MCzech Republic,25,MCzech Republic25,0.984068057
MCôte D'Ivoire,25,MCôte D'Ivoire25,0.480045444
MDenmark,25,MDenmark25,1.2491275
MDjibouti,25,MDjibouti25,0.907649395
MDominica,25,MDominica25,0.657501033
MDominican Republic,25,MDominican Republic25,0.657501033
MEcuador,25,MEcuador25,0.921508567
MEgypt,25,MEgypt25,0.480045444
MEl Salvador,25,MEl Salvador25,0.660044427
MEquatorial Guinea,25,MEquatorial Guinea25,0.480045444
MEritrea,25,MEritrea25,0.907649395
MEstonia,25,MEstonia25,0.618603785
MEthiopia,25,MEthiopia25,0.907649395
MFalkland Islands (Malvinas),25,MFalkland Islands (Malvinas)25,0.977510906
MFaroe Islands,25,MFaroe Islands25,1
