StateCounty,Occ.0,Occ.1,Occ.2,Occ.3,Occ.4,Occ.5,Occ.6,Occ.7,Occ.8,Occ.9,Occ.10,Occ.11,Occ.12,Occ.13,Occ.14,Occ.15,Occ.16,Occ.17,Occ.18,Occ.19,Occ.20,Occ.21,Occ.22,Occ.23,Occ.24,Occ.25,Occ.26,Occ.27,Occ.28,Occ.29,Occ.30,Occ.31,Occ.32,Occ.33,Occ.34,Occ.35,Occ.36,Occ.37,Occ.38,Occ.39,Occ.40,Occ.41,Occ.42,Occ.43,Occ.44,Occ.47,Occ.48,Occ.49,Occ.50,Occ.51,Occ.52,Occ.53,Occ.54
ALCovington County,0.30148,0.24316,0.42760,0.55556,0.42760,0.01631,0.01631,-0.02020,-0.02020,-0.02020,0.01631,-0.17050,0.12958,0.12958,0.12958,0.12958,0.12958,0.12958,0.12958,0.12958,0.67924,0.12958,0.39350,-0.02020,-0.02020,0.51800,0.12958,0.13401,0.13401,0.13401,0.13401,0.13401,0.13401,0.13401,0.13401,0.09931,0.13401,0.00000,0.13401,0.35811,0.35811,0.35811,0.43648,0.39329,1.06600,0.42864,0.01631,-0.02020,-0.02020,0.55556,0.55556,0.00000,-0.02020
ALCrenshaw County,0.19042,0.18390,0.29350,0.36186,0.29350,0.01002,0.01002,-0.01241,-0.01241,-0.01241,0.01002,-0.18841,0.07099,0.07099,0.07099,0.07099,0.07099,0.07099,0.07099,0.07099,0.48261,0.07099,0.27076,-0.01241,-0.01241,0.32659,0.07099,0.07514,0.07514,0.07514,0.07514,0.07514,0.07514,0.07514,0.07514,0.04745,0.07514,0.00000,0.07514,0.25580,0.25580,0.25580,0.29914,0.27216,0.75204,0.29303,0.01002,-0.01241,-0.01241,0.36186,0.36186,0.00000,-0.01241
ALCullman County,0.40336,0.29992,0.54807,0.72566,0.54807,0.02181,0.02181,-0.02702,-0.02702,-0.02702,0.02181,-0.15585,0.17982,0.17982,0.17982,0.17982,0.17982,0.17982,0.17982,0.17982,0.85531,0.17982,0.50152,-0.02702,-0.02702,0.68512,0.17982,0.18403,0.18403,0.18403,0.18403,0.18403,0.18403,0.18403,0.18403,0.14490,0.18403,0.00000,0.18403,0.45370,0.45370,0.45370,0.55994,0.50197,1.34894,0.54755,0.02181,-0.02702,-0.02702,0.72566,0.72566,0.00000,-0.02702
ALDale County,0.27794,0.22727,0.39172,0.51840,0.39172,0.01518,0.01518,-0.01846,-0.01846,-0.01846,0.01518,-0.16946,0.12319,0.12319,0.12319,0.12319,0.12319,0.12319,0.12319,0.12319,0.63945,0.12319,0.37353,-0.01846,-0.01846,0.47893,0.12319,0.12834,0.12834,0.12834,0.12834,0.12834,0.12834,0.12834,0.12834,0.09461,0.12834,0.00000,0.12834,0.33263,0.33263,0.33263,0.39925,0.36285,0.99406,0.40868,0.01518,-0.01846,-0.01846,0.51840,0.51840,0.00000,-0.01846
ALDallas County,0.29058,0.23581,0.40932,0.53095,0.40932,0.01559,0.01559,-0.01930,-0.01930,-0.01930,0.01559,-0.16730,0.12220,0.12220,0.12220,0.12220,0.12220,0.12220,0.12220,0.12220,0.65114,0.12220,0.37552,-0.01930,-0.01930,0.49399,0.12220,0.12665,0.12665,0.12665,0.12665,0.12665,0.12665,0.12665,0.12665,0.09242,0.12665,0.00000,0.12665,0.34679,0.34679,0.34679,0.41788,0.37631,1.02470,0.40887,0.01559,-0.01930,-0.01930,0.53095,0.53095,0.00000,-0.01930
ALDekalb County,0.32873,0.25919,0.45054,0.58812,0.45054,0.01742,0.01742,-0.02156,-0.02156,-0.02156,0.01742,-0.16363,0.13845,0.13845,0.13845,0.13845,0.13845,0.13845,0.13845,0.13845,0.71451,0.13845,0.41346,-0.02156,-0.02156,0.54938,0.13845,0.14190,0.14190,0.14190,0.14190,0.14190,0.14190,0.14190,0.14190,0.10832,0.14190,0.00000,0.14190,0.38392,0.38392,0.38392,0.46011,0.41358,1.12401,0.44996,0.01742,-0.02156,-0.02156,0.58812,0.58812,0.00000,-0.02156
ALElmore County,0.26085,0.21717,0.38986,0.50374,0.38986,0.01457,0.01457,-0.01807,-0.01807,-0.01807,0.01457,-0.16674,0.11494,0.11494,0.11494,0.11494,0.11494,0.11494,0.11494,0.11494,0.62422,0.11494,0.35765,-0.01807,-0.01807,0.46616,0.11494,0.11768,0.11768,0.11768,0.11768,0.11768,0.11768,0.11768,0.11768,0.08801,0.11768,0.00000,0.11768,0.31788,0.31788,0.31788,0.39778,0.35940,0.97767,0.39068,0.01457,-0.01807,-0.01807,0.50374,0.50374,0.00000,-0.01807
ALEscambia County,0.42975,0.31051,0.57587,0.76974,0.57587,0.02328,0.02328,-0.02887,-0.02887,-0.02887,0.02328,-0.14430,0.19335,0.19335,0.19335,0.19335,0.19335,0.19335,0.19335,0.19335,0.89676,0.19335,0.52723,-0.02887,-0.02887,0.72892,0.19335,0.19762,0.19762,0.19762,0.19762,0.19762,0.19762,0.19762,0.19762,0.15673,0.19762,0.00000,0.19762,0.47437,0.47437,0.47437,0.58852,0.52661,1.41528,0.57575,0.02328,-0.02887,-0.02887,0.76974,0.76974,0.00000,-0.02887
ALEtowah County,0.29227,0.24468,0.42311,0.54951,0.42311,0.01613,0.01613,-0.01997,-0.01997,-0.01997,0.01613,-0.16798,0.12703,0.12703,0.12703,0.12703,0.12703,0.12703,0.12703,0.12703,0.67429,0.12703,0.38864,-0.01997,-0.01997,0.51096,0.12703,0.13087,0.13087,0.13087,0.13087,0.13087,0.13087,0.13087,0.13087,0.09782,0.13087,0.00000,0.13087,0.36008,0.36008,0.36008,0.43196,0.38896,1.06037,0.42294,0.01613,-0.01997,-0.01997,0.54951,0.54951,0.00000,-0.01997
ALFayette County,0.25390,0.22249,0.36763,0.46466,0.36763,0.01332,0.01332,-0.01651,-0.01651,-0.01651,0.01332,-0.18615,0.10064,0.10064,0.10064,0.10064,0.10064,0.10064,0.10064,0.10064,0.59177,0.10064,0.33774,-0.01651,-0.01651,0.42729,0.10064,0.10491,0.10491,0.10491,0.10491,0.10491,0.10491,0.10491,0.10491,0.07335,0.10491,0.00000,0.10491,0.31851,0.31851,0.31851,0.37511,0.33903,0.92804,0.36607,0.01332,-0.01651,-0.01651,0.46466,0.46466,0.00000,-0.01651
ALFranklin County,0.27136,0.23385,0.38438,0.48890,0.38438,0.01406,0.01406,-0.01740,-0.01740,-0.01740,0.01406,-0.18322,0.10702,0.10702,0.10702,0.10702,0.10702,0.10702,0.10702,0.10702,0.62185,0.10702,0.35303,-0.01740,-0.01740,0.44868,0.10702,0.10909,0.10909,0.10909,0.10909,0.10909,0.10909,0.10909,0.10909,0.08095,0.10909,0.00000,0.10909,0.33590,0.33590,0.33590,0.39226,0.35425,0.97822,0.38291,0.01406,-0.01740,-0.01740,0.48890,0.48890,0.00000,-0.01740
ALGeneva County,0.29666,0.23757,0.41437,0.55048,0.41437,0.01622,0.01622,-0.01976,-0.01976,-0.01976,0.01622,-0.16701,0.13252,0.13252,0.13252,0.13252,0.13252,0.13252,0.13252,0.13252,0.67213,0.13252,0.39361,-0.01976,-0.01976,0.51062,0.13252,0.13782,0.13782,0.13782,0.13782,0.13782,0.13782,0.13782,0.13782,0.10272,0.13782,0.00000,0.13782,0.35019,0.35019,0.35019,0.42247,0.38319,1.04708,0.43069,0.01622,-0.01976,-0.01976,0.55048,0.55048,0.00000,-0.01976
ALGreene County,0.25989,0.22126,0.37496,0.47949,0.37496,0.01381,0.01381,-0.01710,-0.01710,-0.01710,0.01381,-0.17480,0.10594,0.10594,0.10594,0.10594,0.10594,0.10594,0.10594,0.10594,0.60487,0.10594,0.34446,-0.01710,-0.01710,0.44117,0.10594,0.10873,0.10873,0.10873,0.10873,0.10873,0.10873,0.10873,0.10873,0.08000,0.10873,0.00000,0.10873,0.31956,0.31956,0.31956,0.38260,0.34571,0.94893,0.37457,0.01381,-0.01710,-0.01710,0.47949,0.47949,0.00000,-0.01710
ALHale County,0.27639,0.22959,0.39476,0.50823,0.39476,0.01476,0.01476,-0.01828,-0.01828,-0.01828,0.01476,-0.17134,0.11481,0.11481,0.11481,0.11481,0.11481,0.11481,0.11481,0.11481,0.63302,0.11481,0.36242,-0.01828,-0.01828,0.46996,0.11481,0.11787,0.11787,0.11787,0.11787,0.11787,0.11787,0.11787,0.11787,0.08767,0.11787,0.00000,0.11787,0.33440,0.33440,0.33440,0.40289,0.36354,0.99374,0.39447,0.01476,-0.01828,-0.01828,0.50823,0.50823,0.00000,-0.01828
ALHenry County,0.22225,0.20069,0.33185,0.42005,0.33185,0.01189,0.01189,-0.01470,-0.01470,-0.01470,0.01189,-0.18392,0.08888,0.08888,0.08888,0.08888,0.08888,0.08888,0.08888,0.08888,0.54114,0.08888,0.30769,-0.01470,-0.01470,0.38357,0.08888,0.09373,0.09373,0.09373,0.09373,0.09373,0.09373,0.09373,0.09373,0.06279,0.09373,0.00000,0.09373,0.28502,0.28502,0.28502,0.33837,0.30704,0.84480,0.33409,0.01189,-0.01470,-0.01470,0.42005,0.42005,0.00000,-0.01470
ALHouston County,0.26403,0.22834,0.39524,0.51643,0.39524,0.01498,0.01498,-0.01846,-0.01846,-0.01846,0.01498,-0.17505,0.11900,0.11900,0.11900,0.11900,0.11900,0.11900,0.11900,0.11900,0.64059,0.11900,0.37001,-0.01846,-0.01846,0.47752,0.11900,0.12346,0.12346,0.12346,0.12346,0.12346,0.12346,0.12346,0.12346,0.09027,0.12346,0.00000,0.12346,0.33312,0.33312,0.33312,0.40311,0.36506,0.99917,0.40359,0.01498,-0.01846,-0.01846,0.51643,0.51643,0.00000,-0.01846
ALJackson County,0.39673,0.29881,0.52635,0.69439,0.52635,0.02087,0.02087,-0.02585,-0.02585,-0.02585,0.02087,-0.15548,0.16920,0.16920,0.16920,0.16920,0.16920,0.16920,0.16920,0.16920,0.82769,0.16920,0.48189,-0.02585,-0.02585,0.65361,0.16920,0.17125,0.17125,0.17125,0.17125,0.17125,0.17125,0.17125,0.17125,0.13624,0.17125,0.00000,0.17125,0.44907,0.44907,0.44907,0.53787,0.48170,1.30482,0.52440,0.02087,-0.02585,-0.02585,0.69439,0.69439,0.00000,-0.02585
ALJefferson County,0.15517,0.20181,0.33620,0.41232,0.33620,0.01133,0.01133,-0.01406,-0.01406,-0.01406,0.01133,-0.20699,0.08483,0.08483,0.08483,0.08483,0.08483,0.08483,0.08483,0.08483,0.54782,0.08483,0.30973,-0.01406,-0.01406,0.37331,0.08483,0.08810,0.08810,0.08810,0.08810,0.08810,0.08810,0.08810,0.08810,0.06130,0.08810,0.00000,0.08810,0.28066,0.28066,0.28066,0.34245,0.31243,0.85134,0.33651,0.01133,-0.01406,-0.01406,0.41232,0.41232,0.00000,-0.01406
ALLamar County,0.19109,0.18886,0.29329,0.35748,0.29329,0.00981,0.00981,-0.01215,-0.01215,-0.01215,0.00981,-0.19411,0.06855,0.06855,0.06855,0.06855,0.06855,0.06855,0.06855,0.06855,0.48622,0.06855,0.27061,-0.01215,-0.01215,0.32062,0.06855,0.07056,0.07056,0.07056,0.07056,0.07056,0.07056,0.07056,0.07056,0.04720,0.07056,0.00000,0.07056,0.26021,0.26021,0.26021,0.29886,0.27226,0.75680,0.29236,0.00981,-0.01215,-0.01215,0.35748,0.35748,0.00000,-0.01215
ALLauderdale County,0.40522,0.31282,0.54101,0.71414,0.54101,0.02156,0.02156,-0.02665,-0.02665,-0.02665,0.02156,-0.15945,0.17470,0.17470,0.17470,0.17470,0.17470,0.17470,0.17470,0.17470,0.84951,0.17470,0.49597,-0.02665,-0.02665,0.67294,0.17470,0.17761,0.17761,0.17761,0.17761,0.17761,0.17761,0.17761,0.17761,0.14036,0.17761,0.00000,0.17761,0.47011,0.47011,0.47011,0.55285,0.49504,1.34209,0.53952,0.02156,-0.02665,-0.02665,0.71414,0.71414,0.00000,-0.02665
ALLawrence County,0.41934,0.31508,0.55050,0.72762,0.55050,0.02198,0.02198,-0.02718,-0.02718,-0.02718,0.02198,-0.15951,0.17895,0.17895,0.17895,0.17895,0.17895,0.17895,0.17895,0.17895,0.86245,0.17895,0.50442,-0.02718,-0.02718,0.68642,0.17895,0.18217,0.18217,0.18217,0.18217,0.18217,0.18217,0.18217,0.18217,0.14359,0.18217,0.00000,0.18217,0.47440,0.47440,0.47440,0.56255,0.50369,1.36286,0.54908,0.02198,-0.02718,-0.02718,0.72762,0.72762,0.00000,-0.02718
ALLee County,0.20838,0.20187,0.34149,0.43343,0.34149,0.01236,0.01236,-0.01532,-0.01532,-0.01532,0.01236,-0.17789,0.09301,0.09301,0.09301,0.09301,0.09301,0.09301,0.09301,0.09301,0.55303,0.09301,0.31416,-0.01532,-0.01532,0.39735,0.09301,0.09680,0.09680,0.09680,0.09680,0.09680,0.09680,0.09680,0.09680,0.06610,0.09680,0.00000,0.09680,0.28974,0.28974,0.28974,0.34834,0.31531,0.86366,0.34134,0.01236,-0.01532,-0.01532,0.43343,0.43343,0.00000,-0.01532
ALLimestone County,0.54473,0.38087,0.70638,0.95516,0.70638,0.02926,0.02926,-0.03620,-0.03620,-0.03620,0.02926,-0.12873,0.24747,0.24747,0.24747,0.24747,0.24747,0.24747,0.24747,0.24747,1.09693,0.24747,0.64658,-0.03620,-0.03620,0.90808,0.24747,0.24812,0.24812,0.24812,0.24812,0.24812,0.24812,0.24812,0.24812,0.20867,0.24812,0.00000,0.24812,0.58929,0.58929,0.58929,0.72215,0.64474,1.73810,0.70696,0.02926,-0.03620,-0.03620,0.95516,0.95516,0.00000,-0.03620
ALLowndes County,0.24884,0.21373,0.36266,0.46321,0.36266,0.01333,0.01333,-0.01651,-0.01651,-0.01651,0.01333,-0.17620,0.10162,0.10162,0.10162,0.10162,0.10162,0.10162,0.10162,0.10162,0.58335,0.10162,0.33308,-0.01651,-0.01651,0.42650,0.10162,0.10612,0.10612,0.10612,0.10612,0.10612,0.10612,0.10612,0.10612,0.07406,0.10612,0.00000,0.10612,0.30853,0.30853,0.30853,0.37005,0.33438,0.91598,0.36213,0.01333,-0.01651,-0.01651,0.46321,0.46321,0.00000,-0.01651
ALMacon County,0.20241,0.18819,0.30712,0.38399,0.30712,0.01074,0.01074,-0.01331,-0.01331,-0.01331,0.01074,-0.18233,0.07788,0.07788,0.07788,0.07788,0.07788,0.07788,0.07788,0.07788,0.50236,0.07788,0.28314,-0.01331,-0.01331,0.34823,0.07788,0.08273,0.08273,0.08273,0.08273,0.08273,0.08273,0.08273,0.08273,0.05365,0.08273,0.00000,0.08273,0.26478,0.26478,0.26478,0.31312,0.28435,0.78534,0.30701,0.01074,-0.01331,-0.01331,0.38399,0.38399,0.00000,-0.01331
ALMadison County,0.26765,0.25700,0.48083,0.63775,0.48083,0.01887,0.01887,-0.02334,-0.02334,-0.02334,0.01887,-0.14341,0.15583,0.15583,0.15583,0.15583,0.15583,0.15583,0.15583,0.15583,0.76283,0.15583,0.44241,-0.02334,-0.02334,0.59612,0.15583,0.15733,0.15733,0.15733,0.15733,0.15733,0.15733,0.15733,0.15733,0.13018,0.15733,0.00000,0.15733,0.38757,0.38757,0.38757,0.49084,0.44203,1.20031,0.48500,0.01887,-0.02334,-0.02334,0.63775,0.63775,0.00000,-0.02334
ALMarengo County,0.28484,0.23147,0.40500,0.52600,0.40500,0.01538,0.01538,-0.01904,-0.01904,-0.01904,0.01538,-0.16624,0.12095,0.12095,0.12095,0.12095,0.12095,0.12095,0.12095,0.12095,0.64667,0.12095,0.37182,-0.01904,-0.01904,0.48817,0.12095,0.12470,0.12470,0.12470,0.12470,0.12470,0.12470,0.12470,0.12470,0.09206,0.12470,0.00000,0.12470,0.34016,0.34016,0.34016,0.41339,0.37268,1.01680,0.40540,0.01538,-0.01904,-0.01904,0.52600,0.52600,0.00000,-0.01904
ALMarion County,0.26552,0.23002,0.37960,0.48186,0.37960,0.01383,0.01383,-0.01713,-0.01713,-0.01713,0.01383,-0.18431,0.10512,0.10512,0.10512,0.10512,0.10512,0.10512,0.10512,0.10512,0.61334,0.10512,0.34857,-0.01713,-0.01713,0.44230,0.10512,0.10779,0.10779,0.10779,0.10779,0.10779,0.10779,0.10779,0.10779,0.07876,0.10779,0.00000,0.10779,0.33000,0.33000,0.33000,0.38736,0.34993,0.96403,0.37804,0.01383,-0.01713,-0.01713,0.48186,0.48186,0.00000,-0.01713
ALMarshall County,0.35967,0.27573,0.48911,0.64333,0.48911,0.01918,0.01918,-0.02375,-0.02375,-0.02375,0.01918,-0.15868,0.15502,0.15502,0.15502,0.15502,0.15502,0.15502,0.15502,0.15502,0.77140,0.15502,0.44848,-0.02375,-0.02375,0.60353,0.15502,0.15830,0.15830,0.15830,0.15830,0.15830,0.15830,0.15830,0.15830,0.12346,0.15830,0.00000,0.15830,0.41233,0.41233,0.41233,0.49959,0.44850,1.21492,0.48876,0.01918,-0.02375,-0.02375,0.64333,0.64333,0.00000,-0.02375
ALMobile County,0.30948,0.27989,0.51808,0.69260,0.51808,0.02085,0.02085,-0.02526,-0.02526,-0.02526,0.02085,-0.15003,0.17836,0.17836,0.17836,0.17836,0.17836,0.17836,0.17836,0.17836,0.82221,0.17836,0.48760,-0.02526,-0.02526,0.64955,0.17836,0.18122,0.18122,0.18122,0.18122,0.18122,0.18122,0.18122,0.18122,0.14506,0.18122,0.00000,0.18122,0.42411,0.42411,0.42411,0.52829,0.47850,1.27921,0.53547,0.02085,-0.02526,-0.02526,0.69260,0.69260,0.00000,-0.02526
ALMonroe County,0.32145,0.25201,0.44356,0.58082,0.44356,0.01721,0.01721,-0.02133,-0.02133,-0.02133,0.01721,-0.16121,0.13691,0.13691,0.13691,0.13691,0.13691,0.13691,0.13691,0.13691,0.70180,0.13691,0.40688,-0.02133,-0.02133,0.54324,0.13691,0.14149,0.14149,0.14149,0.14149,0.14149,0.14149,0.14149,0.14149,0.10536,0.14149,0.00000,0.14149,0.37460,0.37460,0.37460,0.45303,0.40700,1.10514,0.44298,0.01721,-0.02133,-0.02133,0.58082,0.58082,0.00000,-0.02133
ALMontgomery County,0.15289,0.18144,0.31578,0.39960,0.31578,0.01111,0.01111,-0.01377,-0.01377,-0.01377,0.01111,-0.17189,0.08364,0.08364,0.08364,0.08364,0.08364,0.08364,0.08364,0.08364,0.51891,0.08364,0.29055,-0.01377,-0.01377,0.36140,0.08364,0.08572,0.08572,0.08572,0.08572,0.08572,0.08572,0.08572,0.08572,0.06279,0.08572,0.00000,0.08572,0.25788,0.25788,0.25788,0.32181,0.29285,0.81158,0.31747,0.01111,-0.01377,-0.01377,0.39960,0.39960,0.00000,-0.01377
ALMorgan County,0.41516,0.31314,0.57297,0.76224,0.57297,0.02296,0.02296,-0.02844,-0.02844,-0.02844,0.02296,-0.14829,0.19041,0.19041,0.19041,0.19041,0.19041,0.19041,0.19041,0.19041,0.89700,0.19041,0.52465,-0.02844,-0.02844,0.71941,0.19041,0.19217,0.19217,0.19217,0.19217,0.19217,0.19217,0.19217,0.19217,0.15719,0.19217,0.00000,0.19217,0.47580,0.47580,0.47580,0.58541,0.52457,1.41523,0.57315,0.02296,-0.02844,-0.02844,0.76224,0.76224,0.00000,-0.02844
ALPerry County,0.32876,0.25097,0.46495,0.61498,0.46495,0.01822,0.01822,-0.02257,-0.02257,-0.02257,0.01822,-0.15538,0.14887,0.14887,0.14887,0.14887,0.14887,0.14887,0.14887,0.14887,0.73316,0.14887,0.42705,-0.02257,-0.02257,0.57628,0.14887,0.15379,0.15379,0.15379,0.15379,0.15379,0.15379,0.15379,0.15379,0.11672,0.15379,0.00000,0.15379,0.37696,0.37696,0.37696,0.47468,0.42720,1.15286,0.46741,0.01822,-0.02257,-0.02257,0.61498,0.61498,0.00000,-0.02257
ALPickens County,0.23973,0.21143,0.35040,0.44266,0.35040,0.01261,0.01261,-0.01564,-0.01564,-0.01564,0.01261,-0.18032,0.09441,0.09441,0.09441,0.09441,0.09441,0.09441,0.09441,0.09441,0.56804,0.09441,0.32180,-0.01564,-0.01564,0.40516,0.09441,0.09748,0.09748,0.09748,0.09748,0.09748,0.09748,0.09748,0.09748,0.06926,0.09748,0.00000,0.09748,0.30184,0.30184,0.30184,0.35749,0.32334,0.89015,0.34896,0.01261,-0.01564,-0.01564,0.44266,0.44266,0.00000,-0.01564
ALPike County,0.21640,0.19668,0.32260,0.41453,0.32260,0.01183,0.01183,-0.01436,-0.01436,-0.01436,0.01183,-0.17943,0.09118,0.09118,0.09118,0.09118,0.09118,0.09118,0.09118,0.09118,0.53406,0.09118,0.30741,-0.01436,-0.01436,0.37728,0.09118,0.09594,0.09594,0.09594,0.09594,0.09594,0.09594,0.09594,0.09594,0.06615,0.09594,0.00000,0.09594,0.27964,0.27964,0.27964,0.32854,0.30000,0.82715,0.33523,0.01183,-0.01436,-0.01436,0.41453,0.41453,0.00000,-0.01436
ALRandolph County,0.20683,0.19311,0.30523,0.38094,0.30523,0.01072,0.01072,-0.01324,-0.01324,-0.01324,0.01072,-0.18309,0.07662,0.07662,0.07662,0.07662,0.07662,0.07662,0.07662,0.07662,0.50132,0.07662,0.28138,-0.01324,-0.01324,0.34506,0.07662,0.08018,0.08018,0.08018,0.08018,0.08018,0.08018,0.08018,0.08018,0.05238,0.08018,0.00000,0.08018,0.27149,0.27149,0.27149,0.31124,0.28241,0.78569,0.30469,0.01072,-0.01324,-0.01324,0.38094,0.38094,0.00000,-0.01324
ALRussell County,0.18478,0.18254,0.29415,0.36516,0.29415,0.01018,0.01018,-0.01262,-0.01262,-0.01262,0.01018,-0.18269,0.07240,0.07240,0.07240,0.07240,0.07240,0.07240,0.07240,0.07240,0.48157,0.07240,0.27087,-0.01262,-0.01262,0.33063,0.07240,0.07745,0.07745,0.07745,0.07745,0.07745,0.07745,0.07745,0.07745,0.04838,0.07745,0.00000,0.07745,0.25576,0.25576,0.25576,0.29989,0.27239,0.75257,0.29335,0.01018,-0.01262,-0.01262,0.36516,0.36516,0.00000,-0.01262
ALShelby County,0.24350,0.22774,0.38807,0.48606,0.38807,0.01375,0.01375,-0.01705,-0.01705,-0.01705,0.01375,-0.19614,0.10669,0.10669,0.10669,0.10669,0.10669,0.10669,0.10669,0.10669,0.62669,0.10669,0.35705,-0.01705,-0.01705,0.44577,0.10669,0.10780,0.10780,0.10780,0.10780,0.10780,0.10780,0.10780,0.10780,0.08284,0.10780,0.00000,0.10780,0.32380,0.32380,0.32380,0.39563,0.35916,0.97384,0.38829,0.01375,-0.01705,-0.01705,0.48606,0.48606,0.00000,-0.01705
ALSt. Clair County,0.26336,0.22322,0.37815,0.48535,0.37815,0.01400,0.01400,-0.01735,-0.01735,-0.01735,0.01400,-0.17662,0.10753,0.10753,0.10753,0.10753,0.10753,0.10753,0.10753,0.10753,0.60893,0.10753,0.34752,-0.01735,-0.01735,0.44690,0.10753,0.11150,0.11150,0.11150,0.11150,0.11150,0.11150,0.11150,0.11150,0.07943,0.11150,0.00000,0.11150,0.32319,0.32319,0.32319,0.38591,0.34842,0.95789,0.37773,0.01400,-0.01735,-0.01735,0.48535,0.48535,0.00000,-0.01735
ALSumter County,0.22533,0.20365,0.33420,0.42035,0.33420,0.01186,0.01186,-0.01469,-0.01469,-0.01469,0.01186,-0.18280,0.08782,0.08782,0.08782,0.08782,0.08782,0.08782,0.08782,0.08782,0.54574,0.08782,0.30739,-0.01469,-0.01469,0.38232,0.08782,0.09063,0.09063,0.09063,0.09063,0.09063,0.09063,0.09063,0.09063,0.06360,0.09063,0.00000,0.09063,0.28858,0.28858,0.28858,0.34084,0.30894,0.85523,0.33352,0.01186,-0.01469,-0.01469,0.42035,0.42035,0.00000,-0.01469
ALTalladega County,0.25141,0.21542,0.36419,0.46516,0.36419,0.01343,0.01343,-0.01664,-0.01664,-0.01664,0.01343,-0.17649,0.10219,0.10219,0.10219,0.10219,0.10219,0.10219,0.10219,0.10219,0.58429,0.10219,0.33438,-0.01664,-0.01664,0.42916,0.10219,0.10716,0.10716,0.10716,0.10716,0.10716,0.10716,0.10716,0.10716,0.07384,0.10716,0.00000,0.10716,0.31136,0.31136,0.31136,0.37166,0.33556,0.91802,0.36324,0.01343,-0.01664,-0.01664,0.46516,0.46516,0.00000,-0.01664
ALTallapoosa County,0.24926,0.21288,0.36466,0.46631,0.36466,0.01344,0.01344,-0.01666,-0.01666,-0.01666,0.01344,-0.17609,0.10279,0.10279,0.10279,0.10279,0.10279,0.10279,0.10279,0.10279,0.58541,0.10279,0.33484,-0.01666,-0.01666,0.43017,0.10279,0.10741,0.10741,0.10741,0.10741,0.10741,0.10741,0.10741,0.10741,0.07405,0.10741,0.00000,0.10741,0.30800,0.30800,0.30800,0.37211,0.33610,0.91728,0.36404,0.01344,-0.01666,-0.01666,0.46631,0.46631,0.00000,-0.01666
ALTuscaloosa County,0.23070,0.21465,0.35459,0.44674,0.35459,0.01270,0.01270,-0.01574,-0.01574,-0.01574,0.01270,-0.18533,0.09537,0.09537,0.09537,0.09537,0.09537,0.09537,0.09537,0.09537,0.57542,0.09537,0.32594,-0.01574,-0.01574,0.40856,0.09537,0.09799,0.09799,0.09799,0.09799,0.09799,0.09799,0.09799,0.09799,0.06993,0.09799,0.00000,0.09799,0.30586,0.30586,0.30586,0.36170,0.32745,0.90040,0.35352,0.01270,-0.01574,-0.01574,0.44674,0.44674,0.00000,-0.01574
ALWalker County,0.26873,0.22913,0.38591,0.49213,0.38591,0.01426,0.01426,-0.01767,-0.01767,-0.01767,0.01426,-0.18299,0.10947,0.10947,0.10947,0.10947,0.10947,0.10947,0.10947,0.10947,0.61625,0.10947,0.35445,-0.01767,-0.01767,0.45550,0.10947,0.11478,0.11478,0.11478,0.11478,0.11478,0.11478,0.11478,0.11478,0.07986,0.11478,0.00000,0.11478,0.33139,0.33139,0.33139,0.39385,0.35542,0.96736,0.38466,0.01426,-0.01767,-0.01767,0.49213,0.49213,0.00000,-0.01767
ALWashington County,0.32436,0.26046,0.45132,0.58475,0.45132,0.01714,0.01714,-0.02125,-0.02125,-0.02125,0.01714,-0.17212,0.13627,0.13627,0.13627,0.13627,0.13627,0.13627,0.13627,0.13627,0.71908,0.13627,0.41455,-0.02125,-0.02125,0.54395,0.13627,0.13873,0.13873,0.13873,0.13873,0.13873,0.13873,0.13873,0.13873,0.10813,0.13873,0.00000,0.13873,0.38248,0.38248,0.38248,0.46077,0.41490,1.12833,0.45081,0.01714,-0.02125,-0.02125,0.58475,0.58475,0.00000,-0.02125
ALWilcox County,0.28762,0.23362,0.40527,0.52589,0.40527,0.01542,0.01542,-0.01910,-0.01910,-0.01910,0.01542,-0.16681,0.12071,0.12071,0.12071,0.12071,0.12071,0.12071,0.12071,0.12071,0.64557,0.12071,0.37198,-0.01910,-0.01910,0.48892,0.12071,0.12515,0.12515,0.12515,0.12515,0.12515,0.12515,0.12515,0.12515,0.09100,0.12515,0.00000,0.12515,0.34343,0.34343,0.34343,0.41374,0.37261,1.01557,0.40495,0.01542,-0.01910,-0.01910,0.52589,0.52589,0.00000,-0.01910
ALWinston County,0.30456,0.25130,0.42467,0.54645,0.42467,0.01599,0.01599,-0.01979,-0.01979,-0.01979,0.01599,-0.17915,0.12483,0.12483,0.12483,0.12483,0.12483,0.12483,0.12483,0.12483,0.67720,0.12483,0.38969,-0.01979,-0.01979,0.50725,0.12483,0.12844,0.12844,0.12844,0.12844,0.12844,0.12844,0.12844,0.12844,0.09513,0.12844,0.00000,0.12844,0.36664,0.36664,0.36664,0.43355,0.39050,1.06553,0.42323,0.01599,-0.01979,-0.01979,0.54645,0.54645,0.00000,-0.01979
