Index,OccupancyGroup,BUILDING,CONTENTS
SCHLESWIG-HOLSTEININDUST-PROC - LOW,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEININSTITUTIONAL - HIGH,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEININSTITUTIONAL - LOW,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEINMERCANTILE - HIGH,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEINMERCANTILE - LOW,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEINMERCANTILE - MEDIUM,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEINMOTELS AND HOTELS,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEINOFFICES,0.0,0.00000,0.00000
SCHLESWIG-HOLSTEINRES APTS AND CONDOS,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIASERVICE - HIGH,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIASERVICE - LOW,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIABUILDINGS,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIACONTRACTORS,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIAINDUST-PROC - HIGH,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIAINDUST-PROC - LOW,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIAINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIAINSTITUTIONAL - LOW,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIAMERCANTILE - HIGH,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIAMERCANTILE - LOW,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIAMERCANTILE - MEDIUM,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIAMOTELS AND HOTELS,0.0,0.00000,0.00000
NORTH RHINE-WESTPHALIAOFFICES,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGRES APTS AND CONDOS,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGSERVICE - HIGH,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGSERVICE - LOW,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGBUILDINGS,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGCONTRACTORS,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGINDUST-PROC - HIGH,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGINDUST-PROC - LOW,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGINSTITUTIONAL - LOW,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGMERCANTILE - HIGH,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGMERCANTILE - LOW,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGMERCANTILE - MEDIUM,0.0,0.00000,0.00000
BADEN-WÜRTTEMBERGMOTELS AND HOTELS,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNOFFICES,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNRES APTS AND CONDOS,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNSERVICE - HIGH,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNSERVICE - LOW,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNBUILDINGS,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNCONTRACTORS,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNINDUST-PROC - HIGH,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNINDUST-PROC - LOW,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNINSTITUTIONAL - LOW,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNMERCANTILE - HIGH,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNMERCANTILE - LOW,0.0,0.00000,0.00000
MECKLENBURG-VORPOMMERNMERCANTILE - MEDIUM,0.0,0.00000,0.00000
LOWER SAXONYMOTELS AND HOTELS,0.0,0.00000,0.00000
LOWER SAXONYOFFICES,0.0,0.00000,0.00000
LOWER SAXONYRES APTS AND CONDOS,0.0,0.00000,0.00000
LOWER SAXONYSERVICE - HIGH,0.0,0.00000,0.00000
LOWER SAXONYSERVICE - LOW,0.0,0.00000,0.00000
LOWER SAXONYBUILDINGS,0.0,0.00000,0.00000
LOWER SAXONYCONTRACTORS,0.0,0.00000,0.00000
LOWER SAXONYINDUST-PROC - HIGH,0.0,0.00000,0.00000
LOWER SAXONYINDUST-PROC - LOW,0.0,0.00000,0.00000
LOWER SAXONYINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
LOWER SAXONYINSTITUTIONAL - LOW,0.0,0.00000,0.00000
LOWER SAXONYMERCANTILE - HIGH,0.0,0.00000,0.00000
LOWER SAXONYMERCANTILE - LOW,0.0,0.00000,0.00000
HESSEMERCANTILE - MEDIUM,0.0,0.00000,0.00000
HESSEMOTELS AND HOTELS,0.0,0.00000,0.00000
HESSEOFFICES,0.0,0.00000,0.00000
HESSERES APTS AND CONDOS,0.0,0.00000,0.00000
HESSESERVICE - HIGH,0.0,0.00000,0.00000
HESSESERVICE - LOW,0.0,0.00000,0.00000
HESSEBUILDINGS,0.0,0.00000,0.00000
HESSECONTRACTORS,0.0,0.00000,0.00000
HESSEINDUST-PROC - HIGH,0.0,0.00000,0.00000
HESSEINDUST-PROC - LOW,0.0,0.00000,0.00000
HESSEINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
HESSEINSTITUTIONAL - LOW,0.0,0.00000,0.00000
HESSEMERCANTILE - HIGH,0.0,0.00000,0.00000
SAXONY-ANHALTMERCANTILE - LOW,0.0,0.00000,0.00000
SAXONY-ANHALTMERCANTILE - MEDIUM,0.0,0.00000,0.00000
SAXONY-ANHALTMOTELS AND HOTELS,0.0,0.00000,0.00000
SAXONY-ANHALTOFFICES,0.0,0.00000,0.00000
SAXONY-ANHALTRES APTS AND CONDOS,0.0,0.00000,0.00000
SAXONY-ANHALTSERVICE - HIGH,0.0,0.00000,0.00000
SAXONY-ANHALTSERVICE - LOW,0.0,0.00000,0.00000
SAXONY-ANHALTBUILDINGS,0.0,0.00000,0.00000
SAXONY-ANHALTCONTRACTORS,0.0,0.00000,0.00000
SAXONY-ANHALTINDUST-PROC - HIGH,0.0,0.00000,0.00000
SAXONY-ANHALTINDUST-PROC - LOW,0.0,0.00000,0.00000
SAXONY-ANHALTINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
SAXONY-ANHALTINSTITUTIONAL - LOW,0.0,0.00000,0.00000
RHINELAND-PALATINATEMERCANTILE - HIGH,0.0,0.00000,0.00000
RHINELAND-PALATINATEMERCANTILE - LOW,0.0,0.00000,0.00000
RHINELAND-PALATINATEMERCANTILE - MEDIUM,0.0,0.00000,0.00000
RHINELAND-PALATINATEMOTELS AND HOTELS,0.0,0.00000,0.00000
RHINELAND-PALATINATEOFFICES,0.0,0.00000,0.00000
RHINELAND-PALATINATERES APTS AND CONDOS,0.0,0.00000,0.00000
RHINELAND-PALATINATESERVICE - HIGH,0.0,0.00000,0.00000
RHINELAND-PALATINATESERVICE - LOW,0.0,0.00000,0.00000
RHINELAND-PALATINATEBUILDINGS,0.0,0.00000,0.00000
RHINELAND-PALATINATECONTRACTORS,0.0,0.00000,0.00000
RHINELAND-PALATINATEINDUST-PROC - HIGH,0.0,0.00000,0.00000
RHINELAND-PALATINATEINDUST-PROC - LOW,0.0,0.00000,0.00000
RHINELAND-PALATINATEINSTITUTIONAL - HIGH,0.0,0.00000,0.00000
BREMENINSTITUTIONAL - LOW,0.0,0.00000,0.00000
BREMENMERCANTILE - HIGH,0.0,0.00000,0.00000
BREMENMERCANTILE - LOW,0.0,0.00000,0.00000
BREMENMERCANTILE - MEDIUM,0.0,0.00000,0.00000
BREMENMOTELS AND HOTELS,0.0,0.00000,0.00000
BREMENOFFICES,0.0,0.00000,0.00000
BREMENRES APTS AND CONDOS,0.0,0.00000,0.00000
BREMENSERVICE - HIGH,0.0,0.00000,0.00000
BREMENSERVICE - LOW,0.0,0.00000,0.00000
BREMENBUILDINGS,0.0,0.00000,0.00000
BREMENCONTRACTORS,0.0,0.00000,0.00000
BREMENINDUST-PROC - HIGH,0.0,0.00000,0.00000
BREMENINDUST-PROC - LOW,0.0,0.00000,0.00000
