StateCounty,TN Buildings,TN Contents,TN BI,HA Buildings,HA Contents,HA BI,WTS Buildings,WTS Contents,WTS BI,FL Buildings,FL Contents,FL BI,WF Buildings,WF Contents,WF BI
MOLewis County,0.000109369,7.44744E-05,8.66097E-05,3.00946E-05,3.00946E-07,7.8246E-06,8.85022E-05,8.85022E-05,8.85022E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOLincoln County,7.60592E-05,5.2027E-05,6.07592E-05,4.55266E-05,4.55266E-07,1.18369E-05,5.33961E-05,5.33961E-05,5.33961E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOLinn County,0.000110364,7.689E-05,8.94518E-05,3.83836E-05,3.83836E-07,9.97973E-06,4.27018E-05,4.27018E-05,4.27018E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOLivingston County,0.000108516,7.7037E-05,8.97126E-05,5.76443E-05,5.76443E-07,1.49875E-05,4.78975E-05,4.78975E-05,4.78975E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMacon County,0.000115212,7.85785E-05,9.11324E-05,2.47251E-05,2.47251E-07,6.42853E-06,6.69513E-05,6.69513E-05,6.69513E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMadison County,0.000266062,0.000212185,0.000242123,1.82902E-05,1.82902E-07,4.75546E-06,0.00010356,0.00010356,0.00010356,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMaries County,0.00020724,0.000152502,0.000176531,2.21237E-05,2.21237E-07,5.75216E-06,6.29947E-05,6.29947E-05,6.29947E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMarion County,8.21307E-05,5.51586E-05,6.42634E-05,1.27939E-05,1.27939E-07,3.32642E-06,7.90068E-05,7.90068E-05,7.90068E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMcdonald County,0.000443329,0.000338918,0.000384361,0.000152305,1.52305E-06,3.95994E-05,6.0128E-05,6.0128E-05,6.0128E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMercer County,9.34859E-05,6.91524E-05,7.9693E-05,0.000118377,1.18377E-06,3.0778E-05,3.30944E-05,3.30944E-05,3.30944E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMiller County,0.000224424,0.000162498,0.000188843,4.56724E-05,4.56724E-07,1.18748E-05,6.02702E-05,6.02702E-05,6.02702E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMississippi County,0.000544499,0.000427736,0.000486155,5.44404E-05,5.44404E-07,1.41545E-05,2.46778E-05,2.46778E-05,2.46778E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMoniteau County,0.000174251,0.000125661,0.000146264,3.5598E-05,3.5598E-07,9.25549E-06,4.73145E-05,4.73145E-05,4.73145E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMonroe County,7.92516E-05,5.43973E-05,6.29688E-05,1.58025E-05,1.58025E-07,4.10866E-06,8.58612E-05,8.58612E-05,8.58612E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMontgomery County,6.96551E-05,4.90897E-05,5.69457E-05,3.16011E-05,3.16011E-07,8.21628E-06,6.15397E-05,6.15397E-05,6.15397E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOMorgan County,0.000202823,0.000146111,0.000170303,4.30275E-05,4.30275E-07,1.11871E-05,7.10223E-05,7.10223E-05,7.10223E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MONew Madrid County,0.000528712,0.000419965,0.000477176,3.49603E-05,3.49603E-07,9.08968E-06,2.29845E-05,2.29845E-05,2.29845E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MONewton County,0.000537307,0.000404914,0.000460054,0.000161824,1.61824E-06,4.20743E-05,5.00648E-05,5.00648E-05,5.00648E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MONodaway County,0.000175725,0.000131292,0.000150644,0.000243534,2.43534E-06,6.33188E-05,1.97746E-05,1.97746E-05,1.97746E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOOregon County,0.000415731,0.000328964,0.000373202,5.06591E-05,5.06591E-07,1.31714E-05,0.000100963,0.000100963,0.000100963,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOOsage County,0.00015484,0.000112726,0.000130636,2.10683E-05,2.10683E-07,5.47777E-06,5.85061E-05,5.85061E-05,5.85061E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOOzark County,0.00052782,0.000425004,0.000483389,5.00299E-05,5.00299E-07,1.30078E-05,8.56684E-05,8.56684E-05,8.56684E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOPemiscot County,0.00044951,0.000366131,0.000413957,3.20627E-05,3.20627E-07,8.33631E-06,4.62357E-05,4.62357E-05,4.62357E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOPerry County,0.000310874,0.000235485,0.000270368,2.23699E-05,2.23699E-07,5.81618E-06,6.31916E-05,6.31916E-05,6.31916E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOPettis County,0.000251235,0.000170271,0.000199045,4.85024E-05,4.85024E-07,1.26106E-05,3.68262E-05,3.68262E-05,3.68262E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOPhelps County,0.000253088,0.000189995,0.000219078,2.61655E-05,2.61655E-07,6.80302E-06,6.64879E-05,6.64879E-05,6.64879E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOPike County,6.24632E-05,4.24154E-05,4.93984E-05,4.55036E-05,4.55036E-07,1.18309E-05,5.71873E-05,5.71873E-05,5.71873E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOPlatte County,0.000182151,0.000144017,0.000162275,8.36306E-05,8.36306E-07,2.1744E-05,4.93426E-05,4.93426E-05,4.93426E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOPolk County,0.000442244,0.000289787,0.000339247,7.72165E-05,7.72165E-07,2.00763E-05,4.64344E-05,4.64344E-05,4.64344E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOPulaski County,0.000263124,0.000196328,0.000226046,3.54673E-05,3.54673E-07,9.22149E-06,6.93891E-05,6.93891E-05,6.93891E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOPutnam County,0.000113699,8.08072E-05,9.3623E-05,5.90581E-05,5.90581E-07,1.53551E-05,4.18187E-05,4.18187E-05,4.18187E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MORalls County,6.73396E-05,4.5726E-05,5.29792E-05,1.59454E-05,1.59454E-07,4.1458E-06,7.45268E-05,7.45268E-05,7.45268E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MORandolph County,0.000123385,8.62894E-05,9.99062E-05,2.36518E-05,2.36518E-07,6.14947E-06,9.65212E-05,9.65212E-05,9.65212E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MORay County,0.0001322,9.42543E-05,0.000109092,6.73085E-05,6.73085E-07,1.75002E-05,4.36284E-05,4.36284E-05,4.36284E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOReynolds County,0.000281024,0.000225191,0.000256622,1.26949E-05,1.26949E-07,3.30068E-06,0.000114097,0.000114097,0.000114097,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MORipley County,0.000364362,0.000290189,0.000329463,4.09934E-05,4.09934E-07,1.06583E-05,8.88851E-05,8.88851E-05,8.88851E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOSaline County,0.000164693,0.000114265,0.000133029,4.82177E-05,4.82177E-07,1.25366E-05,3.87744E-05,3.87744E-05,3.87744E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOSchuyler County,0.000168354,0.000119799,0.000139042,6.28628E-05,6.28628E-07,1.63443E-05,5.01431E-05,5.01431E-05,5.01431E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOScotland County,0.000101766,7.09312E-05,8.24714E-05,9.07002E-05,9.07002E-07,2.35821E-05,5.84025E-05,5.84025E-05,5.84025E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOScott County,0.00048945,0.000376061,0.000429675,6.3542E-05,6.3542E-07,1.65209E-05,2.82974E-05,2.82974E-05,2.82974E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOShannon County,0.000369947,0.000289575,0.00033101,2.39556E-05,2.39556E-07,6.22847E-06,0.000118464,0.000118464,0.000118464,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOShelby County,9.09455E-05,6.11621E-05,7.1074E-05,2.13086E-05,2.13086E-07,5.54024E-06,7.0063E-05,7.0063E-05,7.0063E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOSt. Charles County,9.96469E-05,6.53107E-05,7.61154E-05,4.26286E-05,4.26286E-07,1.10834E-05,3.81143E-05,3.81143E-05,3.81143E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOSt. Clair County,0.000570709,0.000372613,0.000435141,0.000103698,1.03698E-06,2.69615E-05,4.69488E-05,4.69488E-05,4.69488E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOSt. Francois County,0.000210579,0.000166684,0.000190656,1.06134E-05,1.06134E-07,2.75947E-06,8.24537E-05,8.24537E-05,8.24537E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOSt. Louis City,0.000167248,0.000119809,0.000136165,2.34245E-05,2.34245E-07,6.09038E-06,5.45362E-05,5.45362E-05,5.45362E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOSt. Louis County,0.00012535,8.73517E-05,0.000100506,3.25665E-05,3.25665E-07,8.4673E-06,4.46703E-05,4.46703E-05,4.46703E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOSte. Genevieve County,0.000209809,0.000164633,0.000188108,1.4086E-05,1.4086E-07,3.66237E-06,7.58379E-05,7.58379E-05,7.58379E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOStoddard County,0.000481903,0.000376301,0.000429042,3.24254E-05,3.24254E-07,8.43061E-06,2.61532E-05,2.61532E-05,2.61532E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOStone County,0.000299837,0.000232563,0.000266234,8.00871E-05,8.00871E-07,2.08226E-05,5.01631E-05,5.01631E-05,5.01631E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOSullivan County,0.000112262,7.76723E-05,9.02035E-05,4.55822E-05,4.55822E-07,1.18514E-05,4.30876E-05,4.30876E-05,4.30876E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOTaney County,0.00034721,0.00027318,0.000312439,7.00698E-05,7.00698E-07,1.82182E-05,5.99898E-05,5.99898E-05,5.99898E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOTexas County,0.00039048,0.000296854,0.000340689,3.47915E-05,3.47915E-07,9.04579E-06,8.11375E-05,8.11375E-05,8.11375E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOVernon County,0.000755199,0.000517568,0.000597376,0.000189115,1.89115E-06,4.91698E-05,3.98474E-05,3.98474E-05,3.98474E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOWarren County,9.79176E-05,7.08901E-05,8.21947E-05,3.43452E-05,3.43452E-07,8.92976E-06,6.14704E-05,6.14704E-05,6.14704E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOWashington County,0.000138571,0.000109474,0.000125526,1.39058E-05,1.39058E-07,3.61552E-06,8.97226E-05,8.97226E-05,8.97226E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOWayne County,0.000305927,0.000245149,0.000279329,2.43623E-05,2.43623E-07,6.3342E-06,9.71672E-05,9.71672E-05,9.71672E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOWebster County,0.000349142,0.000264322,0.00030365,6.62548E-05,6.62548E-07,1.72263E-05,5.45592E-05,5.45592E-05,5.45592E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOWorth County,0.000110259,8.0198E-05,9.23989E-05,0.000135816,1.35816E-06,3.53122E-05,2.30809E-05,2.30809E-05,2.30809E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MOWright County,0.000417506,0.000315774,0.00036363,4.76655E-05,4.76655E-07,1.2393E-05,6.27624E-05,6.27624E-05,6.27624E-05,5.28614E-05,5.28614E-05,5.28614E-05,1.22753E-05,1.22753E-05,1.22753E-05
MSAdams County,0.000161492,0.000134585,0.000152293,5.41169E-05,5.41169E-07,1.40704E-05,4.65312E-05,4.65312E-05,4.65312E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSAlcorn County,0.000318256,0.000267549,0.000301182,1.75571E-05,1.75571E-07,4.56485E-06,5.79123E-05,5.79123E-05,5.79123E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSAmite County,0.000129861,0.000110537,0.000126105,1.77165E-05,1.77165E-07,4.6063E-06,4.8067E-05,4.8067E-05,4.8067E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSAttala County,0.000560869,0.000489124,0.000547614,0.00016202,1.6202E-06,4.21253E-05,7.64989E-05,7.64989E-05,7.64989E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSBenton County,0.000213858,0.00018074,0.00020376,1.32802E-05,1.32802E-07,3.45286E-06,6.43262E-05,6.43262E-05,6.43262E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSBolivar County,0.000379259,0.000325096,0.00036528,7.10369E-05,7.10369E-07,1.84696E-05,5.1407E-05,5.1407E-05,5.1407E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSCalhoun County,0.000305899,0.000265188,0.000297521,4.11183E-05,4.11183E-07,1.06908E-05,7.13679E-05,7.13679E-05,7.13679E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSCarroll County,0.000498176,0.00043233,0.000483371,0.000104514,1.04514E-06,2.71737E-05,8.82117E-05,8.82117E-05,8.82117E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSChickasaw County,0.000331066,0.000287062,0.000321824,3.29622E-05,3.29622E-07,8.57018E-06,7.07167E-05,7.07167E-05,7.07167E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSChoctaw County,0.000433359,0.00037773,0.000422422,8.13093E-05,8.13093E-07,2.11404E-05,7.32141E-05,7.32141E-05,7.32141E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSClaiborne County,0.000438282,0.000373882,0.000421017,0.000219155,2.19155E-06,5.69803E-05,5.32868E-05,5.32868E-05,5.32868E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSClarke County,0.000461457,0.00039152,0.000438375,7.02538E-05,7.02538E-07,1.8266E-05,6.43819E-05,6.43819E-05,6.43819E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSClay County,0.000378852,0.000329354,0.000368049,4.20515E-05,4.20515E-07,1.09334E-05,6.33808E-05,6.33808E-05,6.33808E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSCoahoma County,0.000338401,0.000288505,0.000323407,3.01441E-05,3.01441E-07,7.83747E-06,5.32202E-05,5.32202E-05,5.32202E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSCopiah County,0.000445301,0.000378215,0.000423342,0.000221427,2.21427E-06,5.75709E-05,6.74748E-05,6.74748E-05,6.74748E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSCovington County,0.000488781,0.000416145,0.000465332,0.000133075,1.33075E-06,3.45994E-05,6.75867E-05,6.75867E-05,6.75867E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSDesoto County,0.00027056,0.000228539,0.000259185,7.57069E-06,7.57069E-08,1.96838E-06,5.47052E-05,5.47052E-05,5.47052E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSForrest County,0.000177847,0.000152306,0.00017065,2.2993E-05,2.2993E-07,5.97817E-06,4.62463E-05,4.62463E-05,4.62463E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSFranklin County,0.00026465,0.000224819,0.000254709,5.91784E-05,5.91784E-07,1.53864E-05,5.92847E-05,5.92847E-05,5.92847E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSGeorge County,6.36746E-05,5.43003E-05,6.11143E-05,5.12228E-06,5.12228E-08,1.33179E-06,3.30824E-05,3.30824E-05,3.30824E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSGreene County,9.63482E-05,8.23786E-05,9.24089E-05,9.03213E-06,9.03213E-08,2.34836E-06,3.80623E-05,3.80623E-05,3.80623E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSGrenada County,0.000442993,0.000383655,0.000428516,7.06078E-05,7.06078E-07,1.8358E-05,8.86712E-05,8.86712E-05,8.86712E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSHancock County,3.60161E-05,2.81181E-05,3.19649E-05,5.21493E-06,5.21493E-08,1.35588E-06,2.63985E-05,2.63985E-05,2.63985E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSHarrison County,3.84716E-05,2.99662E-05,3.41351E-05,3.47715E-06,3.47715E-08,9.0406E-07,2.69531E-05,2.69531E-05,2.69531E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSHinds County,0.000548393,0.00047943,0.000532793,0.000308171,3.08171E-06,8.01245E-05,5.01561E-05,5.01561E-05,5.01561E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSHolmes County,0.000495458,0.000427536,0.000478041,0.000202458,2.02458E-06,5.2639E-05,8.31861E-05,8.31861E-05,8.31861E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSHumphreys County,0.00038933,0.000332196,0.000372508,0.000256704,2.56704E-06,6.67431E-05,5.43138E-05,5.43138E-05,5.43138E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSIssaquena County,0.00052001,0.000437764,0.000491877,0.000310311,3.10311E-06,8.06808E-05,4.19953E-05,4.19953E-05,4.19953E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSItawamba County,0.000214418,0.000183893,0.000206094,2.20326E-05,2.20326E-07,5.72847E-06,5.46353E-05,5.46353E-05,5.46353E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSJackson County,4.39333E-05,3.36686E-05,3.83526E-05,2.84116E-06,2.84116E-08,7.38702E-07,2.48942E-05,2.48942E-05,2.48942E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSJasper County,0.000536795,0.000459282,0.00051392,0.000117093,1.17093E-06,3.04442E-05,7.9191E-05,7.9191E-05,7.9191E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSJefferson County,0.00029449,0.000249219,0.000281099,0.000142341,1.42341E-06,3.70087E-05,4.76011E-05,4.76011E-05,4.76011E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSJefferson Davis County,0.000440191,0.000373648,0.000418228,0.000124444,1.24444E-06,3.23555E-05,6.01914E-05,6.01914E-05,6.01914E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSJones County,0.000405667,0.00034755,0.000389221,7.30812E-05,7.30812E-07,1.90011E-05,6.62521E-05,6.62521E-05,6.62521E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSKemper County,0.000486167,0.000416545,0.000463347,5.1088E-05,5.1088E-07,1.32829E-05,8.19146E-05,8.19146E-05,8.19146E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSLafayette County,0.000243731,0.000207619,0.000233509,2.20852E-05,2.20852E-07,5.74216E-06,6.47138E-05,6.47138E-05,6.47138E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSLamar County,0.000188612,0.000161179,0.000180793,4.59514E-05,4.59514E-07,1.19474E-05,5.65247E-05,5.65247E-05,5.65247E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSLauderdale County,0.000528033,0.000449278,0.000501777,6.45962E-05,6.45962E-07,1.6795E-05,6.87031E-05,6.87031E-05,6.87031E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSLawrence County,0.000331764,0.000281783,0.000315404,0.000127778,1.27778E-06,3.32222E-05,5.50595E-05,5.50595E-05,5.50595E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSLeake County,0.000686798,0.000590673,0.000660827,0.000179617,1.79617E-06,4.67005E-05,6.2737E-05,6.2737E-05,6.2737E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSLee County,0.00022174,0.000191415,0.00021533,2.20518E-05,2.20518E-07,5.73347E-06,5.70544E-05,5.70544E-05,5.70544E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSLeflore County,0.000393886,0.000338668,0.00037815,0.000104328,1.04328E-06,2.71254E-05,6.83369E-05,6.83369E-05,6.83369E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSLincoln County,0.000352853,0.00030011,0.000336542,0.000120131,1.20131E-06,3.1234E-05,5.75448E-05,5.75448E-05,5.75448E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSLowndes County,0.000353532,0.000304242,0.00034035,3.38562E-05,3.38562E-07,8.8026E-06,5.5565E-05,5.5565E-05,5.5565E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSMadison County,0.000584589,0.000511774,0.00056603,0.000286496,2.86496E-06,7.44891E-05,5.4764E-05,5.4764E-05,5.4764E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSMarion County,0.000206977,0.000175891,0.000197939,5.39162E-05,5.39162E-07,1.40182E-05,5.24692E-05,5.24692E-05,5.24692E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSMarshall County,0.000240673,0.000202513,0.000229251,1.04404E-05,1.04404E-07,2.71452E-06,5.52623E-05,5.52623E-05,5.52623E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSMonroe County,0.000267002,0.000230468,0.000258442,3.1919E-05,3.1919E-07,8.29894E-06,5.31339E-05,5.31339E-05,5.31339E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSMontgomery County,0.000498409,0.000433949,0.000485718,9.54412E-05,9.54412E-07,2.48147E-05,8.02591E-05,8.02591E-05,8.02591E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSNeshoba County,0.000626808,0.000537359,0.000601665,0.000118933,1.18933E-06,3.09225E-05,8.49593E-05,8.49593E-05,8.49593E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSNewton County,0.000680821,0.000585698,0.000653433,0.000151557,1.51557E-06,3.94048E-05,7.20634E-05,7.20634E-05,7.20634E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSNoxubee County,0.00042082,0.000362575,0.000403495,4.0385E-05,4.0385E-07,1.05001E-05,6.98789E-05,6.98789E-05,6.98789E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
MSOktibbeha County,0.000432047,0.000374414,0.000417808,5.23251E-05,5.23251E-07,1.36045E-05,6.31166E-05,6.31166E-05,6.31166E-05,6.3689E-05,6.3689E-05,6.3689E-05,6.13766E-06,6.13766E-06,6.13766E-06
