Lookup,State Code,County,RI Name,AOP,Excess FL,Equipment breakdown,PAF,Liability,WS,EQ,Wildfire
TXKinney County,TX,Kinney County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXKleberg County,TX,Kleberg County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.666661911,1.666661911,1.107732433
TXKnox County,TX,Knox County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXLamar County,TX,Lamar County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.559578868,1.559578868,1.107732433
TXLamb County,TX,Lamb County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXLampasas County,TX,Lampasas County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXLa Salle County,TX,La Salle County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXLavaca County,TX,Lavaca County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXLee County,TX,Lee County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXLeon County,TX,Leon County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXLiberty County,TX,Liberty County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.666661911,1.666661911,1.107732433
TXLimestone County,TX,Limestone County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXLipscomb County,TX,Lipscomb County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXLive Oak County,TX,Live Oak County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.666661911,1.666661911,1.107732433
TXLlano County,TX,Llano County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.520700468,1.520700468,1.107732433
TXLoving County,TX,Loving County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXLubbock County,TX,Lubbock County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.505992295,1.505992295,1.107732433
TXLynn County,TX,Lynn County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMcCulloch County,TX,McCulloch County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMcLennan County,TX,McLennan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.560096178,1.560096178,1.107732433
TXMcMullen County,TX,McMullen County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMadison County,TX,Madison County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMarion County,TX,Marion County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMartin County,TX,Martin County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMason County,TX,Mason County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMatagorda County,TX,Matagorda County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.666661911,1.666661911,1.107732433
TXMaverick County,TX,Maverick County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMedina County,TX,Medina County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMenard County,TX,Menard County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMidland County,TX,Midland County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.527005823,1.527005823,1.107732433
TXMilam County,TX,Milam County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMills County,TX,Mills County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMitchell County,TX,Mitchell County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMontague County,TX,Montague County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.560994438,1.560994438,1.107732433
TXMontgomery County,TX,Montgomery County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.552481651,1.552481651,1.107732433
TXMoore County,TX,Moore County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMorris County,TX,Morris County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXMotley County,TX,Motley County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXNacogdoches County,TX,Nacogdoches County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.56353897,1.56353897,1.107732433
TXNavarro County,TX,Navarro County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXNewton County,TX,Newton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXNolan County,TX,Nolan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXNueces County,TX,Nueces County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
TXOchiltree County,TX,Ochiltree County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXOldham County,TX,Oldham County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXOrange County,TX,Orange County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.651889082,1.651889082,1.107732433
TXPalo Pinto County,TX,Palo Pinto County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.543699323,1.543699323,1.107732433
TXPanola County,TX,Panola County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXParker County,TX,Parker County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.535789764,1.535789764,1.107732433
TXParmer County,TX,Parmer County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXPecos County,TX,Pecos County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXPolk County,TX,Polk County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.572364212,1.572364212,1.107732433
TXPotter County,TX,Potter County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.558219385,1.558219385,1.107732433
TXPresidio County,TX,Presidio County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXRains County,TX,Rains County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXRandall County,TX,Randall County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXReagan County,TX,Reagan County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXReal County,TX,Real County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXRed River County,TX,Red River County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXReeves County,TX,Reeves County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXRefugio County,TX,Refugio County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.666661911,1.666661911,1.107732433
TXRoberts County,TX,Roberts County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXRobertson County,TX,Robertson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXRockwall County,TX,Rockwall County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.553838057,1.553838057,1.107732433
TXRunnels County,TX,Runnels County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXRusk County,TX,Rusk County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXSabine County,TX,Sabine County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXSan Augustine County,TX,San Augustine County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXSan Jacinto County,TX,San Jacinto County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXSan Patricio County,TX,San Patricio County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.666661911,1.666661911,1.107732433
TXSan Saba County,TX,San Saba County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXSchleicher County,TX,Schleicher County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXScurry County,TX,Scurry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXShackelford County,TX,Shackelford County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXShelby County,TX,Shelby County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXSherman County,TX,Sherman County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXSmith County,TX,Smith County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.544178598,1.544178598,1.107732433
TXSomervell County,TX,Somervell County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXStarr County,TX,Starr County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXStephens County,TX,Stephens County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.560918223,1.560918223,1.107732433
TXSterling County,TX,Sterling County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXStonewall County,TX,Stonewall County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXSutton County,TX,Sutton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXSwisher County,TX,Swisher County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXTarrant County,TX,Tarrant County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
TXTaylor County,TX,Taylor County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.558845859,1.558845859,1.107732433
TXTerrell County,TX,Terrell County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXTerry County,TX,Terry County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXThrockmorton County,TX,Throckmorton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXTitus County,TX,Titus County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXTom Green County,TX,Tom Green County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.534086937,1.534086937,1.107732433
TXTravis County,TX,Travis County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
TXTrinity County,TX,Trinity County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXTyler County,TX,Tyler County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXUpshur County,TX,Upshur County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXUpton County,TX,Upton County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXUvalde County,TX,Uvalde County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXVal Verde County,TX,Val Verde County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXVan Zandt County,TX,Van Zandt County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXVictoria County,TX,Victoria County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.65212047,1.65212047,1.107732433
TXWalker County,TX,Walker County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXWaller County,TX,Waller County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXWard County,TX,Ward County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXWashington County,TX,Washington County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.577509275,1.577509275,1.107732433
TXWebb County,TX,Webb County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.558650403,1.558650403,1.107732433
TXWharton County,TX,Wharton County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.659482261,1.659482261,1.107732433
TXWheeler County,TX,Wheeler County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXWichita County,TX,Wichita County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXWilbarger County,TX,Wilbarger County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXWillacy County,TX,Willacy County,Texas WS,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.666661911,1.666661911,1.107732433
TXWilliamson County,TX,Williamson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.561961821,1.561961821,1.107732433
TXWilson County,TX,Wilson County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXWinkler County,TX,Winkler County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXWise County,TX,Wise County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXWood County,TX,Wood County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXYoakum County,TX,Yoakum County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXYoung County,TX,Young County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.56208176,1.56208176,1.107732433
TXZapata County,TX,Zapata County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
TXZavala County,TX,Zavala County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.583818642,1.583818642,1.107732433
VAAccomack County,VA,Accomack County,Mid Atlantic,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.64001974,1.64001974,1.107732433
VAAlbemarle County,VA,Albemarle County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
VAAlleghany County,VA,Alleghany County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
VAAmelia County,VA,Amelia County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
VAAmherst County,VA,Amherst County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
VAAppomattox County,VA,Appomattox County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
VAArlington County,VA,Arlington County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
VAAugusta County,VA,Augusta County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
VABath County,VA,Bath County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
VABedford County,VA,Bedford County,,1.107732433,1.107732433,1.107732433,1.107732433,1.107732433,1.546304327,1.546304327,1.107732433
