State Code,County,State x County,Selected Attr (per 100 TIV),Selected Cat (per 100 TIV)
MI,Benzie County,MIBenzie County,0.1860,0.0446
MI,Berrien County,MIBerrien County,0.1860,0.0446
MI,Branch County,MIBranch County,0.1860,0.0446
MI,Calhoun County,MICalhoun County,0.1860,0.0446
MI,Cass County,MICass County,0.1860,0.0446
MI,Charlevoix County,MICharlevoix County,0.1860,0.0446
MI,Cheboygan County,MICheboygan County,0.1860,0.0446
MI,Chippewa County,MIChippewa County,0.1860,0.0446
MI,Clare County,MIClare County,0.1860,0.0446
MI,Clinton County,MIClinton County,0.1860,0.0446
MI,Crawford County,MICrawford County,0.1860,0.0446
MI,Delta County,MIDelta County,0.1860,0.0446
MI,Dickinson County,MIDickinson County,0.1860,0.0446
MI,Eaton County,MIEaton County,0.1860,0.0446
MI,Emmet County,MIEmmet County,0.1860,0.0446
MI,Genesee County,MIGenesee County,0.1812,0.0446
MI,Gladwin County,MIGladwin County,0.1860,0.0446
MI,Gogebic County,MIGogebic County,0.1860,0.0446
MI,Grand Traverse County,MIGrand Traverse County,0.1860,0.0446
MI,Gratiot County,MIGratiot County,0.1860,0.0446
MI,Hillsdale County,MIHillsdale County,0.1860,0.0446
MI,Houghton County,MIHoughton County,0.1860,0.0446
MI,Huron County,MIHuron County,0.1860,0.0446
MI,Ingham County,MIIngham County,0.1860,0.0446
MI,Ionia County,MIIonia County,0.1860,0.0446
MI,Iosco County,MIIosco County,0.1860,0.0446
MI,Iron County,MIIron County,0.1860,0.0446
MI,Isabella County,MIIsabella County,0.1860,0.0446
MI,Jackson County,MIJackson County,0.1860,0.0446
MI,Kalamazoo County,MIKalamazoo County,0.1860,0.0446
MI,Kalkaska County,MIKalkaska County,0.1860,0.0446
MI,Kent County,MIKent County,0.1860,0.0446
MI,Keweenaw County,MIKeweenaw County,0.1860,0.0446
MI,Lake County,MILake County,0.1860,0.0446
MI,Lapeer County,MILapeer County,0.1860,0.0446
MI,Leelanau County,MILeelanau County,0.1860,0.0446
MI,Lenawee County,MILenawee County,0.1810,0.0446
MI,Livingston County,MILivingston County,0.1860,0.0446
MI,Luce County,MILuce County,0.1860,0.0446
MI,Mackinac County,MIMackinac County,0.1860,0.0446
MI,Macomb County,MIMacomb County,0.1812,0.0446
MI,Manistee County,MIManistee County,0.1860,0.0446
MI,Marquette County,MIMarquette County,0.1860,0.0446
MI,Mason County,MIMason County,0.1860,0.0446
MI,Mecosta County,MIMecosta County,0.1860,0.0446
MI,Menominee County,MIMenominee County,0.1860,0.0446
MI,Midland County,MIMidland County,0.1810,0.0446
MI,Missaukee County,MIMissaukee County,0.1860,0.0446
MI,Monroe County,MIMonroe County,0.1810,0.0446
MI,Montcalm County,MIMontcalm County,0.1860,0.0446
MI,Montmorency County,MIMontmorency County,0.1860,0.0446
MI,Muskegon County,MIMuskegon County,0.1860,0.0446
MI,Newaygo County,MINewaygo County,0.1860,0.0446
MI,Oakland County,MIOakland County,0.1659,0.0446
MI,Oceana County,MIOceana County,0.1860,0.0446
MI,Ogemaw County,MIOgemaw County,0.1860,0.0446
MI,Ontonagon County,MIOntonagon County,0.1860,0.0446
MI,Osceola County,MIOsceola County,0.1860,0.0446
MI,Oscoda County,MIOscoda County,0.1860,0.0446
MI,Otsego County,MIOtsego County,0.1860,0.0446
MI,Ottawa County,MIOttawa County,0.1860,0.0446
MI,Presque Isle County,MIPresque Isle County,0.1860,0.0446
MI,Roscommon County,MIRoscommon County,0.1860,0.0446
MI,Saginaw County,MISaginaw County,0.1810,0.0446
MI,Sanilac County,MISanilac County,0.1860,0.0446
MI,Schoolcraft County,MISchoolcraft County,0.1860,0.0446
MI,Shiawassee County,MIShiawassee County,0.1860,0.0446
MI,St. Clair County,MISt. Clair County,0.1860,0.0446
MI,St. Joseph County,MISt. Joseph County,0.1860,0.0446
MI,Tuscola County,MITuscola County,0.1860,0.0446
MI,Van Buren County,MIVan Buren County,0.1860,0.0446
MI,Washtenaw County,MIWashtenaw County,0.1812,0.0446
MI,Wayne County,MIWayne County,0.2139,0.0446
MI,Wexford County,MIWexford County,0.1860,0.0446
MN,Aitkin County,MNAitkin County,0.1509,0.0348
MN,Anoka County,MNAnoka County,0.1365,0.0348
MN,Becker County,MNBecker County,0.1509,0.0348
MN,Beltrami County,MNBeltrami County,0.1509,0.0348
MN,Benton County,MNBenton County,0.1509,0.0348
MN,Big Stone County,MNBig Stone County,0.1509,0.0348
MN,Blue Earth County,MNBlue Earth County,0.1509,0.0348
MN,Brown County,MNBrown County,0.1509,0.0348
MN,Carlton County,MNCarlton County,0.1509,0.0348
MN,Carver County,MNCarver County,0.1430,0.0348
MN,Cass County,MNCass County,0.1509,0.0348
MN,Chippewa County,MNChippewa County,0.1509,0.0348
MN,Chisago County,MNChisago County,0.1509,0.0348
MN,Clay County,MNClay County,0.1509,0.0348
MN,Clearwater County,MNClearwater County,0.1509,0.0348
MN,Cook County,MNCook County,0.1509,0.0348
MN,Cottonwood County,MNCottonwood County,0.1509,0.0348
MN,Crow Wing County,MNCrow Wing County,0.1509,0.0348
MN,Dakota County,MNDakota County,0.1365,0.0348
MN,Dodge County,MNDodge County,0.1509,0.0348
MN,Douglas County,MNDouglas County,0.1509,0.0348
MN,Faribault County,MNFaribault County,0.1509,0.0348
MN,Fillmore County,MNFillmore County,0.1509,0.0348
MN,Freeborn County,MNFreeborn County,0.1509,0.0348
MN,Goodhue County,MNGoodhue County,0.1509,0.0348
MN,Grant County,MNGrant County,0.1509,0.0348
MN,Hennepin County,MNHennepin County,0.1389,0.0348
MN,Houston County,MNHouston County,0.1509,0.0348
MN,Hubbard County,MNHubbard County,0.1509,0.0348
MN,Isanti County,MNIsanti County,0.1509,0.0348
MN,Itasca County,MNItasca County,0.1509,0.0348
MN,Jackson County,MNJackson County,0.1509,0.0348
MN,Kanabec County,MNKanabec County,0.1509,0.0348
MN,Kandiyohi County,MNKandiyohi County,0.1509,0.0348
MN,Kittson County,MNKittson County,0.1509,0.0348
MN,Koochiching County,MNKoochiching County,0.1509,0.0348
MN,Lac qui Parle County,MNLac qui Parle County,0.1509,0.0348
MN,Lake County,MNLake County,0.1509,0.0348
MN,Lake of the Woods County,MNLake of the Woods County,0.1509,0.0348
MN,Le Sueur County,MNLe Sueur County,0.1509,0.0348
MN,Lincoln County,MNLincoln County,0.1509,0.0348
MN,Lyon County,MNLyon County,0.1430,0.0348
MN,Mahnomen County,MNMahnomen County,0.1509,0.0348
MN,Marshall County,MNMarshall County,0.1509,0.0348
MN,Martin County,MNMartin County,0.1509,0.0348
MN,McLeod County,MNMcLeod County,0.1430,0.0348
MN,Meeker County,MNMeeker County,0.1509,0.0348
MN,Mille Lacs County,MNMille Lacs County,0.1509,0.0348
MN,Morrison County,MNMorrison County,0.1509,0.0348
MN,Mower County,MNMower County,0.1509,0.0348
MN,Murray County,MNMurray County,0.1509,0.0348
MN,Nicollet County,MNNicollet County,0.1509,0.0348
MN,Nobles County,MNNobles County,0.1509,0.0348
MN,Norman County,MNNorman County,0.1509,0.0348
MN,Olmsted County,MNOlmsted County,0.1430,0.0348
MN,Otter Tail County,MNOtter Tail County,0.1509,0.0348
MN,Pennington County,MNPennington County,0.1509,0.0348
MN,Pine County,MNPine County,0.1509,0.0348
MN,Pipestone County,MNPipestone County,0.1509,0.0348
MN,Polk County,MNPolk County,0.1509,0.0348
MN,Pope County,MNPope County,0.1509,0.0348
MN,Ramsey County,MNRamsey County,0.1089,0.0348
MN,Red Lake County,MNRed Lake County,0.1509,0.0348
MN,Redwood County,MNRedwood County,0.1509,0.0348
MN,Renville County,MNRenville County,0.1509,0.0348
MN,Rice County,MNRice County,0.1430,0.0348
MN,Rock County,MNRock County,0.1509,0.0348
MN,Roseau County,MNRoseau County,0.1509,0.0348
MN,Scott County,MNScott County,0.1430,0.0348
MN,Sherburne County,MNSherburne County,0.1430,0.0348
MN,Sibley County,MNSibley County,0.1509,0.0348
MN,St. Louis County,MNSt. Louis County,0.1509,0.0348
MN,Stearns County,MNStearns County,0.1509,0.0348
MN,Steele County,MNSteele County,0.1509,0.0348
MN,Stevens County,MNStevens County,0.1509,0.0348
MN,Swift County,MNSwift County,0.1509,0.0348
MN,Todd County,MNTodd County,0.1509,0.0348
MN,Traverse County,MNTraverse County,0.1509,0.0348
MN,Wabasha County,MNWabasha County,0.1509,0.0348
MN,Wadena County,MNWadena County,0.1509,0.0348
MN,Waseca County,MNWaseca County,0.1509,0.0348
MN,Washington County,MNWashington County,0.1430,0.0348
MN,Watonwan County,MNWatonwan County,0.1509,0.0348
MN,Wilkin County,MNWilkin County,0.1509,0.0348
MN,Winona County,MNWinona County,0.1509,0.0348
MN,Wright County,MNWright County,0.1430,0.0348
MN,Yellow Medicine County,MNYellow Medicine County,0.1509,0.0348
MT,Beaverhead County,MTBeaverhead County,0.3245,0.0795
MT,Big Horn County,MTBig Horn County,0.3245,0.0795
MT,Blaine County,MTBlaine County,0.3245,0.0795
MT,Broadwater County,MTBroadwater County,0.3245,0.0795
MT,Carbon County,MTCarbon County,0.3245,0.0795
MT,Carter County,MTCarter County,0.2861,0.0795
MT,Cascade County,MTCascade County,0.2861,0.0795
MT,Chouteau County,MTChouteau County,0.3245,0.0795
MT,Custer County,MTCuster County,0.2861,0.0795
MT,Daniels County,MTDaniels County,0.2861,0.0795
MT,Dawson County,MTDawson County,0.2861,0.0795
MT,Deer Lodge County,MTDeer Lodge County,0.3245,0.0795
MT,Fallon County,MTFallon County,0.3194,0.0795
MT,Fergus County,MTFergus County,0.3245,0.0795
MT,Flathead County,MTFlathead County,0.3439,0.0795
MT,Gallatin County,MTGallatin County,0.3551,0.0795
MT,Garfield County,MTGarfield County,0.2861,0.0795
MT,Glacier County,MTGlacier County,0.3245,0.0795
MT,Golden Valley County,MTGolden Valley County,0.2861,0.0795
MT,Granite County,MTGranite County,0.3245,0.0795
MT,Hill County,MTHill County,0.3245,0.0795
MT,Jefferson County,MTJefferson County,0.3245,0.0795
MT,Judith Basin County,MTJudith Basin County,0.2861,0.0795
MT,Lake County,MTLake County,0.3245,0.0795
MT,Lewis and Clark County,MTLewis and Clark County,0.3245,0.0795
MT,Liberty County,MTLiberty County,0.3245,0.0795
MT,Lincoln County,MTLincoln County,0.3245,0.0795
MT,Madison County,MTMadison County,0.2540,0.0795
MT,McCone County,MTMcCone County,0.2861,0.0795
MT,Meagher County,MTMeagher County,0.3245,0.0795
MT,Mineral County,MTMineral County,0.3245,0.0795
MT,Missoula County,MTMissoula County,0.3245,0.0795
MT,Musselshell County,MTMusselshell County,0.2861,0.0795
MT,Park County,MTPark County,0.3245,0.0795
MT,Petroleum County,MTPetroleum County,0.3245,0.0795
MT,Phillips County,MTPhillips County,0.3245,0.0795
MT,Pondera County,MTPondera County,0.3245,0.0795
MT,Powder River County,MTPowder River County,0.2861,0.0795
MT,Powell County,MTPowell County,0.3245,0.0795
MT,Prairie County,MTPrairie County,0.2861,0.0795
MT,Ravalli County,MTRavalli County,0.3407,0.0795
MT,Richland County,MTRichland County,0.2861,0.0795
MT,Roosevelt County,MTRoosevelt County,0.2861,0.0795
MT,Rosebud County,MTRosebud County,0.2861,0.0795
MT,Sanders County,MTSanders County,0.3245,0.0795
MT,Sheridan County,MTSheridan County,0.2861,0.0795
MT,Silver Bow County,MTSilver Bow County,0.2861,0.0795
MT,Stillwater County,MTStillwater County,0.2861,0.0795
MT,Sweet Grass County,MTSweet Grass County,0.2861,0.0795
MT,Teton County,MTTeton County,0.3245,0.0795
MT,Toole County,MTToole County,0.3245,0.0795
MT,Treasure County,MTTreasure County,0.2861,0.0795
MT,Valley County,MTValley County,0.2861,0.0795
MT,Wheatland County,MTWheatland County,0.2861,0.0795
MT,Wibaux County,MTWibaux County,0.2861,0.0795
MT,Yellowstone County,MTYellowstone County,0.3194,0.0795
ND,Adams County,NDAdams County,0.2180,0.0531
ND,Barnes County,NDBarnes County,0.2180,0.0531
ND,Benson County,NDBenson County,0.2180,0.0531
ND,Billings County,NDBillings County,0.2180,0.0531
ND,Bottineau County,NDBottineau County,0.2180,0.0531
ND,Bowman County,NDBowman County,0.2180,0.0531
ND,Burke County,NDBurke County,0.2180,0.0531
ND,Burleigh County,NDBurleigh County,0.2180,0.0531
ND,Cass County,NDCass County,0.2180,0.0531
ND,Cavalier County,NDCavalier County,0.2180,0.0531
ND,Dickey County,NDDickey County,0.2180,0.0531
ND,Divide County,NDDivide County,0.2180,0.0531
ND,Dunn County,NDDunn County,0.2180,0.0531
ND,Eddy County,NDEddy County,0.2180,0.0531
ND,Emmons County,NDEmmons County,0.2180,0.0531
ND,Foster County,NDFoster County,0.2180,0.0531
ND,Golden Valley County,NDGolden Valley County,0.2180,0.0531
ND,Grand Forks County,NDGrand Forks County,0.2180,0.0531
ND,Grant County,NDGrant County,0.2180,0.0531
ND,Griggs County,NDGriggs County,0.2180,0.0531
ND,Hettinger County,NDHettinger County,0.2180,0.0531
ND,Kidder County,NDKidder County,0.2180,0.0531
ND,LaMoure County,NDLaMoure County,0.2180,0.0531
ND,Logan County,NDLogan County,0.2180,0.0531
ND,McHenry County,NDMcHenry County,0.2180,0.0531
ND,McIntosh County,NDMcIntosh County,0.2180,0.0531
ND,McKenzie County,NDMcKenzie County,0.2180,0.0531
ND,McLean County,NDMcLean County,0.2180,0.0531
ND,Mercer County,NDMercer County,0.2180,0.0531
ND,Morton County,NDMorton County,0.2180,0.0531
ND,Mountrail County,NDMountrail County,0.2180,0.0531
ND,Nelson County,NDNelson County,0.2180,0.0531
ND,Oliver County,NDOliver County,0.2180,0.0531
ND,Pembina County,NDPembina County,0.2180,0.0531
ND,Pierce County,NDPierce County,0.2180,0.0531
ND,Ramsey County,NDRamsey County,0.2180,0.0531
ND,Ransom County,NDRansom County,0.2180,0.0531
ND,Renville County,NDRenville County,0.2180,0.0531
ND,Richland County,NDRichland County,0.2180,0.0531
ND,Rolette County,NDRolette County,0.2180,0.0531
ND,Sargent County,NDSargent County,0.2180,0.0531
ND,Sheridan County,NDSheridan County,0.2180,0.0531
ND,Sioux County,NDSioux County,0.2180,0.0531
ND,Slope County,NDSlope County,0.2180,0.0531
ND,Stark County,NDStark County,0.2180,0.0531
ND,Steele County,NDSteele County,0.2180,0.0531
ND,Stutsman County,NDStutsman County,0.2180,0.0531
ND,Towner County,NDTowner County,0.2180,0.0531
ND,Traill County,NDTraill County,0.2180,0.0531
ND,Walsh County,NDWalsh County,0.2180,0.0531
ND,Ward County,NDWard County,0.2180,0.0531
