type,region,country,1000000,3000000,5000000,10000000,20000000,50000000,100000000,>100m
Exhibitions,Oceania,Wallis and Futuna,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Western Sahara,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Asia,Yemen,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Zambia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
Exhibitions,Africa,Zimbabwe,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Åland Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Afghanistan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Albania,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Algeria,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,American Samoa,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Andorra,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Angola,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Anguilla,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Antigua and Barbuda,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Argentina,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Armenia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Aruba,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Australia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Austria,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Azerbaijan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Bahamas,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Bahrain,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Bangladesh,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Barbados,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Belarus,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Belgium,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Belize,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Benin,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Bermuda,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Bhutan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Bolivia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,"Bonaire, Sint Eustatius and Saba",0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Bosnia and Herzegovina,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Botswana,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Antarctica,Bouvet Island (Bouvetoya),0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Brazil,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,British Indian Ocean Territory (Chagos Archipelago),0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,British Virgin Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Brunei,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Bulgaria,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Burkina Faso,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Burundi,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Cambodia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Cameroon,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Canada,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Cape Verde,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Cayman Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Central African Republic,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Chad,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Chile,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,China,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Christmas Island,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Cocos (Keeling) Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Colombia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Comoros,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Congo,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Congo the,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Cook Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Costa Rica,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Cote d'Ivoire,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Croatia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Cuba,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Curacao,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Cyprus,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Czech Republic,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Denmark,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Disputed Territory,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Djibouti,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Dominica,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Dominican Republic,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Ecuador,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Egypt,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,El Salvador,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Equatorial Guinea,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Eritrea,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Estonia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Ethiopia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Falkland Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Faroe Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Fiji,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Finland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,France,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,French Guiana,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,French Polynesia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Antarctica,French Southern Territories,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Gabon,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Gambia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Georgia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Germany,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Ghana,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Gibraltar,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Greece,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Greenland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Grenada,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Guadeloupe,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Guam,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Guatemala,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Guernsey,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Guinea,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Guinea-Bissau,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Guyana,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Haiti,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Antarctica,Heard Island and McDonald Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Vatican City,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Honduras,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Hong Kong,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Hungary,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Iceland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,India,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Indonesia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Iran,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Iraq,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Iraq-Saudi Arabia Neutral Zone,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Ireland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Isle of Man,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Israel,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Italy,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Jamaica,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Japan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Jersey,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Jordan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Kazakhstan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Kenya,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Kiribati,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Korea,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Kuwait,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Kyrgyz Republic,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Laos,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Latvia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Lebanon,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Lesotho,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Liberia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Libya,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Liechtenstein,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Lithuania,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Luxembourg,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Macao,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Macedonia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Madagascar,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Malawi,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Malaysia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Maldives,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Mali,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Malta,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Marshall Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Martinique,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Mauritania,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Mauritius,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Mayotte,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Mexico,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Micronesia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Moldova,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Monaco,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Mongolia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Montenegro,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Montserrat,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Morocco,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Mozambique,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Myanmar,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Namibia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Nauru,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Nepal,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Netherlands Antilles,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Netherlands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,New Caledonia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,New Zealand,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Nicaragua,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Niger,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Nigeria,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Niue,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Norfolk Island,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Northern Mariana Islands the,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Norway,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Oman,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Pakistan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Palau,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,"Palestinian Territory, Occupied",0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Panama,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Papua New Guinea,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Paraguay,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Peru,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Philippines,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Pitcairn Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Poland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Portugal,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Puerto Rico,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Qatar,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Reunion,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Romania,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Russia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Rwanda,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Saint Barthelemy,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Saint Helena,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Saint Kitts and Nevis,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Saint Lucia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Saint Martin,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Saint Pierre and Miquelon,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Saint Vincent and the Grenadines,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,"Samoa, Independent State of",0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,San Marino,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Sao Tome and Principe,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Saudi Arabia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Senegal,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Serbia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Seychelles,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Sierra Leone,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Singapore,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Sint Maarten (Netherlands),0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Slovakia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Slovenia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Solomon Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Slomalia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,South Africa,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Antarctica,South Georgia and the South Sandwich Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,South Sudan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Spain,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Spratly Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Sri Lanka,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Sudan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Suriname,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Svalbard & Jan Mayen Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Swaziland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Sweden,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Switzerland,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Syria,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Taiwan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Tajikistan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Tanzania,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Thailand,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Timor-Leste,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Togo,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Tokelau,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Tonga,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Trinidad and Tobago,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Tunisia,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Turkey,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Turkmenistan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,Turks and Caicos Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Tuvalu,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Africa,Uganda,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,Ukraine,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,UAE,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Europe,UK,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,United Nations Neutral Zone,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,United States Minor Outlying Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,USA,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,North America,United States Virgin Islands,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Uruguay,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Asia,Uzbekistan,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,Oceania,Vanuatu,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
FA Misc,South America,Venezuela,0.0015,0.00125,0.001,0.0008,0.00065,0.0005,0.00045,0.0004
