eventid,region_desc_id,remetrica_description,state
15206123,2,US EQ -Southern Rockies,CO
15206124,2,US EQ -Southern Rockies,CO
15206125,2,US EQ -Southern Rockies,CO
15206126,2,US EQ -Southern Rockies,CO
15206127,2,US EQ -Southern Rockies,CO
15206128,2,US EQ -Southern Rockies,CO
15206129,2,US EQ -Southern Rockies,CO
15206130,2,US EQ -Southern Rockies,CO
15206131,2,US EQ -Southern Rockies,CO
15206132,2,US EQ -Southern Rockies,CO
15206133,2,US EQ -Southern Rockies,CO
15206134,2,US EQ -Southern Rockies,CO
15206135,2,US EQ -Southern Rockies,CO
15206136,2,US EQ -Southern Rockies,CO
15206137,2,US EQ -Southern Rockies,CO
15206138,2,US EQ -Southern Rockies,CO
15206139,2,US EQ -Southern Rockies,CO
15206140,2,US EQ -Southern Rockies,CO
15206141,2,US EQ -Southern Rockies,CO
15206142,2,US EQ -Southern Rockies,CO
15206143,2,US EQ -Southern Rockies,CO
15206144,2,US EQ -Southern Rockies,CO
15206145,2,US EQ -Southern Rockies,CO
15206146,2,US EQ -Southern Rockies,CO
15206147,2,US EQ -Southern Rockies,CO
15206148,2,US EQ -Southern Rockies,CO
15206149,2,US EQ -Southern Rockies,CO
15206150,2,US EQ -Southern Rockies,CO
15206151,2,US EQ -Southern Rockies,CO
15206152,2,US EQ -Southern Rockies,CO
15206153,2,US EQ -Southern Rockies,CO
15206154,2,US EQ -Southern Rockies,CO
15206155,2,US EQ -Southern Rockies,CO
15206156,2,US EQ -Southern Rockies,CO
15206157,2,US EQ -Southern Rockies,CO
15206158,2,US EQ -Southern Rockies,CO
15206159,2,US EQ -Southern Rockies,CO
15206160,2,US EQ -Southern Rockies,CO
15206161,2,US EQ -Southern Rockies,CO
15206162,2,US EQ -Southern Rockies,CO
15206163,2,US EQ -Southern Rockies,CO
15206164,2,US EQ -Southern Rockies,CO
15206165,2,US EQ -Southern Rockies,CO
15206166,2,US EQ -Southern Rockies,CO
15206167,2,US EQ -Southern Rockies,CO
15206168,2,US EQ -Southern Rockies,CO
15206169,2,US EQ -Southern Rockies,CO
15206170,2,US EQ -Southern Rockies,CO
15206171,2,US EQ -Southern Rockies,CO
15206172,2,US EQ -Southern Rockies,CO
15206173,2,US EQ -Southern Rockies,CO
15206174,2,US EQ -Southern Rockies,CO
15206175,2,US EQ -Southern Rockies,CO
15206176,2,US EQ -Southern Rockies,CO
15206177,2,US EQ -Southern Rockies,CO
15206178,2,US EQ -Southern Rockies,CO
15206179,2,US EQ -Southern Rockies,CO
15206180,2,US EQ -Southern Rockies,CO
15206181,2,US EQ -Southern Rockies,CO
15206182,2,US EQ -Southern Rockies,CO
15206183,2,US EQ -Southern Rockies,CO
15206184,2,US EQ -Southern Rockies,CO
15206185,2,US EQ -Southern Rockies,CO
15206186,2,US EQ -Southern Rockies,CO
15206187,2,US EQ -Southern Rockies,CO
15206188,2,US EQ -Southern Rockies,CO
15206189,2,US EQ -Southern Rockies,CO
15206190,2,US EQ -Southern Rockies,CO
15206191,2,US EQ -Southern Rockies,CO
15206192,2,US EQ -Southern Rockies,CO
15206193,2,US EQ -Southern Rockies,CO
15206194,2,US EQ -Southern Rockies,CO
15206195,2,US EQ -Southern Rockies,CO
15206196,2,US EQ -Southern Rockies,CO
15206197,2,US EQ -Southern Rockies,CO
15206198,2,US EQ -Southern Rockies,CO
15206199,2,US EQ -Southern Rockies,CO
15206200,2,US EQ -Southern Rockies,CO
15206201,2,US EQ -Southern Rockies,CO
15206202,2,US EQ -Southern Rockies,CO
15206203,2,US EQ -Southern Rockies,CO
15206204,2,US EQ -Southern Rockies,CO
15206205,2,US EQ -Southern Rockies,CO
15206206,2,US EQ -Southern Rockies,CO
15206207,2,US EQ -Southern Rockies,CO
15206208,2,US EQ -Southern Rockies,CO
15206209,2,US EQ -Southern Rockies,CO
15206210,2,US EQ -Southern Rockies,CO
15206211,2,US EQ -Southern Rockies,CO
15206212,2,US EQ -Southern Rockies,CO
15206213,2,US EQ -Southern Rockies,CO
15206214,2,US EQ -Southern Rockies,CO
15206215,2,US EQ -Southern Rockies,CO
15206216,2,US EQ -Southern Rockies,CO
15206217,2,US EQ -Southern Rockies,CO
15206218,2,US EQ -Southern Rockies,CO
15206219,2,US EQ -Southern Rockies,CO
15206220,2,US EQ -Southern Rockies,CO
15206221,2,US EQ -Southern Rockies,CO
15206222,2,US EQ -Southern Rockies,CO
15206223,2,US EQ -Southern Rockies,CO
15206224,2,US EQ -Southern Rockies,CO
15206225,2,US EQ -Southern Rockies,CO
15206226,2,US EQ -Southern Rockies,CO
15206227,2,US EQ -Southern Rockies,CO
15206228,2,US EQ -Southern Rockies,CO
15206229,2,US EQ -Southern Rockies,CO
15206230,2,US EQ -Southern Rockies,CO
15206231,2,US EQ -Southern Rockies,CO
15206232,2,US EQ -Southern Rockies,CO
15206233,2,US EQ -Southern Rockies,CO
15206234,2,US EQ -Southern Rockies,CO
15206235,2,US EQ -Southern Rockies,CO
15206236,2,US EQ -Southern Rockies,CO
15206237,2,US EQ -Southern Rockies,CO
15206238,2,US EQ -Southern Rockies,CO
15206239,2,US EQ -Southern Rockies,CO
15206240,2,US EQ -Southern Rockies,CO
15206241,2,US EQ -Southern Rockies,CO
15206242,2,US EQ -Southern Rockies,CO
15206243,2,US EQ -Southern Rockies,CO
15206244,2,US EQ -Southern Rockies,CO
15206245,2,US EQ -Southern Rockies,CO
15206246,2,US EQ -Southern Rockies,CO
15206247,2,US EQ -Southern Rockies,CO
15206248,2,US EQ -Southern Rockies,CO
15206249,2,US EQ -Southern Rockies,CO
15206250,2,US EQ -Southern Rockies,CO
15206251,2,US EQ -Southern Rockies,CO
15206252,2,US EQ -Southern Rockies,CO
15206253,2,US EQ -Southern Rockies,CO
15206254,2,US EQ -Southern Rockies,CO
15206255,2,US EQ -Southern Rockies,CO
15206256,2,US EQ -Southern Rockies,CO
15206257,2,US EQ -Southern Rockies,CO
15206258,2,US EQ -Southern Rockies,CO
15206259,2,US EQ -Southern Rockies,CO
15206260,2,US EQ -Southern Rockies,CO
15206261,2,US EQ -Southern Rockies,CO
15206262,2,US EQ -Southern Rockies,CO
15206263,2,US EQ -Southern Rockies,CO
15206264,2,US EQ -Southern Rockies,CO
15206265,2,US EQ -Southern Rockies,CO
15206266,2,US EQ -Southern Rockies,CO
15206267,2,US EQ -Southern Rockies,CO
15206268,2,US EQ -Southern Rockies,CO
15206269,2,US EQ -Southern Rockies,CO
15206270,2,US EQ -Southern Rockies,CO
15206271,2,US EQ -Southern Rockies,CO
15206272,2,US EQ -Southern Rockies,CO
15206273,2,US EQ -Southern Rockies,CO
15206274,2,US EQ -Southern Rockies,CO
15206275,2,US EQ -Southern Rockies,CO
15206276,2,US EQ -Southern Rockies,CO
15206277,2,US EQ -Southern Rockies,CO
15206278,2,US EQ -Southern Rockies,CO
15206279,2,US EQ -Southern Rockies,CO
15206280,2,US EQ -Southern Rockies,CO
15206281,2,US EQ -Southern Rockies,CO
15206282,2,US EQ -Southern Rockies,CO
15206283,2,US EQ -Southern Rockies,CO
15206284,2,US EQ -Southern Rockies,CO
15206285,2,US EQ -Southern Rockies,CO
15206286,2,US EQ -Southern Rockies,CO
15206287,2,US EQ -Southern Rockies,CO
15206288,2,US EQ -Southern Rockies,CO
15206289,2,US EQ -Southern Rockies,CO
15206290,2,US EQ -Southern Rockies,CO
15206291,2,US EQ -Southern Rockies,CO
15206292,2,US EQ -Southern Rockies,CO
15206293,2,US EQ -Southern Rockies,CO
15206294,2,US EQ -Southern Rockies,CO
15206295,2,US EQ -Southern Rockies,CO
15206296,2,US EQ -Southern Rockies,CO
15206297,2,US EQ -Southern Rockies,CO
15206298,2,US EQ -Southern Rockies,CO
15206299,2,US EQ -Southern Rockies,CO
15206300,2,US EQ -Southern Rockies,CO
15206301,2,US EQ -Southern Rockies,CO
15206302,2,US EQ -Southern Rockies,CO
15206303,2,US EQ -Southern Rockies,CO
15206304,2,US EQ -Southern Rockies,CO
15206305,2,US EQ -Southern Rockies,CO
15206306,2,US EQ -Southern Rockies,CO
15206307,2,US EQ -Southern Rockies,CO
15206308,2,US EQ -Southern Rockies,CO
15206309,2,US EQ -Southern Rockies,CO
15206310,2,US EQ -Southern Rockies,CO
15206311,2,US EQ -Southern Rockies,CO
15206312,2,US EQ -Southern Rockies,CO
15206313,2,US EQ -Southern Rockies,CO
15206314,2,US EQ -Southern Rockies,CO
15206315,2,US EQ -Southern Rockies,CO
15206316,2,US EQ -Southern Rockies,CO
15206317,2,US EQ -Southern Rockies,CO
15206318,2,US EQ -Southern Rockies,CO
15206319,2,US EQ -Southern Rockies,CO
15206320,2,US EQ -Southern Rockies,CO
15206321,2,US EQ -Southern Rockies,CO
15206322,2,US EQ -Southern Rockies,CO
15206323,2,US EQ -Southern Rockies,CO
15206324,2,US EQ -Southern Rockies,CO
15206325,2,US EQ -Southern Rockies,CO
15206326,2,US EQ -Southern Rockies,CO
15206327,2,US EQ -Southern Rockies,CO
15206328,2,US EQ -Southern Rockies,CO
15206329,2,US EQ -Southern Rockies,CO
15206330,2,US EQ -Southern Rockies,CO
15206331,2,US EQ -Southern Rockies,CO
15206332,2,US EQ -Southern Rockies,CO
15206333,2,US EQ -Southern Rockies,CO
15206334,2,US EQ -Southern Rockies,CO
15206335,2,US EQ -Southern Rockies,CO
15206336,2,US EQ -Southern Rockies,CO
15206337,2,US EQ -Southern Rockies,CO
15206338,2,US EQ -Southern Rockies,CO
15206339,2,US EQ -Southern Rockies,CO
15206340,2,US EQ -Southern Rockies,CO
15206341,2,US EQ -Southern Rockies,CO
15206342,2,US EQ -Southern Rockies,CO
15206343,2,US EQ -Southern Rockies,CO
15206344,2,US EQ -Southern Rockies,CO
15206345,2,US EQ -Southern Rockies,CO
15206346,2,US EQ -Southern Rockies,CO
15206347,2,US EQ -Southern Rockies,CO
15206348,2,US EQ -Southern Rockies,CO
15206349,2,US EQ -Southern Rockies,CO
15206350,2,US EQ -Southern Rockies,CO
15206351,2,US EQ -Southern Rockies,CO
15206352,2,US EQ -Southern Rockies,CO
15206353,2,US EQ -Southern Rockies,CO
15206354,2,US EQ -Southern Rockies,CO
15206355,2,US EQ -Southern Rockies,CO
15206356,2,US EQ -Southern Rockies,CO
15206357,2,US EQ -Southern Rockies,CO
15206358,2,US EQ -Southern Rockies,CO
15206359,2,US EQ -Southern Rockies,CO
15206360,2,US EQ -Southern Rockies,CO
15206361,2,US EQ -Southern Rockies,CO
15206362,2,US EQ -Southern Rockies,CO
15206363,2,US EQ -Southern Rockies,CO
15206364,2,US EQ -Southern Rockies,CO
15206365,2,US EQ -Southern Rockies,CO
15206366,2,US EQ -Southern Rockies,CO
15206367,2,US EQ -Southern Rockies,CO
15206368,2,US EQ -Southern Rockies,CO
15206369,2,US EQ -Southern Rockies,CO
15206370,2,US EQ -Southern Rockies,CO
15206371,2,US EQ -Southern Rockies,CO
15206372,2,US EQ -Southern Rockies,CO
15206373,2,US EQ -Southern Rockies,CO
15206374,2,US EQ -Southern Rockies,CO
15206375,2,US EQ -Southern Rockies,CO
15206376,2,US EQ -Southern Rockies,CO
15206377,2,US EQ -Southern Rockies,CO
15206378,2,US EQ -Southern Rockies,CO
15206379,2,US EQ -Southern Rockies,CO
15206380,2,US EQ -Southern Rockies,CO
15206381,2,US EQ -Southern Rockies,CO
15206382,2,US EQ -Southern Rockies,CO
15206383,2,US EQ -Southern Rockies,CO
15206384,2,US EQ -Southern Rockies,CO
15206385,2,US EQ -Southern Rockies,CO
15206386,2,US EQ -Southern Rockies,CO
15206387,2,US EQ -Southern Rockies,CO
15206388,2,US EQ -Southern Rockies,CO
15206389,2,US EQ -Southern Rockies,CO
15206390,2,US EQ -Southern Rockies,CO
15206391,2,US EQ -Southern Rockies,CO
15206392,2,US EQ -Southern Rockies,CO
15206393,2,US EQ -Southern Rockies,CO
15206394,2,US EQ -Southern Rockies,CO
15206395,2,US EQ -Southern Rockies,CO
15206396,2,US EQ -Southern Rockies,CO
15206397,2,US EQ -Southern Rockies,CO
15206398,2,US EQ -Southern Rockies,CO
15206399,2,US EQ -Southern Rockies,CO
15206400,2,US EQ -Southern Rockies,CO
15206401,2,US EQ -Southern Rockies,CO
15206402,2,US EQ -Southern Rockies,CO
15206403,2,US EQ -Southern Rockies,CO
15206404,2,US EQ -Southern Rockies,CO
15206405,2,US EQ -Southern Rockies,CO
15206406,2,US EQ -Southern Rockies,CO
15206407,2,US EQ -Southern Rockies,CO
15206408,2,US EQ -Southern Rockies,CO
15206409,2,US EQ -Southern Rockies,CO
15206410,2,US EQ -Southern Rockies,CO
15206411,2,US EQ -Southern Rockies,CO
15206412,2,US EQ -Southern Rockies,CO
15206413,2,US EQ -Southern Rockies,CO
15206414,2,US EQ -Southern Rockies,CO
15206415,2,US EQ -Southern Rockies,CO
15206416,2,US EQ -Southern Rockies,CO
15206417,2,US EQ -Southern Rockies,CO
15206418,2,US EQ -Southern Rockies,CO
15206419,2,US EQ -Southern Rockies,CO
15206420,2,US EQ -Southern Rockies,CO
15206421,2,US EQ -Southern Rockies,CO
15206422,2,US EQ -Southern Rockies,CO
15206423,2,US EQ -Southern Rockies,CO
15206424,2,US EQ -Southern Rockies,CO
15206425,2,US EQ -Southern Rockies,CO
15206426,2,US EQ -Southern Rockies,CO
15206427,2,US EQ -Southern Rockies,CO
15206428,2,US EQ -Southern Rockies,CO
15206429,2,US EQ -Southern Rockies,CO
15206430,2,US EQ -Southern Rockies,CO
15206431,2,US EQ -Southern Rockies,CO
15206432,2,US EQ -Southern Rockies,CO
15206433,2,US EQ -Southern Rockies,CO
15206434,2,US EQ -Southern Rockies,CO
15206435,2,US EQ -Southern Rockies,CO
15206436,2,US EQ -Southern Rockies,CO
15206437,2,US EQ -Southern Rockies,CO
15206438,2,US EQ -Southern Rockies,CO
15206439,2,US EQ -Southern Rockies,CO
15206440,2,US EQ -Southern Rockies,CO
15206441,2,US EQ -Southern Rockies,CO
15206442,2,US EQ -Southern Rockies,CO
15206443,2,US EQ -Southern Rockies,CO
15206444,2,US EQ -Southern Rockies,CO
15206445,2,US EQ -Southern Rockies,CO
15206446,2,US EQ -Southern Rockies,CO
15206447,2,US EQ -Southern Rockies,CO
15206448,2,US EQ -Southern Rockies,CO
15206449,2,US EQ -Southern Rockies,CO
15206450,2,US EQ -Southern Rockies,CO
15206451,2,US EQ -Southern Rockies,CO
15206452,2,US EQ -Southern Rockies,CO
15206453,2,US EQ -Southern Rockies,CO
15206454,2,US EQ -Southern Rockies,CO
15206455,2,US EQ -Southern Rockies,CO
15206456,2,US EQ -Southern Rockies,CO
15206457,2,US EQ -Southern Rockies,CO
15206458,2,US EQ -Southern Rockies,CO
15206459,2,US EQ -Southern Rockies,CO
15206460,2,US EQ -Southern Rockies,CO
15206461,2,US EQ -Southern Rockies,CO
15206462,2,US EQ -Southern Rockies,CO
15206463,2,US EQ -Southern Rockies,CO
15206464,2,US EQ -Southern Rockies,CO
15206465,2,US EQ -Southern Rockies,CO
15206466,2,US EQ -Southern Rockies,CO
15206467,2,US EQ -Southern Rockies,CO
15206468,2,US EQ -Southern Rockies,CO
15206469,2,US EQ -Southern Rockies,CO
15206470,2,US EQ -Southern Rockies,CO
15206471,2,US EQ -Southern Rockies,CO
15206472,2,US EQ -Southern Rockies,CO
15206473,2,US EQ -Southern Rockies,CO
15206474,2,US EQ -Southern Rockies,CO
15206475,2,US EQ -Southern Rockies,CO
15206476,2,US EQ -Southern Rockies,CO
15206477,2,US EQ -Southern Rockies,CO
15206478,2,US EQ -Southern Rockies,CO
15206479,2,US EQ -Southern Rockies,CO
15206480,2,US EQ -Southern Rockies,CO
15206481,2,US EQ -Southern Rockies,CO
15206482,2,US EQ -Southern Rockies,CO
15206483,2,US EQ -Southern Rockies,CO
15206484,2,US EQ -Southern Rockies,CO
15206485,2,US EQ -Southern Rockies,CO
15206486,2,US EQ -Southern Rockies,CO
15206487,2,US EQ -Southern Rockies,CO
15206488,2,US EQ -Southern Rockies,CO
15206489,2,US EQ -Southern Rockies,CO
15206490,2,US EQ -Southern Rockies,CO
15206491,2,US EQ -Southern Rockies,CO
15206492,2,US EQ -Southern Rockies,CO
15206493,2,US EQ -Southern Rockies,CO
15206494,2,US EQ -Southern Rockies,CO
15206495,2,US EQ -Southern Rockies,CO
15206496,2,US EQ -Southern Rockies,CO
15206497,2,US EQ -Southern Rockies,CO
15206498,2,US EQ -Southern Rockies,CO
15206499,2,US EQ -Southern Rockies,CO
15206500,2,US EQ -Southern Rockies,CO
15206501,2,US EQ -Southern Rockies,CO
15206502,2,US EQ -Southern Rockies,CO
15206503,2,US EQ -Southern Rockies,CO
15206504,2,US EQ -Southern Rockies,CO
15206505,2,US EQ -Southern Rockies,CO
15206506,2,US EQ -Southern Rockies,CO
15206507,2,US EQ -Southern Rockies,CO
15206508,2,US EQ -Southern Rockies,CO
15206509,2,US EQ -Southern Rockies,CO
15206510,2,US EQ -Southern Rockies,CO
15206511,2,US EQ -Southern Rockies,CO
15206512,2,US EQ -Southern Rockies,CO
15206513,2,US EQ -Southern Rockies,CO
15206514,2,US EQ -Southern Rockies,CO
15206515,2,US EQ -Southern Rockies,CO
15206516,2,US EQ -Southern Rockies,CO
15206517,2,US EQ -Southern Rockies,CO
15206518,2,US EQ -Southern Rockies,CO
15206519,2,US EQ -Southern Rockies,CO
15206520,2,US EQ -Southern Rockies,CO
15206521,2,US EQ -Southern Rockies,CO
15206522,2,US EQ -Southern Rockies,CO
15206523,2,US EQ -Southern Rockies,CO
15206524,2,US EQ -Southern Rockies,CO
15206525,2,US EQ -Southern Rockies,CO
15206526,2,US EQ -Southern Rockies,CO
15206527,2,US EQ -Southern Rockies,CO
15206528,2,US EQ -Southern Rockies,CO
15206529,2,US EQ -Southern Rockies,CO
15206530,2,US EQ -Southern Rockies,CO
15206531,2,US EQ -Southern Rockies,CO
15206532,2,US EQ -Southern Rockies,CO
15206533,2,US EQ -Southern Rockies,CO
15206534,2,US EQ -Southern Rockies,CO
15206535,2,US EQ -Southern Rockies,CO
15206536,2,US EQ -Southern Rockies,CO
15206537,2,US EQ -Southern Rockies,CO
15206538,2,US EQ -Southern Rockies,CO
15206539,2,US EQ -Southern Rockies,CO
15206540,2,US EQ -Southern Rockies,CO
15206541,2,US EQ -Southern Rockies,CO
15206542,2,US EQ -Southern Rockies,CO
15206543,2,US EQ -Southern Rockies,CO
15206544,2,US EQ -Southern Rockies,CO
15206545,2,US EQ -Southern Rockies,CO
15206546,2,US EQ -Southern Rockies,CO
15206547,2,US EQ -Southern Rockies,CO
15206548,2,US EQ -Southern Rockies,CO
15206549,2,US EQ -Southern Rockies,CO
15206550,2,US EQ -Southern Rockies,CO
15206551,2,US EQ -Southern Rockies,CO
15206552,2,US EQ -Southern Rockies,CO
15206553,2,US EQ -Southern Rockies,CO
15206554,2,US EQ -Southern Rockies,CO
15206555,2,US EQ -Southern Rockies,CO
15206556,2,US EQ -Southern Rockies,CO
15206557,2,US EQ -Southern Rockies,CO
15206558,2,US EQ -Southern Rockies,CO
15206559,2,US EQ -Southern Rockies,CO
15206560,2,US EQ -Southern Rockies,CO
15206561,2,US EQ -Southern Rockies,CO
15206562,2,US EQ -Southern Rockies,CO
15206563,2,US EQ -Southern Rockies,CO
15206564,2,US EQ -Southern Rockies,CO
15206565,2,US EQ -Southern Rockies,CO
15206566,2,US EQ -Southern Rockies,CO
15206567,2,US EQ -Southern Rockies,CO
15206568,2,US EQ -Southern Rockies,CO
15206569,2,US EQ -Southern Rockies,CO
15206570,2,US EQ -Southern Rockies,CO
15206571,2,US EQ -Southern Rockies,CO
15206572,2,US EQ -Southern Rockies,CO
15206573,2,US EQ -Southern Rockies,CO
15206574,2,US EQ -Southern Rockies,CO
15206575,2,US EQ -Southern Rockies,CO
15206576,2,US EQ -Southern Rockies,CO
15206577,2,US EQ -Southern Rockies,CO
15206578,2,US EQ -Southern Rockies,CO
15206579,2,US EQ -Southern Rockies,CO
15206580,2,US EQ -Southern Rockies,CO
15206581,2,US EQ -Southern Rockies,CO
15206582,2,US EQ -Southern Rockies,CO
15206583,2,US EQ -Southern Rockies,CO
15206584,2,US EQ -Southern Rockies,CO
15206585,2,US EQ -Southern Rockies,CO
15206586,2,US EQ -Southern Rockies,CO
15206587,2,US EQ -Southern Rockies,CO
15206588,2,US EQ -Southern Rockies,CO
15206589,2,US EQ -Southern Rockies,CO
15206590,2,US EQ -Southern Rockies,CO
15206591,2,US EQ -Southern Rockies,CO
15206592,2,US EQ -Southern Rockies,CO
15206593,2,US EQ -Southern Rockies,CO
15206594,2,US EQ -Southern Rockies,CO
15206595,2,US EQ -Southern Rockies,CO
15206596,2,US EQ -Southern Rockies,CO
15206597,2,US EQ -Southern Rockies,CO
15206598,2,US EQ -Southern Rockies,CO
15206599,2,US EQ -Southern Rockies,CO
15206600,2,US EQ -Southern Rockies,CO
15206601,2,US EQ -Southern Rockies,CO
15206602,2,US EQ -Southern Rockies,CO
15206603,2,US EQ -Southern Rockies,CO
15206604,2,US EQ -Southern Rockies,CO
15206605,2,US EQ -Southern Rockies,CO
15206606,2,US EQ -Southern Rockies,CO
15206607,2,US EQ -Southern Rockies,CO
15206608,2,US EQ -Southern Rockies,CO
15206609,2,US EQ -Southern Rockies,CO
15206610,2,US EQ -Southern Rockies,CO
15206611,2,US EQ -Southern Rockies,CO
15206612,2,US EQ -Southern Rockies,CO
15206613,2,US EQ -Southern Rockies,CO
15206614,2,US EQ -Southern Rockies,CO
15206615,2,US EQ -Southern Rockies,CO
15206616,2,US EQ -Southern Rockies,CO
15206617,2,US EQ -Southern Rockies,CO
15206618,2,US EQ -Southern Rockies,CO
15206619,2,US EQ -Southern Rockies,CO
15206620,2,US EQ -Southern Rockies,CO
15206621,2,US EQ -Southern Rockies,CO
15206622,2,US EQ -Southern Rockies,CO
15206623,2,US EQ -Southern Rockies,CO
15206624,2,US EQ -Southern Rockies,CO
15206625,2,US EQ -Southern Rockies,CO
15206626,2,US EQ -Southern Rockies,CO
15206627,2,US EQ -Southern Rockies,CO
15206628,2,US EQ -Southern Rockies,CO
15206629,2,US EQ -Southern Rockies,CO
15206630,2,US EQ -Southern Rockies,CO
15206631,2,US EQ -Southern Rockies,CO
15206632,2,US EQ -Southern Rockies,CO
15206633,2,US EQ -Southern Rockies,CO
15206634,2,US EQ -Southern Rockies,CO
15206635,2,US EQ -Southern Rockies,CO
15206636,2,US EQ -Southern Rockies,CO
15206637,2,US EQ -Southern Rockies,CO
15206638,2,US EQ -Southern Rockies,CO
15206639,2,US EQ -Southern Rockies,CO
15206640,2,US EQ -Southern Rockies,CO
15206641,2,US EQ -Southern Rockies,CO
15206642,2,US EQ -Southern Rockies,CO
15206643,2,US EQ -Southern Rockies,CO
15206644,2,US EQ -Southern Rockies,CO
15206645,2,US EQ -Southern Rockies,CO
15206646,2,US EQ -Southern Rockies,CO
15206647,2,US EQ -Southern Rockies,CO
15206648,2,US EQ -Southern Rockies,CO
15206649,2,US EQ -Southern Rockies,CO
15206650,2,US EQ -Southern Rockies,CO
15206651,2,US EQ -Southern Rockies,CO
15206652,2,US EQ -Southern Rockies,CO
15206653,2,US EQ -Southern Rockies,CO
15206654,2,US EQ -Southern Rockies,CO
15206655,2,US EQ -Southern Rockies,CO
15206656,2,US EQ -Southern Rockies,CO
15206657,2,US EQ -Southern Rockies,CO
15206658,2,US EQ -Southern Rockies,CO
15206659,2,US EQ -Southern Rockies,CO
15206660,2,US EQ -Southern Rockies,CO
15206661,2,US EQ -Southern Rockies,CO
15206662,2,US EQ -Southern Rockies,CO
15206663,2,US EQ -Southern Rockies,CO
15206664,2,US EQ -Southern Rockies,CO
15206665,2,US EQ -Southern Rockies,CO
15206666,2,US EQ -Southern Rockies,CO
15206667,2,US EQ -Southern Rockies,CO
15206668,2,US EQ -Southern Rockies,CO
15206669,2,US EQ -Southern Rockies,CO
15206670,2,US EQ -Southern Rockies,CO
15206671,2,US EQ -Southern Rockies,CO
15206672,2,US EQ -Southern Rockies,CO
