"Path","Name","Type","Mode","Label","Default Value"
"cds/modifiers/mediatech_total_schedule/min_val","min_val","float","output","Minimum","n/a"
"cds/modifiers/mediatech_total_schedule/max_val","max_val","float","output","Maximum","n/a"
"cds/modifiers/mediatech_total_schedule/default_val","default_val","float","output","Default","n/a"
"cds/modifiers/mediatech_total_schedule/applied_val","applied_val","float","output","Applied","n/a"
"cds/modifiers/mediatech_total_schedule","mediatech_total_schedule","structure","n/a","n/a","n/a"
"cds/modifiers/mediatech_bipd/input_value","input_value","str","input","Included ?","No"
"cds/modifiers/mediatech_bipd/input_relativity","input_relativity","float","input","User Input Relativity","None"
"cds/modifiers/mediatech_bipd/min_rel","min_rel","float","output","Minimum Relativity","n/a"
"cds/modifiers/mediatech_bipd/max_rel","max_rel","float","output","Maximum Relativity","n/a"
"cds/modifiers/mediatech_bipd/default_rel","default_rel","float","output","Default Relativity","n/a"
"cds/modifiers/mediatech_bipd/applied_rel","applied_rel","float","output","Applied Relativity","n/a"
"cds/modifiers/mediatech_bipd","mediatech_bipd","structure","n/a","n/a","n/a"
"cds/modifiers/mediatech_claim_experience/input_value","input_value","str","input","Activity","No claim activity"
"cds/modifiers/mediatech_claim_experience/input_relativity","input_relativity","float","input","User Input Relativity","None"
"cds/modifiers/mediatech_claim_experience/min_rel","min_rel","float","output","Minimum Relativity","n/a"
"cds/modifiers/mediatech_claim_experience/max_rel","max_rel","float","output","Maximum Relativity","n/a"
"cds/modifiers/mediatech_claim_experience/default_rel","default_rel","float","output","Default Relativity","n/a"
"cds/modifiers/mediatech_claim_experience/applied_rel","applied_rel","float","output","Applied Relativity","n/a"
"cds/modifiers/mediatech_claim_experience","mediatech_claim_experience","structure","n/a","n/a","n/a"
"cds/modifiers/gl_uw_adjustment/input_value","input_value","float","input","User Input","0"
"cds/modifiers/gl_uw_adjustment/min_value","min_value","float","output","Min","n/a"
"cds/modifiers/gl_uw_adjustment/max_value","max_value","float","output","Max","n/a"
"cds/modifiers/gl_uw_adjustment/applied_value","applied_value","float","output","Applied","n/a"
"cds/modifiers/gl_uw_adjustment","gl_uw_adjustment","structure","n/a","n/a","n/a"
"cds/modifiers","modifiers","structure","n/a","n/a","n/a"
"cds/gl_tier_notes/text_box","text_box","str","output","Not set","n/a"
"cds/gl_tier_notes/show_box","show_box","bool","input","Show the Product Tiers Description","False"
"cds/gl_tier_notes/stretch_box","stretch_box","bool","output","Not set","n/a"
"cds/gl_tier_notes","gl_tier_notes","structure","n/a","n/a","n/a"
"cds/local_currency_output","local_currency_output","str","output","Original/Source Currency","n/a"
"cds/eo_fees_currency_label","eo_fees_currency_label","str","output","Not set","n/a"
"cds/mediatech_revenue_currency_label","mediatech_revenue_currency_label","str","output","Not set","n/a"
"cds/gl_revenue_currency_label","gl_revenue_currency_label","str","output","Not set","n/a"
"cds/gl_revenue_total_currency_label","gl_revenue_total_currency_label","str","output","Not set","n/a"
"cds/gl_local_currency_label","gl_local_currency_label","str","output","Not set","n/a"
"cds/gl_local_currency","gl_local_currency","bool","input","Show Pricing Inputs in Source Currency","False"
"cds","cds","structure","n/a","n/a","n/a"
"model_state/pressed_start_renewal_task","pressed_start_renewal_task","bool","output","Not set","n/a"
"model_state/show_landing_page","show_landing_page","bool","output","Not set","n/a"
"model_state/show_after_landing_page","show_after_landing_page","bool","output","Not set","n/a"
"model_state/show_rate_change","show_rate_change","bool","output","Not set","n/a"
"model_state/landing_page_info","landing_page_info","str","input","Not set","Click 'Import Expiring Policy Data' in the top right corner then click 'Start Policy'"
"model_state","model_state","structure","n/a","n/a","n/a"
