SIC,Sector_Desc,InternationalIndustry,SICClass,Directors & Officers (D&O),Any One Claim (AOC),Employer Practice Liability (EPL),Corporate Legal Liability (CLL),Crime,Pension Trustee Liability (PTL)
3310,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3320,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3330,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3350,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3360,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3390,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3420,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3421,MANUFACTURING (DURABLE),Retail - Multiline,CUTLERY,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3430,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3440,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3470,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3480,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3490,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3510,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3530,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3540,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3550,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3560,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3570,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3580,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3590,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3600,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3620,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3630,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3640,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3670,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3690,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3720,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3730,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3760,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3790,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3873,MANUFACTURING (DURABLE),Retail - Multiline,"WATCHES, CLOCKS, WATCHCASES & PARTS",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3910,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3911,MANUFACTURING (DURABLE),Retail - Multiline,"JEWELRY, PRECIOUS METAL",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3914,MANUFACTURING (DURABLE),Retail - Multiline,SILVERWARE AND PLATED WARE,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3915,MANUFACTURING (DURABLE),Retail - Multiline,JEWELERS' MATERIALS & LAPIDARY WORK,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3931,MANUFACTURING (DURABLE),Retail - Multiline,MUSICAL INSTRUMENTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3942,MANUFACTURING (DURABLE),Retail - Multiline,DOLLS AND STUFFED TOYS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3944,MANUFACTURING (DURABLE),Retail - Multiline,"GAMES, TOYS, AND CHILDREN'S VEHICLES",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3949,MANUFACTURING (DURABLE),Retail - Multiline,"SPORTING AND ATHLETIC GOODS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3950,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3951,MANUFACTURING (DURABLE),Retail - Multiline,PENS AND MECHANICAL PENCILS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3952,MANUFACTURING (DURABLE),Retail - Multiline,LEAD PENCILS AND ART GOODS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3953,MANUFACTURING (DURABLE),Retail - Multiline,MARKING DEVICES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3955,MANUFACTURING (DURABLE),Retail - Multiline,CARBON PAPER AND INKED RIBBONS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3960,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3961,MANUFACTURING (DURABLE),Retail - Multiline,COSTUME JEWELRY,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3965,MANUFACTURING (DURABLE),Retail - Multiline,"FASTENERS, BUTTONS, NEEDLES, & PINS",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3990,MANUFACTURING (DURABLE),Retail - Multiline,RUBBER AND PLASTICS FOOTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3991,MANUFACTURING (DURABLE),Retail - Multiline,BROOMS AND BRUSHES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3993,MANUFACTURING (DURABLE),Retail - Multiline,SIGNS AND ADVERTISING SPECIALTIES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
3995,MANUFACTURING (DURABLE),Retail - Multiline,BURIAL CASKETS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2300,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEN'S AND BOYS' SUITS AND COATS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2311,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEN'S AND BOYS' SUITS AND COATS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2320,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEN'S AND BOYS' SUITS AND COATS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2321,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEN'S AND BOYS' SHIRTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2322,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEN'S AND BOYS' UNDERWEAR & NIGHTWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2323,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEN'S AND BOYS' NECKWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2325,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEN'S AND BOYS' TROUSERS AND SLACKS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2326,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEN'S AND BOYS' WORK CLOTHING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2329,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"MEN'S AND BOYS' CLOTHING, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2330,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEN'S AND BOYS' SUITS AND COATS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2331,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,WOMEN'S & MISSES' BLOUSES & SHIRTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2335,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"WOMEN'S, JUNIOR'S, & MISSES' DRESSES",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2337,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"WOMEN'S, JUNIOR'S, & MISSES' SUITS & COA",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2339,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"WOMEN'S & MISSES' OUTERWEAR, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2340,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEN'S AND BOYS' SUITS AND COATS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2341,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,WOMEN'S AND CHILDREN'S UNDERWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2342,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"BRAS, GIRDLES, AND ALLIED GARMENTS",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2353,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"HATS, CAPS, AND MILLINERY",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2361,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"GIRL'S & CHILDREN'S DRESSES, BLOUSES",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2369,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"GIRLS' & CHILDREN'S OUTERWEAR, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2371,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,FUR GOODS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2381,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,FABRIC DRESS AND WORK GLOVES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2384,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,ROBES AND DRESSING GOWNS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2385,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,WATERPROOF OUTERWEAR,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2386,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,LEATHER AND SHEEP-LINED CLOTHING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2387,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,APPAREL BELTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2389,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"APPAREL AND ACCESSORIES, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2211,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,"BROADWOVEN FABRIC MILLS, COTTON",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2221,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,"BROADWOVEN FABRIC MILLS, MANMADE",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2231,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,"BROADWOVEN FABRIC MILLS, WOOL",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2241,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,NARROW FABRIC MILLS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2250,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,MEAT PACKING PLANTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2251,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"WOMEN'S HOSIERY, EXCEPT SOCKS",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2252,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"HOSIERY, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2253,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,KNIT OUTERWEAR MILLS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2254,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,KNIT UNDERWEAR MILLS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2257,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,WEFT KNIT FABRIC MILLS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2258,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,LACE & WARP KNIT FABRIC MILLS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2259,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,"KNITTING MILLS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2261,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,"FINISHING PLANTS, COTTON",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2262,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,"FINISHING PLAINTS, MANMADE",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2269,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,"FINISHING PLANTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2273,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,CARPETS AND RUGS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2281,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,YARN SPINNING MILLS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2282,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,THROWING AND WINDING MILLS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2284,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,THREAD MILLS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2295,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,"COATED FABRICS, NOT RUBBERIZED",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2296,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,TIRE CORD AND FABRICS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2297,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,NONWOVEN FABRICS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2298,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,CORDAGE AND TWINE,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2299,MANUFACTURING (NON DURABLE) EXC APPAREL,Retail - Multiline,"TEXTILE GOODS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2390,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,MEAT PACKING PLANTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2391,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,CURTAINS AND DRAPERIES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2392,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"HOUSEFURNISHINGS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2393,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,TEXTILE BAGS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2394,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,CANVAS AND RELATED PRODUCTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2395,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,PLEATING AND STITCHING,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2396,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,AUTOMOTIVE AND APPAREL TRIMMINGS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2397,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,SCHIFFLI MACHINE EMBROIDERIES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
2399,MANUFACTURING (NON-DURABLE) / APPAREL,Retail - Multiline,"FABRICATED TEXTILE PRODUCTS, N.E.C.",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5311,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,DEPARTMENT STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5331,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,VARIETY STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5399,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,MISCELLANEOUS GENERAL MERCHANDISE STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5411,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,GROCERY STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5412,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,CONVENIENCE STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5531,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,AUTO AND HOME SUPPLY STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5611,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,MEN'S & BOYS' CLOTHING STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5621,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,WOMEN'S CLOTHING STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5632,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,WOMEN'S ACCESSORY & SPECIALTY STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5641,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,CHILDREN'S AND INFANTS' WEAR STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5651,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,FAMILY CLOTHING STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5661,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,SHOE STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5699,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,MISC. APPAREL & ACCESSORY STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5736,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,MUSICAL INSTRUMENT STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5932,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,USED MERCHANDISE STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5941,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,SPORTING GOODS AND BICYCLE SHOPS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5942,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,BOOK STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5943,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,STATIONERY STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5944,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,JEWELRY STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5945,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,"HOBBY, TOY, AND GAME SHOPS",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5946,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,CAMERA & PHOTOGRAPHIC SUPPLY STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5947,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,"GIFT, NOVELTY, AND SOUVENIR SHOPS",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5948,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,LUGGAGE AND LEATHER GOODS STORES,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5949,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,"SEWING, NEEDLEWORK, AND PIECE GOODS",Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5992,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,FLORISTS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
5994,NON/DISCRETIONARY RETAIL SECTOR,Retail - Multiline,NEWS DEALERS AND NEWSTANDS,Within,Within (AOC CLL requires FGL refer),Check for Recession exposures,Within,Outside,Check for Recession exposures
