Sic Code,Sic Code2 (SIC first)
Government - Other - PUBLIC ADMINISTRATION - 9451,3398 - Metals & Mining - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9511,3399 - Metals & Mining - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9512,3411 - Metals & Mining - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9531,3412 - Metals & Mining - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9532,3420 - Retail - Multiline - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9611,3421 - Retail - Multiline - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9621,3423 - Machinery - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9631,3425 - Machinery - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9641,3429 - Machinery - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9651,3430 - Retail - Multiline - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9661,3431 - Metals & Mining - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9711,3432 - Construction Materials - MANUFACTURING (DURABLE)
Government - Other - PUBLIC ADMINISTRATION - 9721,3433 - Machinery - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - DENTAL EQUIPMENT AND SUPPLIES - 3843,3440 - Retail - Multiline - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - DRUG STORES AND PROPRIETARY STORES - 5912,3441 - Machinery - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - ELECTROMEDICAL EQUIPMENT - 3845,3442 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - MEDICAL AND HOSPITAL EQUIPMENT - 5047,3443 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - MEDICAL EQUIPMENT RENTAL - 7352,3444 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - OPHTHALMIC GOODS - 5048,3446 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - OPTHALMIC GOODS - 3851,3448 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - OPTICAL GOODS STORES - 5995,3449 - Metals & Mining - MANUFACTURING (DURABLE)
"Health Care Equipment & Supplies - PROFESSIONAL EQUIPMENT, N.E.C. - 5049",3451 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - SURGICAL AND MEDICAL INSTRUMENTS - 3841,3452 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - SURGICAL APPLIANCES AND SUPPLIES - 3842,3460 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Equipment & Supplies - X-RAY APPARTUS AND TUBES - 3844,3462 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Providers & Services - ANIMAL SPECIALTY SERVICES - 0752,3463 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Providers & Services - DENTAL LABORATORIES - 8072,3465 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Providers & Services - GENERAL MEDICAL & SURGICAL HOSPITALS - 8062,3466 - Metals & Mining - MANUFACTURING (DURABLE)
"Health Care Providers & Services - HEALTH AND ALLIED SERVICES, N.E.C. - 8099",3469 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Providers & Services - HOME HEALTH CARE SERVICES - 8082,3470 - Retail - Multiline - MANUFACTURING (DURABLE)
Health Care Providers & Services - INTERMEDIATE CARE FACILITIES - 8052,3471 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Providers & Services - KIDNEY DIALYSIS CENTERS - 8092,3479 - Metals & Mining - MANUFACTURING (DURABLE)
"Health Care Providers & Services - LIVESTOCK SERVICES, EXCEPT VETERINARY - 0751",3480 - Retail - Multiline - MANUFACTURING (DURABLE)
Health Care Providers & Services - MEDICAL LABORATORIES - 8071,3482 - Aerospace & Defense - MANUFACTURING (DURABLE)
"Health Care Providers & Services - NURSING AND PERSONAL CARE, N.E.C. - 8059",3483 - Aerospace & Defense - MANUFACTURING (DURABLE)
Health Care Providers & Services - OFFICES & CLINICS OF DENTISTS - 8021,3484 - Aerospace & Defense - MANUFACTURING (DURABLE)
Health Care Providers & Services - OFFICES & CLINICS OF MEDICAL DOCTORS - 8000,3489 - Aerospace & Defense - MANUFACTURING (DURABLE)
Health Care Providers & Services - OFFICES & CLINICS OF MEDICAL DOCTORS - 8011,3490 - Retail - Multiline - MANUFACTURING (DURABLE)
Health Care Providers & Services - OFFICES & CLINICS OF MEDICAL DOCTORS - 8050,3491 - Construction Materials - MANUFACTURING (DURABLE)
Health Care Providers & Services - OFFICES & CLINICS OF MEDICAL DOCTORS - 8060,3492 - Construction Materials - MANUFACTURING (DURABLE)
Health Care Providers & Services - OFFICES & CLINICS OF MEDICAL DOCTORS - 8090,3493 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Providers & Services - OFFICES AND CLINICS OF CHIROPRACTORS - 8041,3494 - Construction & Engineering - MANUFACTURING (DURABLE)
Health Care Providers & Services - OFFICES AND CLINICS OF OPTOMETRISTS - 8042,3495 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Providers & Services - OFFICES AND CLINICS OF PODIATRISTS - 8043,3496 - Metals & Mining - MANUFACTURING (DURABLE)
"Health Care Providers & Services - OFFICES OF HEALTH PRACTITIONERS, N.E.C. - 8049",3497 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Providers & Services - OFFICES OF OSTEOPATHIC PHYSICIANS - 8031,3498 - Construction & Engineering - MANUFACTURING (DURABLE)
Health Care Providers & Services - PSYCHIATRIC HOSPITALS - 8063,3499 - Metals & Mining - MANUFACTURING (DURABLE)
Health Care Providers & Services - SKILLED NURSING CARE FACILITIES - 8051,3510 - Retail - Multiline - MANUFACTURING (DURABLE)
Health Care Providers & Services - SPECIALTY HOSPITALS EXCEPT PSYCIATRIC - 8069,3511 - Machinery - MANUFACTURING (DURABLE)
"Health Care Providers & Services - SPECIALTY OUTPATIENT CLINICS, N.E.C. - 8093",3519 - Machinery - MANUFACTURING (DURABLE)
Health Care Providers & Services - VETERINARY SERVICES FOR LIVESTOCK - 0741,3523 - Machinery - MANUFACTURING (DURABLE)
"Health Care Providers & Services - VETERINARY SERVICES, SPECIALITIES - 0742",3524 - Machinery - MANUFACTURING (DURABLE)
"Hotels Restaurants & Leisure - AMUSEMENT AND RECREATION, N.E.C. - 7999",3530 - Retail - Multiline - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - AMUSEMENT PARKTS - 7996,3531 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - BOTANICAL AND ZOOLOGICAL GARDENS - 8422,3532 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - BOWLING CENTERS - 7933,3533 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - COIN-OPERATED AMUSEMENT DEVICES - 7993,3534 - Construction & Engineering - MANUFACTURING (DURABLE)
"Hotels Restaurants & Leisure - DANCE STUDIOS, SCHOOLS, AND HALLS - 7911",3535 - Construction & Engineering - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - DRIVE-IN MOTION PICTURE THEATERS - 7833,3536 - Construction & Engineering - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - ENTERTAINERS & ENTERTAINMENT GROUPS - 7929,3537 - Construction & Engineering - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7011,3540 - Retail - Multiline - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7200,3541 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7310,3542 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7320,3543 - Construction & Engineering - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7330,3544 - Construction & Engineering - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7340,3545 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7350,3546 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7380,3547 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7500,3548 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7510,3549 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7600,3550 - Retail - Multiline - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7830,3552 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7900,3553 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - HOTELS AND MOTELS - 7990,3554 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - MEMBERSHIP SPORTS & RECREATION CLUBS - 7997,3555 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - MEMBERSHIP-BASIS ORGANIZATION HOTELS - 7041,3556 - Machinery - MANUFACTURING (DURABLE)
"Hotels Restaurants & Leisure - MOTION PICTURE THEATERS, EXCEPT DRIVE-IN - 7832",3559 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - MUSEUMS AND ART GALLERIES - 8412,3560 - Retail - Multiline - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - PHYSICAL FITNESS FACILITIES - 7991,3561 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - PUBLIC GOLF COURSES - 7992,3562 - Machinery - MANUFACTURING (DURABLE)
"Hotels Restaurants & Leisure - RACING, INCLUDING TRACK OPERATION - 7948",3563 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - ROOMING AND BOARDING HOUSES - 7021,3564 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - SPORTING & RECREATIONAL GOODS - 5091,3565 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - SPORTING AND RECREATIONAL CAMPS - 7032,3566 - Machinery - MANUFACTURING (DURABLE)
"Hotels Restaurants & Leisure - SPORTS CLUBS, MANAGERS, & PROMOTERS - 7941",3567 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - THEATRICAL PRODUCERS AND SERVICES - 7922,3568 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - TRAILER PARKS AND CAMPSITES - 7033,3569 - Machinery - MANUFACTURING (DURABLE)
Hotels Restaurants & Leisure - VIDEO TAPE RENTAL - 7841,3570 - Retail - Multiline - MANUFACTURING (DURABLE)
Household Durables - DRAPERY AND UPHOLSTERY STORES - 5714,3571 - Electrical Equipment - MANUFACTURING (DURABLE)
Household Durables - DRAPERY HARDWARE & BLINDS & SASHES - 2591,3572 - Electrical Equipment - MANUFACTURING (DURABLE)
"Household Durables - DURABLE GOODS, N.E.C. - 5099",3575 - Electrical Equipment - MANUFACTURING (DURABLE)
Household Durables - ELECTRIC HOUSEWARES AND FANS - 3634,3576 - Tech - Communications Equipment - COMMUNICATIONS EQUIPMENT MANUFACTURING (DURABLE)
Household Durables - ELECTRIC LAMPS - 3641,3577 - Electrical Equipment - MANUFACTURING (DURABLE)
Household Durables - FURNITURE - 5021,3578 - Electrical Equipment - MANUFACTURING (DURABLE)
"Household Durables - FURNITURE AND FIXTURES, N.E.C. - 2599",3579 - Electrical Equipment - MANUFACTURING (DURABLE)
Household Durables - FURNITURE STORES - 5712,3580 - Retail - Multiline - MANUFACTURING (DURABLE)
Household Durables - HOMEFURNISHINGS - 5023,3581 - Retail - Food & Staples - MANUFACTURING (DURABLE)
Household Durables - HOUSEHOLD APPLIANCE STORES - 5722,3582 - Machinery - MANUFACTURING (DURABLE)
"Household Durables - HOUSEHOLD APPLIANCES, N.E.C. - 3639",3585 - Machinery - MANUFACTURING (DURABLE)
Household Durables - HOUSEHOLD AUDIO AND VIDEO EQUIPMENT - 3651,3586 - Machinery - MANUFACTURING (DURABLE)
Household Durables - HOUSEHOLD COOKING EQUIPMENT - 3631,3589 - Machinery - MANUFACTURING (DURABLE)
"Household Durables - HOUSEHOLD FURNITURE, N.E.C. - 2519",3590 - Retail - Multiline - MANUFACTURING (DURABLE)
Household Durables - HOUSEHOLD LAUNDRY EQUIPMENT - 3633,3592 - Machinery - MANUFACTURING (DURABLE)
Household Durables - HOUSEHOLD REFRIGERATORS AND FREEZERS - 3632,3593 - Machinery - MANUFACTURING (DURABLE)
Household Durables - HOUSEHOLD VACUUM CLEANERS - 3635,3594 - Machinery - MANUFACTURING (DURABLE)
Household Durables - MATTRESSES AND BEDSPRINGS - 2515,3596 - Machinery - MANUFACTURING (DURABLE)
Household Durables - METAL HOUSEHOLD FURNITURE - 2514,3599 - Machinery - MANUFACTURING (DURABLE)
Household Durables - MISC. HOMEFURNISHINGS STORES - 5719,3600 - Retail - Multiline - MANUFACTURING (DURABLE)
"Household Durables - OFFICE FURNITURE, EXCEPT WOOD - 2522",3612 - Machinery - MANUFACTURING (DURABLE)
Household Durables - PUBLIC BUILDING & RELATED FURNITURE - 2531,3613 - Machinery - MANUFACTURING (DURABLE)
Household Durables - REFRIGERATION EQUIPMENT AND SUPPLIES - 5078,3620 - Retail - Multiline - MANUFACTURING (DURABLE)
Household Durables - RESIDENTIAL LIGHTING FIXTURES - 3645,3621 - Machinery - MANUFACTURING (DURABLE)
Household Durables - UPHOLSTERED HOUSEHOLD FURNITURE - 2512,3624 - Construction & Engineering - MANUFACTURING (DURABLE)
Insurance - ACCIDENT AND HEALTH INSURANCE - 6321,3625 - Construction & Engineering - MANUFACTURING (DURABLE)
"Insurance - FIRE, MARINE, AND CASUALTY INSURANCE - 6331",3629 - Machinery - MANUFACTURING (DURABLE)
Insurance - HOSPITAL AND MEDICAL SERVICE PLANS - 6324,3630 - Retail - Multiline - MANUFACTURING (DURABLE)
"Insurance - INSURANCE AGENTS, BROKERS & SERVICE - 6411",3631 - Household Durables - MANUFACTURING (DURABLE)
"Insurance - INSURANCE CARRIERS, N.E.C. - 6399",3632 - Household Durables - MANUFACTURING (DURABLE)
Insurance - LIFE INSURANCE - 6311,3633 - Household Durables - MANUFACTURING (DURABLE)
Insurance - LIFE INSURANCE - 6380,3634 - Household Durables - MANUFACTURING (DURABLE)
Insurance - LIFE INSURANCE - 6382,3635 - Household Durables - MANUFACTURING (DURABLE)
"Insurance - PENSION, HEALTH, AND WELFARE FUNDS - 6371",3639 - Household Durables - MANUFACTURING (DURABLE)
Insurance - SURETY INSURANCE - 6351,3640 - Retail - Multiline - MANUFACTURING (DURABLE)
Insurance - TITLE INSURANCE - 6361,3641 - Household Durables - MANUFACTURING (DURABLE)
Legal Services - LEGAL SERVICES - 8111,3643 - Electrical Equipment - MANUFACTURING (DURABLE)
Legal Services - LEGAL SERVICES - 8200,3644 - Electrical Equipment - MANUFACTURING (DURABLE)
Legal Services - LEGAL SERVICES - 8300,3645 - Household Durables - MANUFACTURING (DURABLE)
Legal Services - LEGAL SERVICES - 8700,3646 - Electrical Equipment - MANUFACTURING (DURABLE)
Legal Services - LEGAL SERVICES - 8900,3647 - Electrical Equipment - MANUFACTURING (DURABLE)
Leisure Equipment & Products - BOAT DEALERS - 5551,3648 - Electrical Equipment - MANUFACTURING (DURABLE)
Leisure Equipment & Products - RECREATIONAL VEHICLE DEALERS - 5561,3651 - Household Durables - MANUFACTURING (DURABLE)
Machinery - AIR AND GAS COMPRESSORS - 3563,3652 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - BALL AND ROLLER BEARINGS - 3562,3661 - Tech - Communications Equipment - COMMUNICATIONS EQUIPMENT MANUFACTURING (DURABLE)
Machinery - BLOWERS AND FANS - 3564,3663 - Tech - Communications Equipment - COMMUNICATIONS EQUIPMENT MANUFACTURING (DURABLE)
"Machinery - CARBURETORS, PISTONS,RINGS, VALVES - 3592",3669 - Tech - Communications Equipment - COMMUNICATIONS EQUIPMENT MANUFACTURING (DURABLE)
Machinery - COMMERCIAL LAUNDRY EQUIPMENT - 3582,3670 - Retail - Multiline - MANUFACTURING (DURABLE)
Machinery - CONSTRUCTION AND MINING MACHINERY - 5082,3671 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - CONSTRUCTION MACHINERY - 3531,3672 - Tech - Semiconductors & Equipment - COMMUNICATIONS EQUIPMENT MANUFACTURING (DURABLE)
"Machinery - ELECTRICAL INDUSTRIAL APPARATUS, N.E.C. - 3629",3674 - Tech - Semiconductors & Equipment - SEMICONDUCTORS AND RELATED DEVICES
Machinery - FABRICATED STRUCTURAL METAL - 3441,3675 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - FARM AND GARDEN MACHINERY - 5083,3676 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - FARM MACHINERY AND EQUIPMENT - 3523,3677 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - FLUID POWER CYLINDERS & ACTUATORS - 3593,3678 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - FLUID POWER PUMPS AND MOTORS - 3594,3679 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - FOOD PRODUCTS MACHINERY - 3556,3690 - Retail - Multiline - MANUFACTURING (DURABLE)
"Machinery - GENERAL INDUSTRIAL MACHINERY, N.E.C. - 3569",3691 - Electrical Equipment - MANUFACTURING (DURABLE)
"Machinery - HAND AND EDGE TOOLS, N.E.C. - 3423",3692 - Electrical Equipment - MANUFACTURING (DURABLE)
"Machinery - HARDWARE, N.E.C. - 3429",3694 - Electrical Equipment - MANUFACTURING (DURABLE)
"Machinery - HEATING EQUIPMENT, EXCEPT ELECTRIC - 3433",3695 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - INDUSTRIAL FURNACES AND OVENS - 3567,3699 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - INDUSTRIAL MACHINERY AND EQUIPMENT - 5084,3711 - Automobiles - MANUFACTURING (DURABLE)
"Machinery - INDUSTRIAL MACHINERY, N.E.C. - 3599",3713 - Automobiles - MANUFACTURING (DURABLE)
Machinery - INDUSTRIAL SUPPLIES - 5085,3714 - Automobiles - MANUFACTURING (DURABLE)
"Machinery - INTERNAL COMBUSTION ENGINES, N.E.C. - 3519",3715 - Automobiles - MANUFACTURING (DURABLE)
Machinery - LAWN AND GARDEN EQUIPMENT - 3524,3716 - Automobiles - MANUFACTURING (DURABLE)
Machinery - MACHINE TOOL ACCESSORIES - 3545,3720 - Retail - Multiline - MANUFACTURING (DURABLE)
"Machinery - MACHINE TOOLS, METAL CUTTING TYPES - 3541",3721 - Aerospace & Defense - MANUFACTURING (DURABLE)
"Machinery - MACHINE TOOLS, METAL FORMING TYPES - 3542",3724 - Aerospace & Defense - MANUFACTURING (DURABLE)
Machinery - MEASURING AND DISPENSING PUMPS - 3586,3728 - Aerospace & Defense - MANUFACTURING (DURABLE)
"Machinery - METALWORKING MACHINERY, N.E.C. - 3549",3730 - Retail - Multiline - MANUFACTURING (DURABLE)
Machinery - MINING MACHINERY - 3532,3731 - Construction & Engineering - MANUFACTURING (DURABLE)
Machinery - MOTORS AND GENERATORS - 3621,3732 - Construction & Engineering - MANUFACTURING (DURABLE)
Machinery - OIL AND GAS FIELD MACHINERY - 3533,3743 - Construction & Engineering - MANUFACTURING (DURABLE)
Machinery - PACKAGING MACHINERY - 3565,3751 - Auto Components - MANUFACTURING (DURABLE)
Machinery - PAPER INDUSTRIES MACHINERY - 3554,3760 - Retail - Multiline - MANUFACTURING (DURABLE)
"Machinery - POWER TRANSMISSION EQUIPMENT, N.E.C. - 3568",3761 - Aerospace & Defense - MANUFACTURING (DURABLE)
Machinery - POWER-DRIVEN HANDTOOLS - 3546,3764 - Aerospace & Defense - MANUFACTURING (DURABLE)
Machinery - PRINTING TRADES MACHINERY - 3555,3769 - Aerospace & Defense - MANUFACTURING (DURABLE)
Machinery - PUMPS AND PUMPING EQUIPMENT - 3561,3790 - Retail - Multiline - MANUFACTURING (DURABLE)
Machinery - REFRIGERATION AND HEATING EQUIPMENT - 3585,3792 - Auto Components - MANUFACTURING (DURABLE)
Machinery - ROLLING MILL MACHINERY - 3547,3795 - Aerospace & Defense - MANUFACTURING (DURABLE)
Machinery - SAW BLADES AND HANDSAWS - 3425,3799 - Auto Components - MANUFACTURING (DURABLE)
"Machinery - SCALES AND BALANCES, EXCEPT LABORATORY - 3596",3812 - Electrical Equipment - MANUFACTURING (DURABLE)
"Machinery - SPECIAL INDUSTRY MACHINERY, N.E.C. - 3559",3821 - Electrical Equipment - MANUFACTURING (DURABLE)
"Machinery - SPECIAL INDUSTRY MACHINERY, N.E.C. - 3589",3822 - Electrical Equipment - MANUFACTURING (DURABLE)
"Machinery - SPEED CHANGERS, DRIVES, AND GEARS - 3566",3823 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - SWITCHGEAR AND SWITCHBOARD APPARATUS - 3613,3824 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - TEXTILE MACHINERY - 3552,3825 - Electrical Equipment - MANUFACTURING (DURABLE)
"Machinery - TRANSFORMERS, EXCEPT ELECTRONIC - 3612",3826 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - TURBINES AND TURBINE GENERATOR SETS - 3511,3827 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - WELDING APPARATUS - 3548,3829 - Electrical Equipment - MANUFACTURING (DURABLE)
Machinery - WOODWORKING MACHINERY - 3553,3841 - Health Care Equipment & Supplies - MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES
"Media - ADVERTISING, N.E.C. - 7319",3842 - Health Care Equipment & Supplies - MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES
Media - DIRECT MAIL ADVERTISING SERVICES - 7331,3843 - Health Care Equipment & Supplies - MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES
Media - MOTION PICTURE & VIDEO PRODUCTION - 7812,3844 - Health Care Equipment & Supplies - MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES
Media - MOTION PICTURE AND TAPE DISTRIBUTION - 7822,3845 - Health Care Equipment & Supplies - MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES
Media - MOTION PICTURE DISTRIBUTION SERVICES - 7829,3851 - Health Care Equipment & Supplies - MANUFACTURING (DURABLE) / INSTRUMENTS ET AL / MEDICAL INSTRUMENTS AND SUPPLIES
Media - NEWS SYNDICATES - 7383,3861 - Electrical Equipment - MANUFACTURING (DURABLE)
"Media - RADIO, TV, PUBLISHER REPRESENTATIVES - 7313",3873 - Retail - Multiline - MANUFACTURING (DURABLE)
Media - SERVICES ALLIED TO MOTION PICTURES - 7819,3910 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - ALUMINUM DIE-CASTINGS - 3363,3911 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - ALUMINUM EXTRUDED PRODUCTS - 3354,3914 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - ALUMINUM FOUNDRIES - 3365,3915 - Retail - Multiline - MANUFACTURING (DURABLE)
"Metals & Mining - ALUMINUM ROLLING AND DRAWING, N.E.C. - 3355",3931 - Retail - Multiline - MANUFACTURING (DURABLE)
"Metals & Mining - ALUMINUM SHEET, PLATE, AND FOIL - 3353",3942 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - ANTHRACITE MINING - 1231,3944 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - ARCHITECTURAL METAL WORK - 3446,3949 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - AUTOMOTIVE STAMPINGS - 3465,3950 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - BITUMINOUS COAL - UNDERGROUND - 1222,3951 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - BITUMINOUS COAL AND LIGNITE - SURFACE - 1221,3952 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - BLAST FURNACES AND STEEL MILLS - 3312,3953 - Retail - Multiline - MANUFACTURING (DURABLE)
"Metals & Mining - BOLTS, NUTS, RIVETS, AND WASHERS - 3452",3955 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - BRUSHED AND BROKEN GRANITE - 1423,3960 - Retail - Multiline - MANUFACTURING (DURABLE)
"Metals & Mining - CHEMICAL AND FERTILIZER MINING, N.E.C. - 1479",3961 - Retail - Multiline - MANUFACTURING (DURABLE)
"Metals & Mining - CLAY AND RELATED MINERALS, N.E.C. - 1459",3965 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - COAL AND OTHER MINERALS AND ORES - 5052,3990 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - COAL MINING SERVICES - 1241,3991 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - COLD FINISHING OF STEEL SHAPES - 3316,3993 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - CONSTRUCTION SAND AND GRAVEL - 1442,3995 - Retail - Multiline - MANUFACTURING (DURABLE)
Metals & Mining - COPPER FOUNDRIES - 3366,3996 - Construction Materials - MANUFACTURING (DURABLE)
Metals & Mining - COPPER ORES - 1021,3999 - Construction & Engineering - MANUFACTURING (DURABLE)
Metals & Mining - COPPER ROLLING AND DRAWING - 3351,4011 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - CROWNS AND CLOSURES - 3466,4013 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - CRUDE PETROLEUM AND NATURAL GAS - 1311,4100 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - CRUSHED AND BROKEN LIMESTONE - 1422,4111 - Transportation - Road & Rail - TRANSPORTATION
"Metals & Mining - CRUSHED AND BROKEN STONE, N.E.C. - 1429",4119 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - DIMENSION STONE - 1411,4121 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - DRILLING OIL AND GAS WELLS - 1381,4131 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - ELECTROMETALLURGICAL PRODUCTS - 3313,4141 - Transportation - Road & Rail - TRANSPORTATION
"Metals & Mining - FABRICATED METAL PRODUCTS, N.E.C. - 3499",4142 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - FABRICATED PLATE WORK (BOILER SHOPS) - 3443,4151 - Transportation - Road & Rail - TRANSPORTATION
"Metals & Mining - FERROALLOY ORES, EXCEPT VANADIUM - 1061",4173 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - GOLD ORES - 1041,4210 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - GRAY AND DUCTILE IRON FOUNDRIES - 3321,4212 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - INDUSTRIAL SAND - 1446,4213 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - IRON AND STEEL FORGINGS - 3462,4214 - Transportation - Road & Rail - TRANSPORTATION
Metals & Mining - IRON ORES - 1000,4215 - Transportation - Road & Rail - TRANSPORTATION
