Mode,CDS Path,Template Excel rater named range,Add to excel
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer2,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer3,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer4,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer5,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer6,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer7,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer8,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer9,True

input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer1.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer10.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer11.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer12.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer13.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer14.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer15.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer16.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer2.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer3.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer4.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer5.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer6.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer7.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer8.USD,True
input,cds/layers/coverages/pi/premium_split,DB.RatingSummary.F3.Layer9.USD,True

input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer1.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer1.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer1.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer1.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer1.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer1.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer10.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer10.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer10.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer10.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer10.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer10.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer11.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer11.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer11.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer11.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer11.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer11.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer12.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer12.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer12.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer12.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer12.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer12.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer13.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer13.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer13.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer13.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer13.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer13.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer14.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer14.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer14.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer14.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer14.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer14.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer15.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer15.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer15.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer15.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer15.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer15.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer16.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer16.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer16.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer16.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer16.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer16.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer2.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer2.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer2.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer2.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer2.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer2.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer3.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer3.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer3.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer3.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer3.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer3.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer4.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer4.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer4.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer4.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer4.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer4.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer5.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer5.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer5.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer5.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer5.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer5.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer6.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer6.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer6.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer6.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer6.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer6.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer7.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer7.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer7.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer7.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer7.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer7.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer8.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer8.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer8.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer8.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer8.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer8.Cover6.CCY,True
input,cds/layers/coverages/crime/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer9.Cover1.CCY,True
input,cds/layers/coverages/pi/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer9.Cover2.CCY,True
input,cds/layers/coverages/do/all_manager/sublimit,DB.RatingSummary.InnerLimits.Layer9.Cover3.CCY,True
input,cds/layers/coverages/crime/fund/sublimit,DB.RatingSummary.InnerLimits.Layer9.Cover4.CCY,True
input,cds/layers/coverages/pi/fund/sublimit,DB.RatingSummary.InnerLimits.Layer9.Cover5.CCY,True
input,cds/layers/coverages/do/fund/sublimit,DB.RatingSummary.InnerLimits.Layer9.Cover6.CCY,True

input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer1.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer1.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer1.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer1.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer1.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer1.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer10.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer10.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer10.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer10.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer10.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer10.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer11.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer11.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer11.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer11.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer11.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer11.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer12.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer12.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer12.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer12.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer12.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer12.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer13.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer13.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer13.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer13.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer13.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer13.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer14.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer14.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer14.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer14.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer14.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer14.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer15.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer15.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer15.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer15.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer15.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer15.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer16.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer16.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer16.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer16.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer16.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer16.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer2.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer2.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer2.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer2.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer2.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer2.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer3.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer3.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer3.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer3.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer3.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer3.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer4.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer4.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer4.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer4.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer4.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer4.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer5.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer5.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer5.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer5.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer5.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer5.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer6.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer6.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer6.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer6.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer6.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer6.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer7.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer7.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer7.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer7.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer7.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer7.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer8.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer8.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer8.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer8.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer8.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer8.Cover6.USD,True
input,cds/layers/coverages/crime/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer9.Cover1.USD,True
input,cds/layers/coverages/pi/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer9.Cover2.USD,True
input,cds/layers/coverages/do/all_manager/sublimit_fx,DB.RatingSummary.InnerLimits.Layer9.Cover3.USD,True
input,cds/layers/coverages/crime/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer9.Cover4.USD,True
input,cds/layers/coverages/pi/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer9.Cover5.USD,True
input,cds/layers/coverages/do/fund/sublimit_fx,DB.RatingSummary.InnerLimits.Layer9.Cover6.USD,True

input,cds/layers/tower_1/limit,DB.RatingSummary.Limits.Layer1.Cover1.CCY,True
input,cds/layers/tower_2/limit,DB.RatingSummary.Limits.Layer1.Cover2.CCY,True
input,cds/layers/tower_3/limit,DB.RatingSummary.Limits.Layer1.Cover3.CCY,True
input,cds/layers/tower_4/limit,DB.RatingSummary.Limits.Layer1.Cover4.CCY,True
input,cds/layers/tower_5/limit,DB.RatingSummary.Limits.Layer1.Cover5.CCY,True
input,cds/layers/tower_6/limit,DB.RatingSummary.Limits.Layer1.Cover6.CCY,True
input,cds/layers/tower_1/limit,DB.RatingSummary.Limits.Layer10.Cover1.CCY,True
input,cds/layers/tower_2/limit,DB.RatingSummary.Limits.Layer10.Cover2.CCY,True
input,cds/layers/tower_3/limit,DB.RatingSummary.Limits.Layer10.Cover3.CCY,True
input,cds/layers/tower_4/limit,DB.RatingSummary.Limits.Layer10.Cover4.CCY,True
input,cds/layers/tower_5/limit,DB.RatingSummary.Limits.Layer10.Cover5.CCY,True
input,cds/layers/tower_6/limit,DB.RatingSummary.Limits.Layer10.Cover6.CCY,True
input,cds/layers/tower_1/limit,DB.RatingSummary.Limits.Layer11.Cover1.CCY,True
input,cds/layers/tower_2/limit,DB.RatingSummary.Limits.Layer11.Cover2.CCY,True
input,cds/layers/tower_3/limit,DB.RatingSummary.Limits.Layer11.Cover3.CCY,True
input,cds/layers/tower_4/limit,DB.RatingSummary.Limits.Layer11.Cover4.CCY,True
input,cds/layers/tower_5/limit,DB.RatingSummary.Limits.Layer11.Cover5.CCY,True
input,cds/layers/tower_6/limit,DB.RatingSummary.Limits.Layer11.Cover6.CCY,True
input,cds/layers/tower_1/limit,DB.RatingSummary.Limits.Layer12.Cover1.CCY,True
input,cds/layers/tower_2/limit,DB.RatingSummary.Limits.Layer12.Cover2.CCY,True
input,cds/layers/tower_3/limit,DB.RatingSummary.Limits.Layer12.Cover3.CCY,True
input,cds/layers/tower_4/limit,DB.RatingSummary.Limits.Layer12.Cover4.CCY,True
input,cds/layers/tower_5/limit,DB.RatingSummary.Limits.Layer12.Cover5.CCY,True
input,cds/layers/tower_6/limit,DB.RatingSummary.Limits.Layer12.Cover6.CCY,True
input,cds/layers/tower_4/limit,DB.RatingSummary.Limits.Layer13.Cover4.CCY,True
input,cds/layers/tower_1/limit,DB.RatingSummary.Limits.Layer13.Cover1.CCY,True
input,cds/layers/tower_2/limit,DB.RatingSummary.Limits.Layer13.Cover2.CCY,True
input,cds/layers/tower_3/limit,DB.RatingSummary.Limits.Layer13.Cover3.CCY,True
input,cds/layers/tower_4/limit,DB.RatingSummary.Limits.Layer13.Cover4.CCY,True
input,cds/layers/tower_5/limit,DB.RatingSummary.Limits.Layer13.Cover5.CCY,True
input,cds/layers/tower_6/limit,DB.RatingSummary.Limits.Layer13.Cover6.CCY,True
input,cds/layers/tower_1/limit,DB.RatingSummary.Limits.Layer14.Cover1.CCY,True
input,cds/layers/tower_2/limit,DB.RatingSummary.Limits.Layer14.Cover2.CCY,True
input,cds/layers/tower_3/limit,DB.RatingSummary.Limits.Layer14.Cover3.CCY,True
input,cds/layers/tower_4/limit,DB.RatingSummary.Limits.Layer14.Cover4.CCY,True
input,cds/layers/tower_5/limit,DB.RatingSummary.Limits.Layer14.Cover5.CCY,True
input,cds/layers/tower_6/limit,DB.RatingSummary.Limits.Layer14.Cover6.CCY,True
input,cds/layers/tower_1/limit,DB.RatingSummary.Limits.Layer15.Cover1.CCY,True
input,cds/layers/tower_2/limit,DB.RatingSummary.Limits.Layer15.Cover2.CCY,True
input,cds/layers/tower_3/limit,DB.RatingSummary.Limits.Layer15.Cover3.CCY,True
input,cds/layers/tower_4/limit,DB.RatingSummary.Limits.Layer15.Cover4.CCY,True
